skill,prompt,id_prompt
subtraction,Create a multiple-choice question with four options about finding a missing part using subtraction and flowers. Use whole numbers only.,256
subtraction,Create a multiple-choice question with four options about subtracting quantities of recycling bins. Make it slightly challenging. Add one short hint.,257
subtraction,Create a simple challenge question about subtracting quantities of toy cars. Make it moderate. Make the numbers easy to calculate mentally.,258
subtraction,Generate a two-step problem that asks for the difference between two quantities of classroom chairs. Add one short hint.,259
subtraction,"Create a real-life classroom problem about finding a missing part using subtraction and garden plants. Ask for a written answer, not a drawing.",260
subtraction,"Create a short word problem about subtracting quantities of classroom chairs. Make it moderate. Ask for a written answer, not a drawing.",261
subtraction,Create a multiple-choice question with four options about subtracting quantities of marbles. Make it moderate. Include the correct answer.,262
subtraction,Generate a simple challenge question that asks for the difference between two quantities of coins. Use whole numbers only.,263
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of coins. Make it slightly challenging. Add one short hint.,264
subtraction,Create a short word problem about subtracting quantities of marbles. Make it very easy. Use simple vocabulary suitable for elementary students.,265
subtraction,Create a fill-in-the-blank question about subtracting quantities of cookies. Make it slightly challenging. Use whole numbers only.,266
subtraction,Write a short word problem where students subtract a smaller whole number from a larger one using garden plants. Make the numbers easy to calculate mentally.,267
subtraction,"Write a simple challenge question where students find how many garden plants remain after some are removed. Ask for a written answer, not a drawing.",268
subtraction,Create a real-life classroom problem about subtracting quantities of books. Make it slightly challenging. Include the correct answer.,269
subtraction,Create a true-or-false question with a brief explanation about subtracting quantities of classroom chairs. Make it moderate. Make the numbers easy to calculate mentally.,270
subtraction,Create a simple challenge question about subtracting quantities of animals on a farm. Make it easy. Avoid decimals and negative numbers.,271
subtraction,Create a multiple-choice question with four options about subtracting quantities of stickers. Make it moderate. Make the numbers easy to calculate mentally.,272
subtraction,Generate a fill-in-the-blank question that teaches subtraction as taking away in a situation involving coins. Make the numbers easy to calculate mentally.,273
subtraction,Create a true-or-false question with a brief explanation about subtracting quantities of school supplies. Make it easy. Include the correct answer.,274
subtraction,Create a true-or-false question with a brief explanation about subtracting quantities of flowers. Make it easy. Include the correct answer.,275
subtraction,Create a two-step problem about subtracting quantities of fruit baskets. Make it easy. Keep the question under 45 words.,276
subtraction,Generate a two-step problem that asks for the difference between two quantities of water bottles. Use whole numbers only.,277
subtraction,Generate a two-step problem that teaches subtraction as taking away in a situation involving coins. Use simple vocabulary suitable for elementary students.,278
subtraction,Create a multiple-choice question with four options about subtracting quantities of sports balls. Make it very easy. Make the numbers easy to calculate mentally.,279
subtraction,Create a short word problem about finding a missing part using subtraction and water bottles. Add one short hint.,280
subtraction,Create a true-or-false question with a brief explanation about subtracting quantities of stickers. Make it slightly challenging. Include the correct answer.,281
subtraction,Create a simple challenge question about subtracting quantities of water bottles. Make it moderate. Avoid decimals and negative numbers.,282
subtraction,Create a real-life classroom problem about subtracting quantities of marbles. Make it easy. Include the correct answer.,283
subtraction,Generate a question that asks students to explain their reasoning that teaches subtraction as taking away in a situation involving toy cars. Make the numbers easy to calculate mentally.,284
subtraction,Create a two-step problem about subtracting quantities of pencils. Make it very easy. Keep the question under 45 words.,285
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of marbles. Make it slightly challenging. Use whole numbers only.,286
subtraction,Create a true-or-false question with a brief explanation about finding a missing part using subtraction and fruit baskets. Include the correct answer.,287
subtraction,Generate a real-life classroom problem that asks for the difference between two quantities of books. Avoid decimals and negative numbers.,288
subtraction,Create a fill-in-the-blank question about finding a missing part using subtraction and books. Add one short hint.,289
subtraction,Create a fill-in-the-blank question about subtracting quantities of birthday candles. Make it moderate. Include the correct answer.,290
subtraction,Create a simple challenge question about subtracting quantities of sports balls. Make it easy. Use whole numbers only.,291
subtraction,Create a true-or-false question with a brief explanation about subtracting quantities of colored blocks. Make it slightly challenging. Use simple vocabulary suitable for elementary students.,292
subtraction,Write a true-or-false question with a brief explanation where students subtract a smaller whole number from a larger one using stickers. Keep the question under 45 words.,293
subtraction,Create a short word problem about subtracting quantities of marbles. Make it slightly challenging. Avoid decimals and negative numbers.,294
subtraction,Create a two-step problem about subtracting quantities of notebooks. Make it very easy. Add one short hint.,295
subtraction,"Generate a true-or-false question with a brief explanation that asks for the difference between two quantities of recycling bins. Ask for a written answer, not a drawing.",296
subtraction,Create a true-or-false question with a brief explanation about subtracting quantities of books. Make it easy. Include the correct answer.,297
subtraction,"Create a short word problem about subtracting quantities of notebooks. Make it very easy. Ask for a written answer, not a drawing.",298
subtraction,Generate a fill-in-the-blank question that teaches subtraction as taking away in a situation involving colored blocks. Include the correct answer.,299
subtraction,Generate a true-or-false question with a brief explanation that asks for the difference between two quantities of cookies. Avoid decimals and negative numbers.,300
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of pencils. Make it easy. Use whole numbers only.,301
subtraction,Create a question that asks students to explain their reasoning about finding a missing part using subtraction and water bottles. Avoid decimals and negative numbers.,302
subtraction,Create a true-or-false question with a brief explanation about subtracting quantities of toy cars. Make it very easy. Use whole numbers only.,303
subtraction,Create a simple challenge question about subtracting quantities of notebooks. Make it slightly challenging. Include the correct answer.,304
subtraction,Write a simple challenge question where students find how many flowers remain after some are removed. Include the correct answer.,305
subtraction,Generate a fill-in-the-blank question that teaches subtraction as taking away in a situation involving pencils. Use simple vocabulary suitable for elementary students.,306
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of books. Make it very easy. Keep the question under 45 words.,307
subtraction,Create a simple challenge question about subtracting quantities of colored blocks. Make it moderate. Use whole numbers only.,308
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of recycling bins. Make it easy. Use whole numbers only.,309
subtraction,Create a fill-in-the-blank question about subtracting quantities of marbles. Make it very easy. Use whole numbers only.,310
subtraction,Create a multiple-choice question with four options about subtracting quantities of birthday candles. Make it slightly challenging. Use simple vocabulary suitable for elementary students.,311
subtraction,Generate a two-step problem that asks for the difference between two quantities of school supplies. Use simple vocabulary suitable for elementary students.,312
subtraction,Generate a multiple-choice question with four options that asks for the difference between two quantities of birthday candles. Use whole numbers only.,313
subtraction,Write a true-or-false question with a brief explanation where students find how many marbles remain after some are removed. Use simple vocabulary suitable for elementary students.,314
subtraction,Create a true-or-false question with a brief explanation about subtracting quantities of notebooks. Make it slightly challenging. Keep the question under 45 words.,315
subtraction,Create a two-step problem about subtracting quantities of pencils. Make it moderate. Use whole numbers only.,316
subtraction,Create a real-life classroom problem about subtracting quantities of marbles. Make it very easy. Add one short hint.,317
subtraction,Create a true-or-false question with a brief explanation about finding a missing part using subtraction and colored blocks. Avoid decimals and negative numbers.,318
subtraction,Generate a true-or-false question with a brief explanation that teaches subtraction as taking away in a situation involving bus passengers. Add one short hint.,319
subtraction,Create a true-or-false question with a brief explanation about subtracting quantities of classroom chairs. Make it slightly challenging. Make the numbers easy to calculate mentally.,320
subtraction,Create a fill-in-the-blank question about subtracting quantities of recycling bins. Make it slightly challenging. Make the numbers easy to calculate mentally.,321
subtraction,Write a multiple-choice question with four options where students subtract a smaller whole number from a larger one using toy cars. Make the numbers easy to calculate mentally.,322
subtraction,Create a multiple-choice question with four options about subtracting quantities of pencils. Make it slightly challenging. Keep the question under 45 words.,323
subtraction,Create a simple challenge question about subtracting quantities of sports balls. Make it moderate. Include the correct answer.,324
subtraction,Write a simple challenge question where students subtract a smaller whole number from a larger one using animals on a farm. Keep the question under 45 words.,325
subtraction,Create a question that asks students to explain their reasoning about finding a missing part using subtraction and pencils. Make the numbers easy to calculate mentally.,326
subtraction,Generate a fill-in-the-blank question that teaches subtraction as taking away in a situation involving animals on a farm. Make the numbers easy to calculate mentally.,327
subtraction,Write a true-or-false question with a brief explanation where students subtract a smaller whole number from a larger one using school supplies. Keep the question under 45 words.,328
subtraction,Write a fill-in-the-blank question where students subtract a smaller whole number from a larger one using school supplies. Add one short hint.,329
subtraction,Write a real-life classroom problem where students subtract a smaller whole number from a larger one using garden plants. Keep the question under 45 words.,330
subtraction,Create a multiple-choice question with four options about subtracting quantities of stickers. Make it easy. Add one short hint.,331
subtraction,Create a true-or-false question with a brief explanation about subtracting quantities of bus passengers. Make it easy. Use whole numbers only.,332
subtraction,Create a real-life classroom problem about finding a missing part using subtraction and bus passengers. Use whole numbers only.,333
subtraction,Create a short word problem about subtracting quantities of pencils. Make it moderate. Use whole numbers only.,334
subtraction,Create a real-life classroom problem about subtracting quantities of books. Make it easy. Use whole numbers only.,335
subtraction,Generate a question that asks students to explain their reasoning that teaches subtraction as taking away in a situation involving birthday candles. Use simple vocabulary suitable for elementary students.,336
subtraction,Write a short word problem where students find how many garden plants remain after some are removed. Use simple vocabulary suitable for elementary students.,337
subtraction,"Create a question that asks students to explain their reasoning about subtracting quantities of birthday candles. Make it easy. Ask for a written answer, not a drawing.",338
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of marbles. Make it moderate. Keep the question under 45 words.,339
subtraction,Create a fill-in-the-blank question about finding a missing part using subtraction and classroom chairs. Add one short hint.,340
subtraction,Generate a true-or-false question with a brief explanation that asks for the difference between two quantities of notebooks. Use whole numbers only.,341
subtraction,Create a multiple-choice question with four options about finding a missing part using subtraction and marbles. Make the numbers easy to calculate mentally.,342
subtraction,Generate a two-step problem that teaches subtraction as taking away in a situation involving water bottles. Add one short hint.,343
subtraction,Write a true-or-false question with a brief explanation where students subtract a smaller whole number from a larger one using pencils. Avoid decimals and negative numbers.,344
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of cookies. Make it very easy. Add one short hint.,345
subtraction,Generate a question that asks students to explain their reasoning that teaches subtraction as taking away in a situation involving notebooks. Make the numbers easy to calculate mentally.,346
subtraction,Create a two-step problem about subtracting quantities of garden plants. Make it easy. Make the numbers easy to calculate mentally.,347
subtraction,Write a two-step problem where students find how many school supplies remain after some are removed. Include the correct answer.,348
subtraction,Generate a fill-in-the-blank question that asks for the difference between two quantities of fruit baskets. Keep the question under 45 words.,349
subtraction,"Create a true-or-false question with a brief explanation about subtracting quantities of notebooks. Make it moderate. Ask for a written answer, not a drawing.",350
subtraction,Create a true-or-false question with a brief explanation about finding a missing part using subtraction and recycling bins. Keep the question under 45 words.,351
subtraction,Create a simple challenge question about subtracting quantities of notebooks. Make it moderate. Avoid decimals and negative numbers.,352
subtraction,Create a simple challenge question about subtracting quantities of books. Make it slightly challenging. Add one short hint.,353
subtraction,Create a short word problem about subtracting quantities of school supplies. Make it moderate. Use simple vocabulary suitable for elementary students.,354
subtraction,Generate a multiple-choice question with four options that teaches subtraction as taking away in a situation involving cookies. Use whole numbers only.,355
subtraction,Create a multiple-choice question with four options about subtracting quantities of pencils. Make it easy. Avoid decimals and negative numbers.,356
subtraction,Create a simple challenge question about subtracting quantities of marbles. Make it easy. Use whole numbers only.,357
subtraction,Generate a true-or-false question with a brief explanation that asks for the difference between two quantities of toy cars. Make the numbers easy to calculate mentally.,358
subtraction,Generate a multiple-choice question with four options that teaches subtraction as taking away in a situation involving toy cars. Use whole numbers only.,359
subtraction,Generate a short word problem that teaches subtraction as taking away in a situation involving sports balls. Include the correct answer.,360
subtraction,Create a true-or-false question with a brief explanation about subtracting quantities of flowers. Make it easy. Keep the question under 45 words.,361
subtraction,Create a two-step problem about subtracting quantities of notebooks. Make it easy. Use whole numbers only.,362
subtraction,Generate a true-or-false question with a brief explanation that asks for the difference between two quantities of marbles. Make the numbers easy to calculate mentally.,363
subtraction,Create a short word problem about subtracting quantities of coins. Make it very easy. Use whole numbers only.,364
subtraction,Write a short word problem where students subtract a smaller whole number from a larger one using school supplies. Use simple vocabulary suitable for elementary students.,365
subtraction,Create a real-life classroom problem about subtracting quantities of school supplies. Make it moderate. Keep the question under 45 words.,366
subtraction,Create a two-step problem about subtracting quantities of garden plants. Make it moderate. Avoid decimals and negative numbers.,367
subtraction,Create a simple challenge question about subtracting quantities of water bottles. Make it very easy. Add one short hint.,368
subtraction,Write a fill-in-the-blank question where students find how many coins remain after some are removed. Use whole numbers only.,369
subtraction,Write a real-life classroom problem where students find how many colored blocks remain after some are removed. Make the numbers easy to calculate mentally.,370
subtraction,Write a simple challenge question where students find how many toy cars remain after some are removed. Use whole numbers only.,371
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of books. Make it slightly challenging. Use simple vocabulary suitable for elementary students.,372
subtraction,Create a multiple-choice question with four options about subtracting quantities of cookies. Make it slightly challenging. Add one short hint.,373
subtraction,Create a short word problem about subtracting quantities of stickers. Make it moderate. Add one short hint.,374
subtraction,Create a multiple-choice question with four options about finding a missing part using subtraction and marbles. Include the correct answer.,375
subtraction,Generate a multiple-choice question with four options that teaches subtraction as taking away in a situation involving recycling bins. Use simple vocabulary suitable for elementary students.,376
subtraction,"Write a true-or-false question with a brief explanation where students find how many colored blocks remain after some are removed. Ask for a written answer, not a drawing.",377
subtraction,Write a real-life classroom problem where students subtract a smaller whole number from a larger one using stickers. Use whole numbers only.,378
subtraction,Generate a short word problem that asks for the difference between two quantities of bus passengers. Include the correct answer.,379
subtraction,Create a real-life classroom problem about finding a missing part using subtraction and cookies. Add one short hint.,380
subtraction,Create a multiple-choice question with four options about subtracting quantities of water bottles. Make it very easy. Include the correct answer.,381
subtraction,Write a question that asks students to explain their reasoning where students find how many pencils remain after some are removed. Keep the question under 45 words.,382
subtraction,"Generate a multiple-choice question with four options that teaches subtraction as taking away in a situation involving fruit baskets. Ask for a written answer, not a drawing.",383
subtraction,Write a real-life classroom problem where students find how many flowers remain after some are removed. Use simple vocabulary suitable for elementary students.,384
subtraction,Generate a true-or-false question with a brief explanation that teaches subtraction as taking away in a situation involving flowers. Use simple vocabulary suitable for elementary students.,385
subtraction,Generate a multiple-choice question with four options that asks for the difference between two quantities of animals on a farm. Keep the question under 45 words.,386
subtraction,Create a simple challenge question about subtracting quantities of fruit baskets. Make it moderate. Include the correct answer.,387
subtraction,Create a fill-in-the-blank question about subtracting quantities of bus passengers. Make it easy. Include the correct answer.,388
subtraction,Generate a simple challenge question that asks for the difference between two quantities of garden plants. Use simple vocabulary suitable for elementary students.,389
subtraction,Write a real-life classroom problem where students find how many sports balls remain after some are removed. Use simple vocabulary suitable for elementary students.,390
subtraction,Create a simple challenge question about subtracting quantities of animals on a farm. Make it slightly challenging. Make the numbers easy to calculate mentally.,391
subtraction,Create a two-step problem about finding a missing part using subtraction and water bottles. Avoid decimals and negative numbers.,392
subtraction,"Create a short word problem about subtracting quantities of colored blocks. Make it easy. Ask for a written answer, not a drawing.",393
subtraction,Create a short word problem about subtracting quantities of cookies. Make it very easy. Include the correct answer.,394
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of bus passengers. Make it easy. Add one short hint.,395
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of cookies. Make it slightly challenging. Use simple vocabulary suitable for elementary students.,396
subtraction,Generate a fill-in-the-blank question that asks for the difference between two quantities of bus passengers. Use whole numbers only.,397
subtraction,Generate a short word problem that teaches subtraction as taking away in a situation involving notebooks. Add one short hint.,398
subtraction,"Write a question that asks students to explain their reasoning where students find how many water bottles remain after some are removed. Ask for a written answer, not a drawing.",399
subtraction,Create a multiple-choice question with four options about subtracting quantities of flowers. Make it easy. Avoid decimals and negative numbers.,400
subtraction,Create a fill-in-the-blank question about subtracting quantities of classroom chairs. Make it slightly challenging. Make the numbers easy to calculate mentally.,401
subtraction,Generate a real-life classroom problem that teaches subtraction as taking away in a situation involving flowers. Use whole numbers only.,402
subtraction,Generate a fill-in-the-blank question that teaches subtraction as taking away in a situation involving water bottles. Make the numbers easy to calculate mentally.,403
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of animals on a farm. Make it very easy. Use simple vocabulary suitable for elementary students.,404
subtraction,Create a multiple-choice question with four options about subtracting quantities of flowers. Make it slightly challenging. Include the correct answer.,405
subtraction,Create a real-life classroom problem about subtracting quantities of birthday candles. Make it slightly challenging. Keep the question under 45 words.,406
subtraction,Write a two-step problem where students find how many pencils remain after some are removed. Use whole numbers only.,407
subtraction,Generate a multiple-choice question with four options that teaches subtraction as taking away in a situation involving cookies. Keep the question under 45 words.,408
subtraction,"Create a true-or-false question with a brief explanation about finding a missing part using subtraction and water bottles. Ask for a written answer, not a drawing.",409
subtraction,Write a two-step problem where students find how many flowers remain after some are removed. Avoid decimals and negative numbers.,410
subtraction,Generate a true-or-false question with a brief explanation that asks for the difference between two quantities of sports balls. Keep the question under 45 words.,411
subtraction,Generate a two-step problem that teaches subtraction as taking away in a situation involving cookies. Use simple vocabulary suitable for elementary students.,412
subtraction,Generate a fill-in-the-blank question that asks for the difference between two quantities of birthday candles. Use whole numbers only.,413
subtraction,"Create a short word problem about subtracting quantities of school supplies. Make it easy. Ask for a written answer, not a drawing.",414
subtraction,Write a multiple-choice question with four options where students find how many pencils remain after some are removed. Avoid decimals and negative numbers.,415
subtraction,Create a two-step problem about subtracting quantities of birthday candles. Make it moderate. Add one short hint.,416
subtraction,Create a simple challenge question about subtracting quantities of garden plants. Make it easy. Keep the question under 45 words.,417
subtraction,Generate a real-life classroom problem that teaches subtraction as taking away in a situation involving animals on a farm. Avoid decimals and negative numbers.,418
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of classroom chairs. Make it slightly challenging. Use simple vocabulary suitable for elementary students.,419
subtraction,Generate a simple challenge question that teaches subtraction as taking away in a situation involving coins. Avoid decimals and negative numbers.,420
subtraction,Create a simple challenge question about subtracting quantities of sports balls. Make it very easy. Keep the question under 45 words.,421
subtraction,Create a simple challenge question about subtracting quantities of recycling bins. Make it easy. Make the numbers easy to calculate mentally.,422
subtraction,"Create a real-life classroom problem about finding a missing part using subtraction and recycling bins. Ask for a written answer, not a drawing.",423
subtraction,Write a simple challenge question where students subtract a smaller whole number from a larger one using toy cars. Avoid decimals and negative numbers.,424
subtraction,Generate a two-step problem that asks for the difference between two quantities of toy cars. Avoid decimals and negative numbers.,425
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of fruit baskets. Make it slightly challenging. Make the numbers easy to calculate mentally.,426
subtraction,"Generate a multiple-choice question with four options that teaches subtraction as taking away in a situation involving recycling bins. Ask for a written answer, not a drawing.",427
subtraction,Write a fill-in-the-blank question where students subtract a smaller whole number from a larger one using sports balls. Keep the question under 45 words.,428
subtraction,"Create a true-or-false question with a brief explanation about finding a missing part using subtraction and coins. Ask for a written answer, not a drawing.",429
subtraction,Create a simple challenge question about subtracting quantities of books. Make it moderate. Use simple vocabulary suitable for elementary students.,430
subtraction,Write a fill-in-the-blank question where students subtract a smaller whole number from a larger one using school supplies. Include the correct answer.,431
subtraction,Create a true-or-false question with a brief explanation about subtracting quantities of garden plants. Make it slightly challenging. Include the correct answer.,432
subtraction,Generate a true-or-false question with a brief explanation that teaches subtraction as taking away in a situation involving colored blocks. Avoid decimals and negative numbers.,433
subtraction,Create a short word problem about subtracting quantities of garden plants. Make it very easy. Avoid decimals and negative numbers.,434
subtraction,Create a true-or-false question with a brief explanation about subtracting quantities of sports balls. Make it easy. Keep the question under 45 words.,435
subtraction,Create a multiple-choice question with four options about subtracting quantities of birthday candles. Make it moderate. Avoid decimals and negative numbers.,436
subtraction,Create a multiple-choice question with four options about subtracting quantities of water bottles. Make it moderate. Use whole numbers only.,437
subtraction,Generate a fill-in-the-blank question that teaches subtraction as taking away in a situation involving birthday candles. Use simple vocabulary suitable for elementary students.,438
subtraction,Create a short word problem about subtracting quantities of classroom chairs. Make it slightly challenging. Make the numbers easy to calculate mentally.,439
subtraction,Create a simple challenge question about subtracting quantities of sports balls. Make it very easy. Avoid decimals and negative numbers.,440
subtraction,Generate a multiple-choice question with four options that asks for the difference between two quantities of toy cars. Keep the question under 45 words.,441
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of bus passengers. Make it slightly challenging. Make the numbers easy to calculate mentally.,442
subtraction,"Generate a question that asks students to explain their reasoning that asks for the difference between two quantities of flowers. Ask for a written answer, not a drawing.",443
subtraction,Generate a question that asks students to explain their reasoning that asks for the difference between two quantities of water bottles. Include the correct answer.,444
subtraction,"Create a real-life classroom problem about subtracting quantities of recycling bins. Make it moderate. Ask for a written answer, not a drawing.",445
subtraction,Write a fill-in-the-blank question where students find how many flowers remain after some are removed. Avoid decimals and negative numbers.,446
subtraction,Generate a simple challenge question that teaches subtraction as taking away in a situation involving fruit baskets. Use whole numbers only.,447
subtraction,Write a true-or-false question with a brief explanation where students find how many birthday candles remain after some are removed. Keep the question under 45 words.,448
subtraction,Generate a two-step problem that teaches subtraction as taking away in a situation involving stickers. Include the correct answer.,449
subtraction,Create a real-life classroom problem about subtracting quantities of recycling bins. Make it easy. Include the correct answer.,450
subtraction,"Create a real-life classroom problem about subtracting quantities of garden plants. Make it moderate. Ask for a written answer, not a drawing.",451
subtraction,Create a short word problem about subtracting quantities of coins. Make it slightly challenging. Avoid decimals and negative numbers.,452
subtraction,Create a two-step problem about subtracting quantities of coins. Make it slightly challenging. Make the numbers easy to calculate mentally.,453
subtraction,Create a short word problem about subtracting quantities of garden plants. Make it easy. Use simple vocabulary suitable for elementary students.,454
subtraction,Create a short word problem about subtracting quantities of recycling bins. Make it easy. Use whole numbers only.,455
subtraction,"Create a real-life classroom problem about subtracting quantities of fruit baskets. Make it moderate. Ask for a written answer, not a drawing.",456
subtraction,Create a two-step problem about subtracting quantities of toy cars. Make it moderate. Use simple vocabulary suitable for elementary students.,457
subtraction,Write a true-or-false question with a brief explanation where students find how many bus passengers remain after some are removed. Make the numbers easy to calculate mentally.,458
subtraction,Create a two-step problem about subtracting quantities of school supplies. Make it moderate. Include the correct answer.,459
subtraction,"Create a two-step problem about subtracting quantities of classroom chairs. Make it very easy. Ask for a written answer, not a drawing.",460
subtraction,Generate a fill-in-the-blank question that teaches subtraction as taking away in a situation involving stickers. Make the numbers easy to calculate mentally.,461
subtraction,"Write a simple challenge question where students subtract a smaller whole number from a larger one using sports balls. Ask for a written answer, not a drawing.",462
subtraction,Create a short word problem about finding a missing part using subtraction and books. Include the correct answer.,463
subtraction,"Generate a question that asks students to explain their reasoning that teaches subtraction as taking away in a situation involving notebooks. Ask for a written answer, not a drawing.",464
subtraction,"Generate a fill-in-the-blank question that asks for the difference between two quantities of pencils. Ask for a written answer, not a drawing.",465
subtraction,Create a two-step problem about subtracting quantities of marbles. Make it moderate. Include the correct answer.,466
subtraction,"Create a multiple-choice question with four options about subtracting quantities of toy cars. Make it slightly challenging. Ask for a written answer, not a drawing.",467
subtraction,Write a simple challenge question where students subtract a smaller whole number from a larger one using animals on a farm. Make the numbers easy to calculate mentally.,468
subtraction,Write a real-life classroom problem where students find how many recycling bins remain after some are removed. Keep the question under 45 words.,469
subtraction,Create a short word problem about subtracting quantities of pencils. Make it easy. Make the numbers easy to calculate mentally.,470
subtraction,"Create a question that asks students to explain their reasoning about finding a missing part using subtraction and notebooks. Ask for a written answer, not a drawing.",471
subtraction,Write a true-or-false question with a brief explanation where students subtract a smaller whole number from a larger one using coins. Use whole numbers only.,472
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of school supplies. Make it slightly challenging. Add one short hint.,473
subtraction,Create a question that asks students to explain their reasoning about subtracting quantities of birthday candles. Make it very easy. Make the numbers easy to calculate mentally.,474
subtraction,Create a short word problem about subtracting quantities of toy cars. Make it very easy. Keep the question under 45 words.,475
subtraction,Write a two-step problem where students subtract a smaller whole number from a larger one using school supplies. Avoid decimals and negative numbers.,476
subtraction,Write a multiple-choice question with four options where students subtract a smaller whole number from a larger one using colored blocks. Use simple vocabulary suitable for elementary students.,477
subtraction,"Create a short word problem about subtracting quantities of fruit baskets. Make it easy. Ask for a written answer, not a drawing.",478
subtraction,Create a short word problem about subtracting quantities of fruit baskets. Make it very easy. Make the numbers easy to calculate mentally.,479
division-multiplication,Create a simple challenge question about marbles that uses both multiplication and division. Make it easy. Keep the question under 45 words.,480
division-multiplication,Write a simple challenge question where students decide whether multiplication or division is needed in a situation with fruit baskets. Use whole numbers only.,481
division-multiplication,Generate a question that asks students to explain their reasoning that connects a multiplication fact with its related division fact using coins. Keep the question under 45 words.,482
division-multiplication,"Create a multiple-choice question with four options about recycling bins that uses both multiplication and division. Make it slightly challenging. Ask for a written answer, not a drawing.",483
division-multiplication,Create a short word problem about bus passengers that uses both multiplication and division. Make it very easy. Use simple vocabulary suitable for elementary students.,484
division-multiplication,Create a question that asks students to explain their reasoning about recycling bins that uses both multiplication and division. Make it moderate. Use simple vocabulary suitable for elementary students.,485
division-multiplication,Write a two-step problem where equal groups of coins are formed and then divided. Avoid decimals and negative numbers.,486
division-multiplication,Write a two-step problem where students decide whether multiplication or division is needed in a situation with stickers. Add one short hint.,487
division-multiplication,Create a real-life classroom problem about pencils that uses both multiplication and division. Make it very easy. Add one short hint.,488
division-multiplication,"Create a multiple-choice question with four options about bus passengers that uses both multiplication and division. Make it moderate. Ask for a written answer, not a drawing.",489
division-multiplication,Create a short word problem about arrays or equal groups using toy cars. Include one multiplication and one division step. Add one short hint.,490
division-multiplication,Create a real-life classroom problem about classroom chairs that uses both multiplication and division. Make it moderate. Include the correct answer.,491
division-multiplication,Create a real-life classroom problem about arrays or equal groups using animals on a farm. Include one multiplication and one division step. Make the numbers easy to calculate mentally.,492
division-multiplication,"Generate a multiple-choice question with four options that connects a multiplication fact with its related division fact using fruit baskets. Ask for a written answer, not a drawing.",493
division-multiplication,Write a two-step problem where students decide whether multiplication or division is needed in a situation with marbles. Use whole numbers only.,494
division-multiplication,Create a fill-in-the-blank question about sports balls that uses both multiplication and division. Make it very easy. Add one short hint.,495
division-multiplication,Create a question that asks students to explain their reasoning about classroom chairs that uses both multiplication and division. Make it easy. Make the numbers easy to calculate mentally.,496
division-multiplication,Generate a simple challenge question that asks students to multiply to find a total and divide to share equally. Use colored blocks. Avoid decimals and negative numbers.,497
division-multiplication,Write a two-step problem where equal groups of fruit baskets are formed and then divided. Use whole numbers only.,498
division-multiplication,Write a simple challenge question where equal groups of animals on a farm are formed and then divided. Make the numbers easy to calculate mentally.,499
division-multiplication,Create a real-life classroom problem about arrays or equal groups using sports balls. Include one multiplication and one division step. Keep the question under 45 words.,500
division-multiplication,Create a real-life classroom problem about books that uses both multiplication and division. Make it slightly challenging. Include the correct answer.,501
division-multiplication,Create a true-or-false question with a brief explanation about flowers that uses both multiplication and division. Make it easy. Keep the question under 45 words.,502
division-multiplication,Generate a multiple-choice question with four options that asks students to multiply to find a total and divide to share equally. Use garden plants. Add one short hint.,503
division-multiplication,Generate a simple challenge question that connects a multiplication fact with its related division fact using cookies. Use simple vocabulary suitable for elementary students.,504
division-multiplication,Create a real-life classroom problem about marbles that uses both multiplication and division. Make it slightly challenging. Include the correct answer.,505
division-multiplication,Write a two-step problem where students decide whether multiplication or division is needed in a situation with notebooks. Use whole numbers only.,506
division-multiplication,Create a question that asks students to explain their reasoning about marbles that uses both multiplication and division. Make it moderate. Avoid decimals and negative numbers.,507
division-multiplication,Create a short word problem about birthday candles that uses both multiplication and division. Make it easy. Include the correct answer.,508
division-multiplication,Write a real-life classroom problem where students decide whether multiplication or division is needed in a situation with coins. Include the correct answer.,509
division-multiplication,Create a question that asks students to explain their reasoning about arrays or equal groups using garden plants. Include one multiplication and one division step. Add one short hint.,510
division-multiplication,Create a simple challenge question about arrays or equal groups using recycling bins. Include one multiplication and one division step. Include the correct answer.,511
division-multiplication,Create a fill-in-the-blank question about water bottles that uses both multiplication and division. Make it slightly challenging. Keep the question under 45 words.,512
division-multiplication,Write a fill-in-the-blank question where equal groups of stickers are formed and then divided. Keep the question under 45 words.,513
division-multiplication,Create a multiple-choice question with four options about coins that uses both multiplication and division. Make it easy. Avoid decimals and negative numbers.,514
division-multiplication,Create a two-step problem about sports balls that uses both multiplication and division. Make it easy. Include the correct answer.,515
division-multiplication,Create a two-step problem about toy cars that uses both multiplication and division. Make it very easy. Add one short hint.,516
