subject,skill,prompt,id_prompt
social-studies,citizenship,Create a fill-in-the-blank question for slightly challenging elementary students to develop citizenship through transportation. Use a familiar real-life context and add a short hint.,222
social-studies,maps and location,Create a fill-in-the-blank question for slightly challenging elementary students to develop maps and location through natural and human-made landmarks. Ask only one main idea and include the correct answer.,223
social-studies,historical sequence,Create a question that asks the student to explain their reasoning for beginner elementary students to develop historical sequence through rules and responsibilities. Ask only one main idea and include the correct answer.,224
social-studies,historical sequence,Create a question that asks the student to explain their reasoning for easy elementary students to develop historical sequence through rural and urban areas. Make the instructions direct and easy for a teacher to use.,225
social-studies,community roles,Create a fill-in-the-blank question for easy elementary students to develop community roles through rules and responsibilities. Use clear vocabulary and include the correct answer.,226
social-studies,historical sequence,Create a true-or-false question with a brief explanation for moderate elementary students to develop historical sequence through a neighborhood map. Make the expected response possible using text only.,227
social-studies,maps and location,Create a comparison question for easy elementary students to develop maps and location through rules and responsibilities. Make the instructions direct and easy for a teacher to use.,228
social-studies,community roles,Create a fill-in-the-blank question for slightly challenging elementary students to develop community roles through a neighborhood map. Keep the question under 50 words and provide the answer.,229
social-studies,community roles,Create a true-or-false question with a brief explanation for easy elementary students to develop community roles through important historical events. Use age-appropriate language and explain the answer briefly.,230
social-studies,comparison of societies,Create a multiple-choice question with four options for beginner elementary students to develop comparison of societies through natural and human-made landmarks. Use age-appropriate language and explain the answer briefly.,231
social-studies,comparison of societies,Create a multiple-choice question with four options for easy elementary students to develop comparison of societies through transportation. Use a familiar real-life context and add a short hint.,232
social-studies,citizenship,Create a two-part question for moderate elementary students to develop citizenship through important historical events. Use age-appropriate language and explain the answer briefly.,233
social-studies,maps and location,Create a multiple-choice question with four options for moderate elementary students to develop maps and location through family traditions. Use a familiar real-life context and add a short hint.,234
social-studies,maps and location,Create a short-answer question for moderate elementary students to develop maps and location through important historical events. Ask only one main idea and include the correct answer.,235
social-studies,maps and location,Create a multiple-choice question with four options for beginner elementary students to develop maps and location through a neighborhood map. Use age-appropriate language and explain the answer briefly.,236
social-studies,community roles,Create a comparison question for slightly challenging elementary students to develop community roles through the local community. Use a familiar real-life context and add a short hint.,237
social-studies,community roles,Create a true-or-false question with a brief explanation for slightly challenging elementary students to develop community roles through community helpers. Use age-appropriate language and explain the answer briefly.,238
social-studies,citizenship,Create a short-answer question for slightly challenging elementary students to develop citizenship through a neighborhood map. Use clear vocabulary and include the correct answer.,239
english-language-learning,sentence formation,Create a two-part question for slightly challenging elementary students to develop sentence formation through animals. Make the expected response possible using text only.,240
english-language-learning,everyday communication,Create a short-answer question for moderate elementary students to develop everyday communication through food. Keep the question under 50 words and provide the answer.,241
english-language-learning,everyday communication,Create a comparison question for beginner elementary students to develop everyday communication through weather. Use age-appropriate language and explain the answer briefly.,242
english-language-learning,describing people and places,Create a multiple-choice question with four options for easy elementary students to develop describing people and places through clothing. Ask only one main idea and include the correct answer.,243
english-language-learning,everyday communication,Create a question that asks the student to explain their reasoning for easy elementary students to develop everyday communication through food. Avoid technical vocabulary and include a brief answer key.,244
english-language-learning,sentence formation,Create a fill-in-the-blank question for easy elementary students to develop sentence formation through classroom objects. Avoid technical vocabulary and include a brief answer key.,245
english-language-learning,sentence formation,Create a simple scenario-based question for slightly challenging elementary students to develop sentence formation through animals. Use clear vocabulary and include the correct answer.,246
english-language-learning,basic vocabulary,Create a fill-in-the-blank question for beginner elementary students to develop basic vocabulary through food. Ask only one main idea and include the correct answer.,247
english-language-learning,sentence formation,Create a fill-in-the-blank question for moderate elementary students to develop sentence formation through school activities. Make the expected response possible using text only.,248
english-language-learning,question words,Create a question that asks the student to explain their reasoning for slightly challenging elementary students to develop question words through classroom objects. Keep the question under 50 words and provide the answer.,249
english-language-learning,reading comprehension,Create a question that asks the student to explain their reasoning for beginner elementary students to develop reading comprehension through classroom objects. Use clear vocabulary and include the correct answer.,250
english-language-learning,describing people and places,Create a true-or-false question with a brief explanation for easy elementary students to develop describing people and places through weather. Use age-appropriate language and explain the answer briefly.,251
english-language-learning,basic vocabulary,Create a short-answer question for beginner elementary students to develop basic vocabulary through school activities. Use clear vocabulary and include the correct answer.,252
english-language-learning,sentence formation,Create a short-answer question for easy elementary students to develop sentence formation through animals. Keep the question under 50 words and provide the answer.,253
english-language-learning,question words,Create a question that asks the student to explain their reasoning for moderate elementary students to develop question words through places in town. Use a familiar real-life context and add a short hint.,254
english-language-learning,sentence formation,Create a short-answer question for easy elementary students to develop sentence formation through classroom objects. Keep the question under 50 words and provide the answer.,255
english-language-learning,reading comprehension,Create a comparison question for beginner elementary students to develop reading comprehension through daily routines. Use a familiar real-life context and add a short hint.,256
english-language-learning,reading comprehension,Create a comparison question for moderate elementary students to develop reading comprehension through places in town. Avoid technical vocabulary and include a brief answer key.,257
english-language-learning,sentence formation,Create a true-or-false question with a brief explanation for beginner elementary students to develop sentence formation through animals. Use a familiar real-life context and add a short hint.,258
english-language-learning,describing people and places,Create a multiple-choice question with four options for slightly challenging elementary students to develop describing people and places through clothing. Make the expected response possible using text only.,259
english-language-learning,everyday communication,Create a multiple-choice question with four options for moderate elementary students to develop everyday communication through places in town. Use a familiar real-life context and add a short hint.,260
english-language-learning,everyday communication,Create a question that asks the student to explain their reasoning for beginner elementary students to develop everyday communication through animals. Use age-appropriate language and explain the answer briefly.,261
english-language-learning,reading comprehension,Create a simple scenario-based question for easy elementary students to develop reading comprehension through classroom objects. Make the instructions direct and easy for a teacher to use.,262
english-language-learning,everyday communication,Create a true-or-false question with a brief explanation for slightly challenging elementary students to develop everyday communication through daily routines. Avoid technical vocabulary and include a brief answer key.,263
english-language-learning,describing people and places,Create a two-part question for easy elementary students to develop describing people and places through daily routines. Avoid technical vocabulary and include a brief answer key.,264
english-language-learning,sentence formation,Create a question that asks the student to explain their reasoning for beginner elementary students to develop sentence formation through weather. Use age-appropriate language and explain the answer briefly.,265
english-language-learning,everyday communication,Create a question that asks the student to explain their reasoning for slightly challenging elementary students to develop everyday communication through daily routines. Use clear vocabulary and include the correct answer.,266
english-language-learning,sentence formation,Create a fill-in-the-blank question for slightly challenging elementary students to develop sentence formation through food. Use clear vocabulary and include the correct answer.,267
english-language-learning,question words,Create a comparison question for easy elementary students to develop question words through food. Make the instructions direct and easy for a teacher to use.,268
english-language-learning,sentence formation,Create a question that asks the student to explain their reasoning for moderate elementary students to develop sentence formation through weather. Make the instructions direct and easy for a teacher to use.,269
english-language-learning,reading comprehension,Create a two-part question for moderate elementary students to develop reading comprehension through classroom objects. Use age-appropriate language and explain the answer briefly.,270
english-language-learning,basic vocabulary,Create a two-part question for beginner elementary students to develop basic vocabulary through family members. Avoid technical vocabulary and include a brief answer key.,271
english-language-learning,reading comprehension,Create a short-answer question for slightly challenging elementary students to develop reading comprehension through daily routines. Use clear vocabulary and include the correct answer.,272
english-language-learning,everyday communication,Create a two-part question for easy elementary students to develop everyday communication through classroom objects. Make the expected response possible using text only.,273
english-language-learning,sentence formation,Create a question that asks the student to explain their reasoning for moderate elementary students to develop sentence formation through family members. Keep the question under 50 words and provide the answer.,274
english-language-learning,reading comprehension,Create a true-or-false question with a brief explanation for moderate elementary students to develop reading comprehension through daily routines. Make the instructions direct and easy for a teacher to use.,275
english-language-learning,sentence formation,Create a two-part question for slightly challenging elementary students to develop sentence formation through clothing. Make the expected response possible using text only.,276
english-language-learning,reading comprehension,Create a simple scenario-based question for moderate elementary students to develop reading comprehension through food. Keep the question under 50 words and provide the answer.,277
english-language-learning,question words,Create a short-answer question for moderate elementary students to develop question words through school activities. Use clear vocabulary and include the correct answer.,278
english-language-learning,basic vocabulary,Create a simple scenario-based question for beginner elementary students to develop basic vocabulary through animals. Avoid technical vocabulary and include a brief answer key.,279
english-language-learning,question words,Create a short-answer question for easy elementary students to develop question words through food. Avoid technical vocabulary and include a brief answer key.,280
english-language-learning,reading comprehension,Create a fill-in-the-blank question for moderate elementary students to develop reading comprehension through clothing. Use age-appropriate language and explain the answer briefly.,281
english-language-learning,question words,Create a question that asks the student to explain their reasoning for moderate elementary students to develop question words through clothing. Make the expected response possible using text only.,282
english-language-learning,sentence formation,Create a comparison question for easy elementary students to develop sentence formation through daily routines. Ask only one main idea and include the correct answer.,283
english-language-learning,everyday communication,Create a true-or-false question with a brief explanation for easy elementary students to develop everyday communication through food. Ask only one main idea and include the correct answer.,284
english-language-learning,describing people and places,Create a multiple-choice question with four options for easy elementary students to develop describing people and places through animals. Ask only one main idea and include the correct answer.,285
english-language-learning,describing people and places,Create a fill-in-the-blank question for beginner elementary students to develop describing people and places through family members. Make the expected response possible using text only.,286
english-language-learning,basic vocabulary,Create a fill-in-the-blank question for beginner elementary students to develop basic vocabulary through places in town. Use clear vocabulary and include the correct answer.,287
english-language-learning,basic vocabulary,Create a short-answer question for easy elementary students to develop basic vocabulary through places in town. Make the instructions direct and easy for a teacher to use.,288
english-language-learning,basic vocabulary,Create a short-answer question for moderate elementary students to develop basic vocabulary through clothing. Make the expected response possible using text only.,289
english-language-learning,sentence formation,Create a question that asks the student to explain their reasoning for easy elementary students to develop sentence formation through animals. Use a familiar real-life context and add a short hint.,290
english-language-learning,describing people and places,Create a true-or-false question with a brief explanation for easy elementary students to develop describing people and places through family members. Use age-appropriate language and explain the answer briefly.,291
english-language-learning,sentence formation,Create a question that asks the student to explain their reasoning for slightly challenging elementary students to develop sentence formation through weather. Make the instructions direct and easy for a teacher to use.,292
english-language-learning,sentence formation,Create a multiple-choice question with four options for slightly challenging elementary students to develop sentence formation through clothing. Keep the question under 50 words and provide the answer.,293
english-language-learning,reading comprehension,Create a multiple-choice question with four options for easy elementary students to develop reading comprehension through feelings. Make the expected response possible using text only.,294
english-language-learning,question words,Create a short-answer question for moderate elementary students to develop question words through places in town. Make the expected response possible using text only.,295
english-language-learning,describing people and places,Create a two-part question for slightly challenging elementary students to develop describing people and places through feelings. Use age-appropriate language and explain the answer briefly.,296
english-language-learning,sentence formation,Create a fill-in-the-blank question for slightly challenging elementary students to develop sentence formation through food. Use a familiar real-life context and add a short hint.,297
english-language-learning,reading comprehension,Create a comparison question for easy elementary students to develop reading comprehension through daily routines. Make the expected response possible using text only.,298
english-language-learning,basic vocabulary,Create a fill-in-the-blank question for easy elementary students to develop basic vocabulary through daily routines. Use clear vocabulary and include the correct answer.,299
english-language-learning,describing people and places,Create a two-part question for moderate elementary students to develop describing people and places through clothing. Use age-appropriate language and explain the answer briefly.,300
english-language-learning,everyday communication,Create a comparison question for slightly challenging elementary students to develop everyday communication through food. Use a familiar real-life context and add a short hint.,301
english-language-learning,basic vocabulary,Create a fill-in-the-blank question for moderate elementary students to develop basic vocabulary through clothing. Avoid technical vocabulary and include a brief answer key.,302
english-language-learning,describing people and places,Create a fill-in-the-blank question for easy elementary students to develop describing people and places through animals. Avoid technical vocabulary and include a brief answer key.,303
english-language-learning,everyday communication,Create a simple scenario-based question for moderate elementary students to develop everyday communication through animals. Make the expected response possible using text only.,304
english-language-learning,reading comprehension,Create a multiple-choice question with four options for moderate elementary students to develop reading comprehension through weather. Ask only one main idea and include the correct answer.,305
english-language-learning,question words,Create a multiple-choice question with four options for beginner elementary students to develop question words through clothing. Use clear vocabulary and include the correct answer.,306
english-language-learning,describing people and places,Create a comparison question for slightly challenging elementary students to develop describing people and places through clothing. Avoid technical vocabulary and include a brief answer key.,307
english-language-learning,sentence formation,Create a true-or-false question with a brief explanation for easy elementary students to develop sentence formation through school activities. Use age-appropriate language and explain the answer briefly.,308
english-language-learning,question words,Create a short-answer question for easy elementary students to develop question words through classroom objects. Make the expected response possible using text only.,309
english-language-learning,reading comprehension,Create a short-answer question for beginner elementary students to develop reading comprehension through family members. Make the instructions direct and easy for a teacher to use.,310
english-language-learning,question words,Create a short-answer question for slightly challenging elementary students to develop question words through places in town. Use clear vocabulary and include the correct answer.,311
english-language-learning,describing people and places,Create a question that asks the student to explain their reasoning for moderate elementary students to develop describing people and places through classroom objects. Use a familiar real-life context and add a short hint.,312
english-language-learning,question words,Create a short-answer question for slightly challenging elementary students to develop question words through clothing. Use clear vocabulary and include the correct answer.,313
english-language-learning,basic vocabulary,Create a question that asks the student to explain their reasoning for slightly challenging elementary students to develop basic vocabulary through school activities. Use a familiar real-life context and add a short hint.,314
english-language-learning,basic vocabulary,Create a two-part question for moderate elementary students to develop basic vocabulary through food. Avoid technical vocabulary and include a brief answer key.,315
english-language-learning,describing people and places,Create a comparison question for beginner elementary students to develop describing people and places through school activities. Make the instructions direct and easy for a teacher to use.,316
english-language-learning,basic vocabulary,Create a true-or-false question with a brief explanation for slightly challenging elementary students to develop basic vocabulary through food. Make the instructions direct and easy for a teacher to use.,317
english-language-learning,describing people and places,Create a short-answer question for slightly challenging elementary students to develop describing people and places through animals. Avoid technical vocabulary and include a brief answer key.,318
english-language-learning,basic vocabulary,Create a comparison question for slightly challenging elementary students to develop basic vocabulary through classroom objects. Use a familiar real-life context and add a short hint.,319
health-and-physical-education,healthy habits,Create a question that asks the student to explain their reasoning for slightly challenging elementary students to develop healthy habits through personal boundaries. Use a familiar real-life context and add a short hint.,320
health-and-physical-education,safety,Create a two-part question for easy elementary students to develop safety through exercise. Avoid technical vocabulary and include a brief answer key.,321
health-and-physical-education,physical activity,Create a true-or-false question with a brief explanation for moderate elementary students to develop physical activity through personal boundaries. Use clear vocabulary and include the correct answer.,322
health-and-physical-education,safety,Create a simple scenario-based question for easy elementary students to develop safety through exercise. Use a familiar real-life context and add a short hint.,323
health-and-physical-education,nutrition,Create a comparison question for beginner elementary students to develop nutrition through hydration. Avoid technical vocabulary and include a brief answer key.,324
health-and-physical-education,nutrition,Create a comparison question for easy elementary students to develop nutrition through emotions. Use clear vocabulary and include the correct answer.,325
health-and-physical-education,healthy habits,Create a fill-in-the-blank question for moderate elementary students to develop healthy habits through personal boundaries. Use clear vocabulary and include the correct answer.,326
health-and-physical-education,nutrition,Create a fill-in-the-blank question for moderate elementary students to develop nutrition through road safety. Keep the question under 50 words and provide the answer.,327
health-and-physical-education,safety,Create a question that asks the student to explain their reasoning for slightly challenging elementary students to develop safety through hydration. Use age-appropriate language and explain the answer briefly.,328
health-and-physical-education,nutrition,Create a true-or-false question with a brief explanation for easy elementary students to develop nutrition through handwashing. Make the expected response possible using text only.,329
health-and-physical-education,safety,Create a true-or-false question with a brief explanation for beginner elementary students to develop safety through handwashing. Avoid technical vocabulary and include a brief answer key.,330
health-and-physical-education,emotional awareness,Create a two-part question for easy elementary students to develop emotional awareness through emotions. Avoid technical vocabulary and include a brief answer key.,331
health-and-physical-education,healthy habits,Create a short-answer question for moderate elementary students to develop healthy habits through posture. Keep the question under 50 words and provide the answer.,332
health-and-physical-education,physical activity,Create a simple scenario-based question for slightly challenging elementary students to develop physical activity through hydration. Use clear vocabulary and include the correct answer.,333
health-and-physical-education,emotional awareness,Create a comparison question for moderate elementary students to develop emotional awareness through sleep routines. Avoid technical vocabulary and include a brief answer key.,334
health-and-physical-education,healthy habits,Create a simple scenario-based question for easy elementary students to develop healthy habits through emotions. Use a familiar real-life context and add a short hint.,335
health-and-physical-education,personal hygiene,Create a comparison question for beginner elementary students to develop personal hygiene through handwashing. Ask only one main idea and include the correct answer.,336
health-and-physical-education,emotional awareness,Create a simple scenario-based question for easy elementary students to develop emotional awareness through handwashing. Use a familiar real-life context and add a short hint.,337
health-and-physical-education,nutrition,Create a question that asks the student to explain their reasoning for beginner elementary students to develop nutrition through personal boundaries. Use a familiar real-life context and add a short hint.,338
health-and-physical-education,nutrition,Create a comparison question for beginner elementary students to develop nutrition through road safety. Avoid technical vocabulary and include a brief answer key.,339
health-and-physical-education,safety,Create a true-or-false question with a brief explanation for moderate elementary students to develop safety through exercise. Keep the question under 50 words and provide the answer.,340
health-and-physical-education,emotional awareness,Create a multiple-choice question with four options for easy elementary students to develop emotional awareness through hydration. Make the expected response possible using text only.,341
health-and-physical-education,safety,Create a question that asks the student to explain their reasoning for slightly challenging elementary students to develop safety through personal boundaries. Use age-appropriate language and explain the answer briefly.,342
health-and-physical-education,nutrition,Create a fill-in-the-blank question for slightly challenging elementary students to develop nutrition through exercise. Make the instructions direct and easy for a teacher to use.,343
health-and-physical-education,safety,Create a comparison question for beginner elementary students to develop safety through balanced meals. Use a familiar real-life context and add a short hint.,344
health-and-physical-education,safety,Create a multiple-choice question with four options for slightly challenging elementary students to develop safety through emotions. Avoid technical vocabulary and include a brief answer key.,345
health-and-physical-education,physical activity,Create a question that asks the student to explain their reasoning for slightly challenging elementary students to develop physical activity through emotions. Ask only one main idea and include the correct answer.,346
health-and-physical-education,healthy habits,Create a true-or-false question with a brief explanation for moderate elementary students to develop healthy habits through balanced meals. Use age-appropriate language and explain the answer briefly.,347
health-and-physical-education,healthy habits,Create a fill-in-the-blank question for beginner elementary students to develop healthy habits through handwashing. Make the expected response possible using text only.,348
health-and-physical-education,healthy habits,Create a short-answer question for moderate elementary students to develop healthy habits through sleep routines. Use clear vocabulary and include the correct answer.,349
health-and-physical-education,emotional awareness,Create a multiple-choice question with four options for beginner elementary students to develop emotional awareness through emotions. Make the expected response possible using text only.,350
health-and-physical-education,personal hygiene,Create a true-or-false question with a brief explanation for easy elementary students to develop personal hygiene through road safety. Make the instructions direct and easy for a teacher to use.,351
health-and-physical-education,emotional awareness,Create a simple scenario-based question for beginner elementary students to develop emotional awareness through exercise. Ask only one main idea and include the correct answer.,352
health-and-physical-education,healthy habits,Create a question that asks the student to explain their reasoning for easy elementary students to develop healthy habits through hydration. Use age-appropriate language and explain the answer briefly.,353
health-and-physical-education,emotional awareness,Create a simple scenario-based question for easy elementary students to develop emotional awareness through teamwork. Keep the question under 50 words and provide the answer.,354
health-and-physical-education,emotional awareness,Create a multiple-choice question with four options for beginner elementary students to develop emotional awareness through hydration. Make the instructions direct and easy for a teacher to use.,355
health-and-physical-education,nutrition,Create a multiple-choice question with four options for slightly challenging elementary students to develop nutrition through handwashing. Use age-appropriate language and explain the answer briefly.,356
health-and-physical-education,safety,Create a true-or-false question with a brief explanation for slightly challenging elementary students to develop safety through balanced meals. Use clear vocabulary and include the correct answer.,357
health-and-physical-education,healthy habits,Create a two-part question for moderate elementary students to develop healthy habits through handwashing. Use clear vocabulary and include the correct answer.,358
health-and-physical-education,personal hygiene,Create a short-answer question for moderate elementary students to develop personal hygiene through teamwork. Make the expected response possible using text only.,359
health-and-physical-education,healthy habits,Create a simple scenario-based question for easy elementary students to develop healthy habits through emotions. Use age-appropriate language and explain the answer briefly.,360
health-and-physical-education,physical activity,Create a short-answer question for easy elementary students to develop physical activity through posture. Use age-appropriate language and explain the answer briefly.,361
health-and-physical-education,personal hygiene,Create a simple scenario-based question for beginner elementary students to develop personal hygiene through hydration. Avoid technical vocabulary and include a brief answer key.,362
health-and-physical-education,physical activity,Create a question that asks the student to explain their reasoning for beginner elementary students to develop physical activity through emotions. Make the instructions direct and easy for a teacher to use.,363
health-and-physical-education,personal hygiene,Create a short-answer question for moderate elementary students to develop personal hygiene through road safety. Use clear vocabulary and include the correct answer.,364
health-and-physical-education,personal hygiene,Create a comparison question for beginner elementary students to develop personal hygiene through emotions. Make the instructions direct and easy for a teacher to use.,365
health-and-physical-education,physical activity,Create a two-part question for moderate elementary students to develop physical activity through exercise. Ask only one main idea and include the correct answer.,366
health-and-physical-education,safety,Create a question that asks the student to explain their reasoning for slightly challenging elementary students to develop safety through road safety. Use age-appropriate language and explain the answer briefly.,367
health-and-physical-education,healthy habits,Create a two-part question for beginner elementary students to develop healthy habits through sleep routines. Use clear vocabulary and include the correct answer.,368
health-and-physical-education,emotional awareness,Create a question that asks the student to explain their reasoning for slightly challenging elementary students to develop emotional awareness through balanced meals. Keep the question under 50 words and provide the answer.,369
health-and-physical-education,healthy habits,Create a short-answer question for moderate elementary students to develop healthy habits through handwashing. Use clear vocabulary and include the correct answer.,370
health-and-physical-education,emotional awareness,Create a comparison question for slightly challenging elementary students to develop emotional awareness through road safety. Ask only one main idea and include the correct answer.,371
health-and-physical-education,nutrition,Create a comparison question for slightly challenging elementary students to develop nutrition through hydration. Use age-appropriate language and explain the answer briefly.,372
health-and-physical-education,personal hygiene,Create a comparison question for moderate elementary students to develop personal hygiene through teamwork. Use age-appropriate language and explain the answer briefly.,373
health-and-physical-education,safety,Create a fill-in-the-blank question for slightly challenging elementary students to develop safety through sleep routines. Use clear vocabulary and include the correct answer.,374
health-and-physical-education,healthy habits,Create a question that asks the student to explain their reasoning for easy elementary students to develop healthy habits through personal boundaries. Ask only one main idea and include the correct answer.,375
health-and-physical-education,personal hygiene,Create a simple scenario-based question for beginner elementary students to develop personal hygiene through sleep routines. Use age-appropriate language and explain the answer briefly.,376
health-and-physical-education,nutrition,Create a simple scenario-based question for easy elementary students to develop nutrition through balanced meals. Use age-appropriate language and explain the answer briefly.,377
health-and-physical-education,physical activity,Create a short-answer question for beginner elementary students to develop physical activity through sleep routines. Use clear vocabulary and include the correct answer.,378
health-and-physical-education,physical activity,Create a two-part question for easy elementary students to develop physical activity through emotions. Ask only one main idea and include the correct answer.,379
health-and-physical-education,nutrition,Create a question that asks the student to explain their reasoning for beginner elementary students to develop nutrition through hydration. Use age-appropriate language and explain the answer briefly.,380
health-and-physical-education,physical activity,Create a question that asks the student to explain their reasoning for easy elementary students to develop physical activity through exercise. Use a familiar real-life context and add a short hint.,381
health-and-physical-education,physical activity,Create a multiple-choice question with four options for slightly challenging elementary students to develop physical activity through balanced meals. Make the instructions direct and easy for a teacher to use.,382
health-and-physical-education,healthy habits,Create a short-answer question for easy elementary students to develop healthy habits through personal boundaries. Make the instructions direct and easy for a teacher to use.,383
health-and-physical-education,emotional awareness,Create a two-part question for moderate elementary students to develop emotional awareness through emotions. Use clear vocabulary and include the correct answer.,384
health-and-physical-education,physical activity,Create a question that asks the student to explain their reasoning for moderate elementary students to develop physical activity through personal boundaries. Use a familiar real-life context and add a short hint.,385
health-and-physical-education,emotional awareness,Create a simple scenario-based question for slightly challenging elementary students to develop emotional awareness through personal boundaries. Make the instructions direct and easy for a teacher to use.,386
health-and-physical-education,emotional awareness,Create a comparison question for moderate elementary students to develop emotional awareness through posture. Make the instructions direct and easy for a teacher to use.,387
health-and-physical-education,nutrition,Create a question that asks the student to explain their reasoning for easy elementary students to develop nutrition through personal boundaries. Keep the question under 50 words and provide the answer.,388
health-and-physical-education,nutrition,Create a simple scenario-based question for slightly challenging elementary students to develop nutrition through exercise. Use a familiar real-life context and add a short hint.,389
health-and-physical-education,physical activity,Create a short-answer question for beginner elementary students to develop physical activity through teamwork. Use age-appropriate language and explain the answer briefly.,390
health-and-physical-education,physical activity,Create a multiple-choice question with four options for beginner elementary students to develop physical activity through road safety. Make the instructions direct and easy for a teacher to use.,391
health-and-physical-education,nutrition,Create a simple scenario-based question for easy elementary students to develop nutrition through sleep routines. Ask only one main idea and include the correct answer.,392
health-and-physical-education,safety,Create a fill-in-the-blank question for easy elementary students to develop safety through sleep routines. Make the instructions direct and easy for a teacher to use.,393
health-and-physical-education,emotional awareness,Create a simple scenario-based question for moderate elementary students to develop emotional awareness through balanced meals. Make the expected response possible using text only.,394
health-and-physical-education,emotional awareness,Create a short-answer question for easy elementary students to develop emotional awareness through road safety. Use age-appropriate language and explain the answer briefly.,395
health-and-physical-education,personal hygiene,Create a simple scenario-based question for moderate elementary students to develop personal hygiene through hydration. Keep the question under 50 words and provide the answer.,396
health-and-physical-education,nutrition,Create a comparison question for moderate elementary students to develop nutrition through emotions. Make the expected response possible using text only.,397
health-and-physical-education,physical activity,Create a two-part question for slightly challenging elementary students to develop physical activity through sleep routines. Ask only one main idea and include the correct answer.,398
health-and-physical-education,physical activity,Create a fill-in-the-blank question for slightly challenging elementary students to develop physical activity through exercise. Make the instructions direct and easy for a teacher to use.,399
arts-and-music,sound comparison,Create a true-or-false question with a brief explanation for moderate elementary students to develop sound comparison through patterns. Avoid technical vocabulary and include a brief answer key.,400
arts-and-music,creative expression,Create a two-part question for moderate elementary students to develop creative expression through patterns. Ask only one main idea and include the correct answer.,401
arts-and-music,sound comparison,Create a comparison question for moderate elementary students to develop sound comparison through patterns. Make the instructions direct and easy for a teacher to use.,402
arts-and-music,rhythm recognition,Create a simple scenario-based question for easy elementary students to develop rhythm recognition through a classroom art project. Make the expected response possible using text only.,403
arts-and-music,color and shape recognition,Create a true-or-false question with a brief explanation for beginner elementary students to develop color and shape recognition through a classroom art project. Use age-appropriate language and explain the answer briefly.,404
arts-and-music,creative expression,Create a comparison question for slightly challenging elementary students to develop creative expression through a classroom art project. Ask only one main idea and include the correct answer.,405
arts-and-music,sound comparison,Create a question that asks the student to explain their reasoning for slightly challenging elementary students to develop sound comparison through rhythm. Use a familiar real-life context and add a short hint.,406
arts-and-music,color and shape recognition,Create a fill-in-the-blank question for moderate elementary students to develop color and shape recognition through warm and cool colors. Use age-appropriate language and explain the answer briefly.,407
arts-and-music,visual interpretation,Create a question that asks the student to explain their reasoning for moderate elementary students to develop visual interpretation through a dance. Avoid technical vocabulary and include a brief answer key.,408
arts-and-music,creative expression,Create a true-or-false question with a brief explanation for beginner elementary students to develop creative expression through a sculpture. Make the instructions direct and easy for a teacher to use.,409
arts-and-music,creative expression,Create a fill-in-the-blank question for easy elementary students to develop creative expression through a dance. Use age-appropriate language and explain the answer briefly.,410
arts-and-music,rhythm recognition,Create a question that asks the student to explain their reasoning for easy elementary students to develop rhythm recognition through a classroom art project. Use clear vocabulary and include the correct answer.,411
arts-and-music,rhythm recognition,Create a comparison question for easy elementary students to develop rhythm recognition through a classroom art project. Avoid technical vocabulary and include a brief answer key.,412
arts-and-music,rhythm recognition,Create a fill-in-the-blank question for moderate elementary students to develop rhythm recognition through a song. Keep the question under 50 words and provide the answer.,413
arts-and-music,visual interpretation,Create a fill-in-the-blank question for easy elementary students to develop visual interpretation through warm and cool colors. Use clear vocabulary and include the correct answer.,414
arts-and-music,art appreciation,Create a short-answer question for easy elementary students to develop art appreciation through warm and cool colors. Make the instructions direct and easy for a teacher to use.,415
arts-and-music,visual interpretation,Create a true-or-false question with a brief explanation for easy elementary students to develop visual interpretation through textures. Use age-appropriate language and explain the answer briefly.,416
arts-and-music,color and shape recognition,Create a comparison question for slightly challenging elementary students to develop color and shape recognition through a dance. Use age-appropriate language and explain the answer briefly.,417
arts-and-music,visual interpretation,Create a two-part question for easy elementary students to develop visual interpretation through a song. Keep the question under 50 words and provide the answer.,418
arts-and-music,sound comparison,Create a question that asks the student to explain their reasoning for easy elementary students to develop sound comparison through patterns. Use clear vocabulary and include the correct answer.,419
arts-and-music,visual interpretation,Create a simple scenario-based question for slightly challenging elementary students to develop visual interpretation through patterns. Ask only one main idea and include the correct answer.,420
arts-and-music,visual interpretation,Create a comparison question for beginner elementary students to develop visual interpretation through a song. Ask only one main idea and include the correct answer.,421
arts-and-music,rhythm recognition,Create a two-part question for moderate elementary students to develop rhythm recognition through rhythm. Use a familiar real-life context and add a short hint.,422
arts-and-music,rhythm recognition,Create a fill-in-the-blank question for easy elementary students to develop rhythm recognition through a painting. Make the expected response possible using text only.,423
arts-and-music,creative expression,Create a short-answer question for easy elementary students to develop creative expression through textures. Make the expected response possible using text only.,424
arts-and-music,sound comparison,Create a short-answer question for slightly challenging elementary students to develop sound comparison through warm and cool colors. Use a familiar real-life context and add a short hint.,425
arts-and-music,sound comparison,Create a comparison question for beginner elementary students to develop sound comparison through rhythm. Make the expected response possible using text only.,426
arts-and-music,art appreciation,Create a simple scenario-based question for moderate elementary students to develop art appreciation through a dance. Ask only one main idea and include the correct answer.,427
arts-and-music,creative expression,Create a fill-in-the-blank question for beginner elementary students to develop creative expression through a dance. Keep the question under 50 words and provide the answer.,428
arts-and-music,visual interpretation,Create a simple scenario-based question for moderate elementary students to develop visual interpretation through rhythm. Use age-appropriate language and explain the answer briefly.,429
