education_level,skill,prompt,id_prompt
upper-elementary,area and perimeter,Create a multiple-choice question with four options for upper elementary students to develop area and perimeter using a context related to shopping. Use clear instructions and avoid unnecessary information.,213
upper-elementary,fractions,Create an error-analysis question for upper elementary students to develop fractions using a context related to class surveys. Include the correct answer and a brief solution.,214
upper-elementary,decimals,Create an error-analysis question for upper elementary students to develop decimals using a context related to class surveys. Use values appropriate for the educational level.,215
upper-elementary,multi-digit operations,Create a question that requires showing the reasoning for upper elementary students to develop multi-digit operations using a context related to sports results. Include one hint and the final answer.,216
upper-elementary,data interpretation,Create a conceptual question for upper elementary students to develop data interpretation using a context related to shopping. Connect the task to a realistic situation.,217
upper-elementary,fractions,Create a conceptual question for upper elementary students to develop fractions using a context related to gardens. Use values appropriate for the educational level.,218
upper-elementary,fractions,Create a conceptual question for upper elementary students to develop fractions using a context related to shopping. Include one hint and the final answer.,219
upper-elementary,decimals,Create a question that requires showing the reasoning for upper elementary students to develop decimals using a context related to school projects. Include the correct answer and a brief solution.,220
upper-elementary,multi-digit operations,Create an error-analysis question for upper elementary students to develop multi-digit operations using a context related to travel distances. Ask the student to justify the answer briefly.,221
upper-elementary,decimals,Create a multiple-choice question with four options for upper elementary students to develop decimals using a context related to gardens. Use values appropriate for the educational level.,222
upper-elementary,area and perimeter,Create a fill-in-the-blank problem for upper elementary students to develop area and perimeter using a context related to class surveys. Use clear instructions and avoid unnecessary information.,223
upper-elementary,fractions,Create a short problem for upper elementary students to develop fractions using a context related to class surveys. Include the correct answer and a brief solution.,224
upper-elementary,multi-digit operations,Create a real-life word problem for upper elementary students to develop multi-digit operations using a context related to gardens. Make the answer possible using text and numbers only.,225
upper-elementary,measurement,Create an error-analysis question for upper elementary students to develop measurement using a context related to shopping. Use values appropriate for the educational level.,226
upper-elementary,multi-digit operations,Create a fill-in-the-blank problem for upper elementary students to develop multi-digit operations using a context related to gardens. Ask the student to justify the answer briefly.,227
upper-elementary,data interpretation,Create a conceptual question for upper elementary students to develop data interpretation using a context related to recipes. Connect the task to a realistic situation.,228
upper-elementary,data interpretation,Create a conceptual question for upper elementary students to develop data interpretation using a context related to sports results. Use values appropriate for the educational level.,229
upper-elementary,area and perimeter,Create a real-life word problem for upper elementary students to develop area and perimeter using a context related to travel distances. Include one hint and the final answer.,230
upper-elementary,decimals,Create a question that requires showing the reasoning for upper elementary students to develop decimals using a context related to maps. Include the correct answer and a brief solution.,231
upper-elementary,fractions,Create a fill-in-the-blank problem for upper elementary students to develop fractions using a context related to shopping. Use values appropriate for the educational level.,232
upper-elementary,fractions,Create a two-step problem for upper elementary students to develop fractions using a context related to sports results. Ask the student to justify the answer briefly.,233
upper-elementary,area and perimeter,Create a real-life word problem for upper elementary students to develop area and perimeter using a context related to sports results. Keep the wording concise and include an answer key.,234
upper-elementary,data interpretation,Create a two-step problem for upper elementary students to develop data interpretation using a context related to class surveys. Include one hint and the final answer.,235
upper-elementary,measurement,Create a short problem for upper elementary students to develop measurement using a context related to gardens. Connect the task to a realistic situation.,236
upper-elementary,decimals,Create a two-step problem for upper elementary students to develop decimals using a context related to school projects. Use clear instructions and avoid unnecessary information.,237
upper-elementary,data interpretation,Create a question that requires showing the reasoning for upper elementary students to develop data interpretation using a context related to recipes. Connect the task to a realistic situation.,238
upper-elementary,data interpretation,Create a fill-in-the-blank problem for upper elementary students to develop data interpretation using a context related to class surveys. Keep the wording concise and include an answer key.,239
lower-secondary,geometry,Create a question that requires showing the reasoning for lower secondary students to develop geometry using a context related to maps. Make the answer possible using text and numbers only.,240
lower-secondary,ratios and proportions,Create a fill-in-the-blank problem for lower secondary students to develop ratios and proportions using a context related to scale drawings. Include one hint and the final answer.,241
lower-secondary,percentages,Create a question that requires showing the reasoning for lower secondary students to develop percentages using a context related to surveys. Ask the student to justify the answer briefly.,242
lower-secondary,integers,Create a short problem for lower secondary students to develop integers using a context related to surveys. Use values appropriate for the educational level.,243
lower-secondary,geometry,Create a multiple-choice question with four options for lower secondary students to develop geometry using a context related to sports statistics. Keep the wording concise and include an answer key.,244
lower-secondary,percentages,Create a conceptual question for lower secondary students to develop percentages using a context related to school events. Use values appropriate for the educational level.,245
lower-secondary,statistics and probability,Create an error-analysis question for lower secondary students to develop statistics and probability using a context related to temperature changes. Connect the task to a realistic situation.,246
lower-secondary,ratios and proportions,Create a question that requires showing the reasoning for lower secondary students to develop ratios and proportions using a context related to maps. Ask the student to justify the answer briefly.,247
lower-secondary,integers,Create a short problem for lower secondary students to develop integers using a context related to sports statistics. Connect the task to a realistic situation.,248
lower-secondary,geometry,Create a real-life word problem for lower secondary students to develop geometry using a context related to maps. Include one hint and the final answer.,249
lower-secondary,percentages,Create a multiple-choice question with four options for lower secondary students to develop percentages using a context related to maps. Ask the student to justify the answer briefly.,250
lower-secondary,integers,Create a real-life word problem for lower secondary students to develop integers using a context related to science experiments. Make the answer possible using text and numbers only.,251
lower-secondary,geometry,Create a conceptual question for lower secondary students to develop geometry using a context related to maps. Use clear instructions and avoid unnecessary information.,252
lower-secondary,geometry,Create a short problem for lower secondary students to develop geometry using a context related to surveys. Use clear instructions and avoid unnecessary information.,253
lower-secondary,geometry,Create a real-life word problem for lower secondary students to develop geometry using a context related to maps. Use clear instructions and avoid unnecessary information.,254
lower-secondary,ratios and proportions,Create an error-analysis question for lower secondary students to develop ratios and proportions using a context related to surveys. Use clear instructions and avoid unnecessary information.,255
lower-secondary,linear equations,Create a short problem for lower secondary students to develop linear equations using a context related to temperature changes. Keep the wording concise and include an answer key.,256
lower-secondary,integers,Create a fill-in-the-blank problem for lower secondary students to develop integers using a context related to temperature changes. Connect the task to a realistic situation.,257
lower-secondary,geometry,Create a fill-in-the-blank problem for lower secondary students to develop geometry using a context related to surveys. Keep the wording concise and include an answer key.,258
lower-secondary,linear equations,Create a fill-in-the-blank problem for lower secondary students to develop linear equations using a context related to science experiments. Connect the task to a realistic situation.,259
lower-secondary,geometry,Create a conceptual question for lower secondary students to develop geometry using a context related to sports statistics. Include one hint and the final answer.,260
lower-secondary,integers,Create a multiple-choice question with four options for lower secondary students to develop integers using a context related to school events. Make the answer possible using text and numbers only.,261
lower-secondary,geometry,Create a question that requires showing the reasoning for lower secondary students to develop geometry using a context related to science experiments. Make the answer possible using text and numbers only.,262
lower-secondary,integers,Create a fill-in-the-blank problem for lower secondary students to develop integers using a context related to school events. Keep the wording concise and include an answer key.,263
lower-secondary,geometry,Create a question that requires showing the reasoning for lower secondary students to develop geometry using a context related to budgets. Include the correct answer and a brief solution.,264
lower-secondary,percentages,Create a real-life word problem for lower secondary students to develop percentages using a context related to maps. Connect the task to a realistic situation.,265
lower-secondary,linear equations,Create an error-analysis question for lower secondary students to develop linear equations using a context related to budgets. Ask the student to justify the answer briefly.,266
lower-secondary,geometry,Create a multiple-choice question with four options for lower secondary students to develop geometry using a context related to school events. Include one hint and the final answer.,267
lower-secondary,statistics and probability,Create a two-step problem for lower secondary students to develop statistics and probability using a context related to budgets. Keep the wording concise and include an answer key.,268
lower-secondary,ratios and proportions,Create a short problem for lower secondary students to develop ratios and proportions using a context related to sports statistics. Keep the wording concise and include an answer key.,269
lower-secondary,ratios and proportions,Create a question that requires showing the reasoning for lower secondary students to develop ratios and proportions using a context related to budgets. Connect the task to a realistic situation.,270
lower-secondary,geometry,Create a question that requires showing the reasoning for lower secondary students to develop geometry using a context related to science experiments. Connect the task to a realistic situation.,271
lower-secondary,statistics and probability,Create a question that requires showing the reasoning for lower secondary students to develop statistics and probability using a context related to maps. Include the correct answer and a brief solution.,272
lower-secondary,integers,Create a question that requires showing the reasoning for lower secondary students to develop integers using a context related to maps. Use clear instructions and avoid unnecessary information.,273
lower-secondary,percentages,Create a question that requires showing the reasoning for lower secondary students to develop percentages using a context related to maps. Keep the wording concise and include an answer key.,274
lower-secondary,linear equations,Create a fill-in-the-blank problem for lower secondary students to develop linear equations using a context related to science experiments. Use clear instructions and avoid unnecessary information.,275
lower-secondary,statistics and probability,Create a conceptual question for lower secondary students to develop statistics and probability using a context related to school events. Make the answer possible using text and numbers only.,276
lower-secondary,percentages,Create a conceptual question for lower secondary students to develop percentages using a context related to maps. Use clear instructions and avoid unnecessary information.,277
lower-secondary,integers,Create a conceptual question for lower secondary students to develop integers using a context related to scale drawings. Include the correct answer and a brief solution.,278
lower-secondary,percentages,Create a short problem for lower secondary students to develop percentages using a context related to scale drawings. Make the answer possible using text and numbers only.,279
lower-secondary,linear equations,Create a fill-in-the-blank problem for lower secondary students to develop linear equations using a context related to temperature changes. Include the correct answer and a brief solution.,280
lower-secondary,linear equations,Create a short problem for lower secondary students to develop linear equations using a context related to surveys. Include the correct answer and a brief solution.,281
lower-secondary,statistics and probability,Create a multiple-choice question with four options for lower secondary students to develop statistics and probability using a context related to school events. Connect the task to a realistic situation.,282
lower-secondary,geometry,Create an error-analysis question for lower secondary students to develop geometry using a context related to sports statistics. Use clear instructions and avoid unnecessary information.,283
lower-secondary,geometry,Create a fill-in-the-blank problem for lower secondary students to develop geometry using a context related to surveys. Include the correct answer and a brief solution.,284
lower-secondary,ratios and proportions,Create a fill-in-the-blank problem for lower secondary students to develop ratios and proportions using a context related to scale drawings. Include the correct answer and a brief solution.,285
lower-secondary,ratios and proportions,Create a question that requires showing the reasoning for lower secondary students to develop ratios and proportions using a context related to surveys. Keep the wording concise and include an answer key.,286
lower-secondary,linear equations,Create a short problem for lower secondary students to develop linear equations using a context related to temperature changes. Include the correct answer and a brief solution.,287
lower-secondary,ratios and proportions,Create an error-analysis question for lower secondary students to develop ratios and proportions using a context related to school events. Include one hint and the final answer.,288
lower-secondary,linear equations,Create a conceptual question for lower secondary students to develop linear equations using a context related to temperature changes. Use clear instructions and avoid unnecessary information.,289
lower-secondary,percentages,Create a fill-in-the-blank problem for lower secondary students to develop percentages using a context related to budgets. Connect the task to a realistic situation.,290
lower-secondary,statistics and probability,Create a short problem for lower secondary students to develop statistics and probability using a context related to school events. Keep the wording concise and include an answer key.,291
lower-secondary,ratios and proportions,Create a fill-in-the-blank problem for lower secondary students to develop ratios and proportions using a context related to sports statistics. Connect the task to a realistic situation.,292
lower-secondary,percentages,Create a conceptual question for lower secondary students to develop percentages using a context related to scale drawings. Keep the wording concise and include an answer key.,293
lower-secondary,statistics and probability,Create a question that requires showing the reasoning for lower secondary students to develop statistics and probability using a context related to scale drawings. Ask the student to justify the answer briefly.,294
lower-secondary,geometry,Create a question that requires showing the reasoning for lower secondary students to develop geometry using a context related to budgets. Make the answer possible using text and numbers only.,295
lower-secondary,integers,Create an error-analysis question for lower secondary students to develop integers using a context related to science experiments. Use clear instructions and avoid unnecessary information.,296
lower-secondary,linear equations,Create a two-step problem for lower secondary students to develop linear equations using a context related to surveys. Ask the student to justify the answer briefly.,297
lower-secondary,statistics and probability,Create a conceptual question for lower secondary students to develop statistics and probability using a context related to surveys. Use clear instructions and avoid unnecessary information.,298
lower-secondary,geometry,Create a multiple-choice question with four options for lower secondary students to develop geometry using a context related to sports statistics. Include the correct answer and a brief solution.,299
lower-secondary,percentages,Create a question that requires showing the reasoning for lower secondary students to develop percentages using a context related to science experiments. Make the answer possible using text and numbers only.,300
lower-secondary,ratios and proportions,Create a question that requires showing the reasoning for lower secondary students to develop ratios and proportions using a context related to sports statistics. Include the correct answer and a brief solution.,301
lower-secondary,ratios and proportions,Create an error-analysis question for lower secondary students to develop ratios and proportions using a context related to maps. Include one hint and the final answer.,302
lower-secondary,integers,Create a fill-in-the-blank problem for lower secondary students to develop integers using a context related to sports statistics. Use clear instructions and avoid unnecessary information.,303
lower-secondary,linear equations,Create a multiple-choice question with four options for lower secondary students to develop linear equations using a context related to surveys. Use clear instructions and avoid unnecessary information.,304
lower-secondary,integers,Create a real-life word problem for lower secondary students to develop integers using a context related to temperature changes. Make the answer possible using text and numbers only.,305
lower-secondary,geometry,Create a fill-in-the-blank problem for lower secondary students to develop geometry using a context related to budgets. Connect the task to a realistic situation.,306
lower-secondary,statistics and probability,Create an error-analysis question for lower secondary students to develop statistics and probability using a context related to scale drawings. Include one hint and the final answer.,307
lower-secondary,integers,Create an error-analysis question for lower secondary students to develop integers using a context related to temperature changes. Use values appropriate for the educational level.,308
lower-secondary,statistics and probability,Create a real-life word problem for lower secondary students to develop statistics and probability using a context related to school events. Use values appropriate for the educational level.,309
lower-secondary,ratios and proportions,Create a question that requires showing the reasoning for lower secondary students to develop ratios and proportions using a context related to sports statistics. Keep the wording concise and include an answer key.,310
lower-secondary,linear equations,Create a real-life word problem for lower secondary students to develop linear equations using a context related to scale drawings. Use values appropriate for the educational level.,311
lower-secondary,integers,Create a multiple-choice question with four options for lower secondary students to develop integers using a context related to temperature changes. Make the answer possible using text and numbers only.,312
lower-secondary,geometry,Create a question that requires showing the reasoning for lower secondary students to develop geometry using a context related to temperature changes. Use clear instructions and avoid unnecessary information.,313
lower-secondary,percentages,Create a real-life word problem for lower secondary students to develop percentages using a context related to school events. Use values appropriate for the educational level.,314
lower-secondary,linear equations,Create a short problem for lower secondary students to develop linear equations using a context related to surveys. Connect the task to a realistic situation.,315
lower-secondary,ratios and proportions,Create a multiple-choice question with four options for lower secondary students to develop ratios and proportions using a context related to temperature changes. Connect the task to a realistic situation.,316
lower-secondary,integers,Create a fill-in-the-blank problem for lower secondary students to develop integers using a context related to temperature changes. Use values appropriate for the educational level.,317
lower-secondary,ratios and proportions,Create a conceptual question for lower secondary students to develop ratios and proportions using a context related to maps. Keep the wording concise and include an answer key.,318
lower-secondary,integers,Create a fill-in-the-blank problem for lower secondary students to develop integers using a context related to scale drawings. Keep the wording concise and include an answer key.,319
lower-secondary,statistics and probability,Create a two-step problem for lower secondary students to develop statistics and probability using a context related to maps. Use values appropriate for the educational level.,320
lower-secondary,statistics and probability,Create a short problem for lower secondary students to develop statistics and probability using a context related to science experiments. Connect the task to a realistic situation.,321
lower-secondary,statistics and probability,Create a two-step problem for lower secondary students to develop statistics and probability using a context related to school events. Connect the task to a realistic situation.,322
lower-secondary,statistics and probability,Create a real-life word problem for lower secondary students to develop statistics and probability using a context related to school events. Connect the task to a realistic situation.,323
lower-secondary,statistics and probability,Create a multiple-choice question with four options for lower secondary students to develop statistics and probability using a context related to surveys. Connect the task to a realistic situation.,324
lower-secondary,linear equations,Create a real-life word problem for lower secondary students to develop linear equations using a context related to temperature changes. Ask the student to justify the answer briefly.,325
lower-secondary,geometry,Create an error-analysis question for lower secondary students to develop geometry using a context related to maps. Make the answer possible using text and numbers only.,326
lower-secondary,geometry,Create an error-analysis question for lower secondary students to develop geometry using a context related to science experiments. Make the answer possible using text and numbers only.,327
lower-secondary,ratios and proportions,Create an error-analysis question for lower secondary students to develop ratios and proportions using a context related to maps. Make the answer possible using text and numbers only.,328
lower-secondary,geometry,Create a two-step problem for lower secondary students to develop geometry using a context related to sports statistics. Use clear instructions and avoid unnecessary information.,329
lower-secondary,integers,Create a two-step problem for lower secondary students to develop integers using a context related to scale drawings. Use clear instructions and avoid unnecessary information.,330
lower-secondary,ratios and proportions,Create a two-step problem for lower secondary students to develop ratios and proportions using a context related to temperature changes. Make the answer possible using text and numbers only.,331
lower-secondary,integers,Create a two-step problem for lower secondary students to develop integers using a context related to surveys. Keep the wording concise and include an answer key.,332
lower-secondary,linear equations,Create an error-analysis question for lower secondary students to develop linear equations using a context related to maps. Use values appropriate for the educational level.,333
lower-secondary,integers,Create a conceptual question for lower secondary students to develop integers using a context related to temperature changes. Keep the wording concise and include an answer key.,334
lower-secondary,linear equations,Create a fill-in-the-blank problem for lower secondary students to develop linear equations using a context related to surveys. Ask the student to justify the answer briefly.,335
lower-secondary,percentages,Create a fill-in-the-blank problem for lower secondary students to develop percentages using a context related to scale drawings. Use values appropriate for the educational level.,336
lower-secondary,linear equations,Create a conceptual question for lower secondary students to develop linear equations using a context related to science experiments. Use values appropriate for the educational level.,337
lower-secondary,statistics and probability,Create a multiple-choice question with four options for lower secondary students to develop statistics and probability using a context related to surveys. Keep the wording concise and include an answer key.,338
lower-secondary,statistics and probability,Create a real-life word problem for lower secondary students to develop statistics and probability using a context related to maps. Ask the student to justify the answer briefly.,339
lower-secondary,geometry,Create a conceptual question for lower secondary students to develop geometry using a context related to school events. Include one hint and the final answer.,340
lower-secondary,statistics and probability,Create a short problem for lower secondary students to develop statistics and probability using a context related to scale drawings. Include one hint and the final answer.,341
lower-secondary,integers,Create a question that requires showing the reasoning for lower secondary students to develop integers using a context related to school events. Keep the wording concise and include an answer key.,342
lower-secondary,statistics and probability,Create a short problem for lower secondary students to develop statistics and probability using a context related to surveys. Include one hint and the final answer.,343
lower-secondary,linear equations,Create a short problem for lower secondary students to develop linear equations using a context related to budgets. Make the answer possible using text and numbers only.,344
lower-secondary,percentages,Create an error-analysis question for lower secondary students to develop percentages using a context related to science experiments. Keep the wording concise and include an answer key.,345
lower-secondary,statistics and probability,Create a short problem for lower secondary students to develop statistics and probability using a context related to sports statistics. Include one hint and the final answer.,346
lower-secondary,statistics and probability,Create a short problem for lower secondary students to develop statistics and probability using a context related to sports statistics. Make the answer possible using text and numbers only.,347
lower-secondary,ratios and proportions,Create a conceptual question for lower secondary students to develop ratios and proportions using a context related to budgets. Use values appropriate for the educational level.,348
lower-secondary,integers,Create a two-step problem for lower secondary students to develop integers using a context related to scale drawings. Include the correct answer and a brief solution.,349
lower-secondary,ratios and proportions,Create a two-step problem for lower secondary students to develop ratios and proportions using a context related to maps. Keep the wording concise and include an answer key.,350
lower-secondary,ratios and proportions,Create a short problem for lower secondary students to develop ratios and proportions using a context related to budgets. Use clear instructions and avoid unnecessary information.,351
lower-secondary,percentages,Create an error-analysis question for lower secondary students to develop percentages using a context related to surveys. Keep the wording concise and include an answer key.,352
lower-secondary,ratios and proportions,Create a question that requires showing the reasoning for lower secondary students to develop ratios and proportions using a context related to maps. Include one hint and the final answer.,353
lower-secondary,linear equations,Create a conceptual question for lower secondary students to develop linear equations using a context related to surveys. Keep the wording concise and include an answer key.,354
lower-secondary,integers,Create an error-analysis question for lower secondary students to develop integers using a context related to budgets. Connect the task to a realistic situation.,355
lower-secondary,ratios and proportions,Create a conceptual question for lower secondary students to develop ratios and proportions using a context related to science experiments. Use values appropriate for the educational level.,356
lower-secondary,integers,Create a fill-in-the-blank problem for lower secondary students to develop integers using a context related to scale drawings. Use clear instructions and avoid unnecessary information.,357
lower-secondary,ratios and proportions,Create a multiple-choice question with four options for lower secondary students to develop ratios and proportions using a context related to school events. Keep the wording concise and include an answer key.,358
lower-secondary,linear equations,Create a short problem for lower secondary students to develop linear equations using a context related to science experiments. Ask the student to justify the answer briefly.,359
upper-secondary,probability,Create a question that requires showing the reasoning for upper secondary students to develop probability using a context related to data analysis. Include the correct answer and a brief solution.,360
upper-secondary,probability,Create a two-step problem for upper secondary students to develop probability using a context related to technology. Include one hint and the final answer.,361
upper-secondary,quadratic functions,Create a real-life word problem for upper secondary students to develop quadratic functions using a context related to business costs. Include the correct answer and a brief solution.,362
upper-secondary,exponential functions,Create a real-life word problem for upper secondary students to develop exponential functions using a context related to data analysis. Make the answer possible using text and numbers only.,363
upper-secondary,trigonometry,Create a two-step problem for upper secondary students to develop trigonometry using a context related to architecture. Ask the student to justify the answer briefly.,364
upper-secondary,systems of equations,Create a fill-in-the-blank problem for upper secondary students to develop systems of equations using a context related to projectile motion. Use values appropriate for the educational level.,365
upper-secondary,analytic geometry,Create a conceptual question for upper secondary students to develop analytic geometry using a context related to technology. Keep the wording concise and include an answer key.,366
upper-secondary,quadratic functions,Create a fill-in-the-blank problem for upper secondary students to develop quadratic functions using a context related to environmental models. Use values appropriate for the educational level.,367
upper-secondary,analytic geometry,Create a short problem for upper secondary students to develop analytic geometry using a context related to population growth. Include one hint and the final answer.,368
upper-secondary,probability,Create a short problem for upper secondary students to develop probability using a context related to environmental models. Include the correct answer and a brief solution.,369
upper-secondary,analytic geometry,Create a conceptual question for upper secondary students to develop analytic geometry using a context related to technology. Ask the student to justify the answer briefly.,370
upper-secondary,quadratic functions,Create a two-step problem for upper secondary students to develop quadratic functions using a context related to population growth. Keep the wording concise and include an answer key.,371
upper-secondary,trigonometry,Create a real-life word problem for upper secondary students to develop trigonometry using a context related to business costs. Keep the wording concise and include an answer key.,372
upper-secondary,systems of equations,Create a two-step problem for upper secondary students to develop systems of equations using a context related to population growth. Keep the wording concise and include an answer key.,373
upper-secondary,systems of equations,Create a fill-in-the-blank problem for upper secondary students to develop systems of equations using a context related to data analysis. Use values appropriate for the educational level.,374
upper-secondary,trigonometry,Create a short problem for upper secondary students to develop trigonometry using a context related to environmental models. Keep the wording concise and include an answer key.,375
upper-secondary,analytic geometry,Create a question that requires showing the reasoning for upper secondary students to develop analytic geometry using a context related to technology. Include one hint and the final answer.,376
upper-secondary,quadratic functions,Create a short problem for upper secondary students to develop quadratic functions using a context related to architecture. Include the correct answer and a brief solution.,377
upper-secondary,quadratic functions,Create a fill-in-the-blank problem for upper secondary students to develop quadratic functions using a context related to business costs. Keep the wording concise and include an answer key.,378
upper-secondary,quadratic functions,Create an error-analysis question for upper secondary students to develop quadratic functions using a context related to architecture. Make the answer possible using text and numbers only.,379
upper-secondary,exponential functions,Create a short problem for upper secondary students to develop exponential functions using a context related to environmental models. Keep the wording concise and include an answer key.,380
upper-secondary,quadratic functions,Create a fill-in-the-blank problem for upper secondary students to develop quadratic functions using a context related to environmental models. Include one hint and the final answer.,381
upper-secondary,trigonometry,Create a short problem for upper secondary students to develop trigonometry using a context related to architecture. Include the correct answer and a brief solution.,382
upper-secondary,trigonometry,Create a conceptual question for upper secondary students to develop trigonometry using a context related to environmental models. Include the correct answer and a brief solution.,383
upper-secondary,systems of equations,Create a conceptual question for upper secondary students to develop systems of equations using a context related to projectile motion. Include one hint and the final answer.,384
upper-secondary,probability,Create a multiple-choice question with four options for upper secondary students to develop probability using a context related to data analysis. Make the answer possible using text and numbers only.,385
upper-secondary,exponential functions,Create an error-analysis question for upper secondary students to develop exponential functions using a context related to navigation. Make the answer possible using text and numbers only.,386
upper-secondary,trigonometry,Create a real-life word problem for upper secondary students to develop trigonometry using a context related to architecture. Include the correct answer and a brief solution.,387
upper-secondary,probability,Create an error-analysis question for upper secondary students to develop probability using a context related to data analysis. Use values appropriate for the educational level.,388
upper-secondary,trigonometry,Create a real-life word problem for upper secondary students to develop trigonometry using a context related to business costs. Use values appropriate for the educational level.,389
upper-secondary,systems of equations,Create a two-step problem for upper secondary students to develop systems of equations using a context related to population growth. Connect the task to a realistic situation.,390
upper-secondary,exponential functions,Create a short problem for upper secondary students to develop exponential functions using a context related to navigation. Keep the wording concise and include an answer key.,391
upper-secondary,quadratic functions,Create a multiple-choice question with four options for upper secondary students to develop quadratic functions using a context related to business costs. Ask the student to justify the answer briefly.,392
upper-secondary,quadratic functions,Create a real-life word problem for upper secondary students to develop quadratic functions using a context related to data analysis. Make the answer possible using text and numbers only.,393
upper-secondary,quadratic functions,Create an error-analysis question for upper secondary students to develop quadratic functions using a context related to technology. Make the answer possible using text and numbers only.,394
upper-secondary,quadratic functions,Create a short problem for upper secondary students to develop quadratic functions using a context related to projectile motion. Connect the task to a realistic situation.,395
upper-secondary,exponential functions,Create a multiple-choice question with four options for upper secondary students to develop exponential functions using a context related to projectile motion. Use clear instructions and avoid unnecessary information.,396
upper-secondary,quadratic functions,Create a two-step problem for upper secondary students to develop quadratic functions using a context related to technology. Connect the task to a realistic situation.,397
upper-secondary,probability,Create a real-life word problem for upper secondary students to develop probability using a context related to data analysis. Include one hint and the final answer.,398
upper-secondary,probability,Create an error-analysis question for upper secondary students to develop probability using a context related to navigation. Ask the student to justify the answer briefly.,399
upper-secondary,trigonometry,Create a multiple-choice question with four options for upper secondary students to develop trigonometry using a context related to data analysis. Make the answer possible using text and numbers only.,400
upper-secondary,exponential functions,Create a fill-in-the-blank problem for upper secondary students to develop exponential functions using a context related to population growth. Ask the student to justify the answer briefly.,401
upper-secondary,trigonometry,Create a question that requires showing the reasoning for upper secondary students to develop trigonometry using a context related to technology. Make the answer possible using text and numbers only.,402
upper-secondary,systems of equations,Create a two-step problem for upper secondary students to develop systems of equations using a context related to projectile motion. Keep the wording concise and include an answer key.,403
upper-secondary,quadratic functions,Create a question that requires showing the reasoning for upper secondary students to develop quadratic functions using a context related to projectile motion. Ask the student to justify the answer briefly.,404
upper-secondary,analytic geometry,Create a two-step problem for upper secondary students to develop analytic geometry using a context related to navigation. Use clear instructions and avoid unnecessary information.,405
upper-secondary,exponential functions,Create a fill-in-the-blank problem for upper secondary students to develop exponential functions using a context related to population growth. Use clear instructions and avoid unnecessary information.,406
upper-secondary,systems of equations,Create a real-life word problem for upper secondary students to develop systems of equations using a context related to projectile motion. Use values appropriate for the educational level.,407
upper-secondary,trigonometry,Create a question that requires showing the reasoning for upper secondary students to develop trigonometry using a context related to projectile motion. Connect the task to a realistic situation.,408
upper-secondary,exponential functions,Create a conceptual question for upper secondary students to develop exponential functions using a context related to environmental models. Ask the student to justify the answer briefly.,409
upper-secondary,systems of equations,Create a conceptual question for upper secondary students to develop systems of equations using a context related to technology. Include one hint and the final answer.,410
upper-secondary,exponential functions,Create a question that requires showing the reasoning for upper secondary students to develop exponential functions using a context related to projectile motion. Keep the wording concise and include an answer key.,411
upper-secondary,probability,Create a conceptual question for upper secondary students to develop probability using a context related to projectile motion. Keep the wording concise and include an answer key.,412
upper-secondary,systems of equations,Create a multiple-choice question with four options for upper secondary students to develop systems of equations using a context related to architecture. Make the answer possible using text and numbers only.,413
upper-secondary,exponential functions,Create a conceptual question for upper secondary students to develop exponential functions using a context related to navigation. Keep the wording concise and include an answer key.,414
upper-secondary,probability,Create a question that requires showing the reasoning for upper secondary students to develop probability using a context related to projectile motion. Keep the wording concise and include an answer key.,415
upper-secondary,analytic geometry,Create a multiple-choice question with four options for upper secondary students to develop analytic geometry using a context related to environmental models. Keep the wording concise and include an answer key.,416
upper-secondary,probability,Create a multiple-choice question with four options for upper secondary students to develop probability using a context related to technology. Make the answer possible using text and numbers only.,417
upper-secondary,trigonometry,Create an error-analysis question for upper secondary students to develop trigonometry using a context related to architecture. Include one hint and the final answer.,418
upper-secondary,systems of equations,Create a fill-in-the-blank problem for upper secondary students to develop systems of equations using a context related to technology. Include one hint and the final answer.,419
upper-secondary,exponential functions,Create a multiple-choice question with four options for upper secondary students to develop exponential functions using a context related to projectile motion. Make the answer possible using text and numbers only.,420
upper-secondary,quadratic functions,Create a conceptual question for upper secondary students to develop quadratic functions using a context related to environmental models. Use clear instructions and avoid unnecessary information.,421
upper-secondary,trigonometry,Create a multiple-choice question with four options for upper secondary students to develop trigonometry using a context related to population growth. Make the answer possible using text and numbers only.,422
upper-secondary,exponential functions,Create a real-life word problem for upper secondary students to develop exponential functions using a context related to data analysis. Include the correct answer and a brief solution.,423
upper-secondary,analytic geometry,Create a two-step problem for upper secondary students to develop analytic geometry using a context related to projectile motion. Keep the wording concise and include an answer key.,424
upper-secondary,quadratic functions,Create a two-step problem for upper secondary students to develop quadratic functions using a context related to population growth. Connect the task to a realistic situation.,425
upper-secondary,trigonometry,Create a short problem for upper secondary students to develop trigonometry using a context related to population growth. Make the answer possible using text and numbers only.,426
upper-secondary,trigonometry,Create a fill-in-the-blank problem for upper secondary students to develop trigonometry using a context related to data analysis. Ask the student to justify the answer briefly.,427
upper-secondary,probability,Create a question that requires showing the reasoning for upper secondary students to develop probability using a context related to data analysis. Include one hint and the final answer.,428
upper-secondary,exponential functions,Create a fill-in-the-blank problem for upper secondary students to develop exponential functions using a context related to environmental models. Make the answer possible using text and numbers only.,429
upper-secondary,systems of equations,Create a short problem for upper secondary students to develop systems of equations using a context related to population growth. Use clear instructions and avoid unnecessary information.,430
