"Category folder (optional)","Category code","Question title","Question text","Question Type","Tolerance (for Numerical Questions)","Question answer value 1 (for all questions)","Question matching value (for Matching Questions) 1","Percentage Correct (for Multiple Choice questions) 1",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/fbpoqp.png"" > ","Numerical Question","2","25",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/ttvnoj.png"" > ","Numerical Question","2","56",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/nadpsa.png"" > ","Numerical Question","2","52",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/rphhrv.png"" > ","Numerical Question","2","22",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/utzfjs.png"" > ","Numerical Question","2","58",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/hoaplq.png"" > ","Numerical Question","2","29",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/eronyq.png"" > ","Numerical Question","2","0",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/yohckj.png"" > ","Numerical Question","2","12",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/djysgt.png"" > ","Numerical Question","2","7",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/vhyswn.png"" > ","Numerical Question","2","31",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/wwicqk.png"" > ","Numerical Question","2","27",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/huqehd.png"" > ","Numerical Question","2","24",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/eznnhj.png"" > ","Numerical Question","2","31",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/nzhypu.png"" > ","Numerical Question","2","40",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/tndgyp.png"" > ","Numerical Question","2","32",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/lbczom.png"" > ","Numerical Question","2","-12",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/nlqhlr.png"" > ","Numerical Question","2","36",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/vyqnoz.png"" > ","Numerical Question","2","45",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/iclsty.png"" > ","Numerical Question","2","7",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/cvdwpf.png"" > ","Numerical Question","2","43",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/rsydpm.png"" > ","Numerical Question","2","8",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/bzqrim.png"" > ","Numerical Question","2","54",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/gylxmp.png"" > ","Numerical Question","2","-6",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/trhnbr.png"" > ","Numerical Question","2","32",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/csonie.png"" > ","Numerical Question","2","66",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/vrinvg.png"" > ","Numerical Question","2","40",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/hahref.png"" > ","Numerical Question","2","21",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/nyaskr.png"" > ","Numerical Question","2","24",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/tyejcy.png"" > ","Numerical Question","2","35",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/jmrhdi.png"" > ","Numerical Question","2","56",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/mvijdq.png"" > ","Numerical Question","2","11",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/mqnuso.png"" > ","Numerical Question","2","34",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/bqbxec.png"" > ","Numerical Question","2","34",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/qfqkuw.png"" > ","Numerical Question","2","11",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/gtwuao.png"" > ","Numerical Question","2","-2",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/rczofc.png"" > ","Numerical Question","2","35",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/qindlz.png"" > ","Numerical Question","2","13",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/sdxjnz.png"" > ","Numerical Question","2","24",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/ghboyu.png"" > ","Numerical Question","2","-4",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/ofekal.png"" > ","Numerical Question","2","38",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/zdwuna.png"" > ","Numerical Question","2","11",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/cpqdwm.png"" > ","Numerical Question","2","52",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/ymiudc.png"" > ","Numerical Question","2","25",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/zyiwoo.png"" > ","Numerical Question","2","54",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/kbdkli.png"" > ","Numerical Question","2","21",""," ",
"//Programming/C programming quizzes/if-else statements","if_else_statements_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/if_else_statements_c_df/lnvzje.png"" > ","Numerical Question","2","22",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/qbdtmj.png"" > ","Numerical Question","2","825",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/tempcm.png"" > ","Numerical Question","2","19",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/ujhokx.png"" > ","Numerical Question","2","26",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/hcvipm.png"" > ","Numerical Question","2","0",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/tgywvu.png"" > ","Numerical Question","2","182",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/zihiio.png"" > ","Numerical Question","2","1023",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/jaenut.png"" > ","Numerical Question","2","0",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/lsclow.png"" > ","Numerical Question","2","551",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/ebuumw.png"" > ","Numerical Question","2","0",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/esckvn.png"" > ","Numerical Question","2","60",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/amrkeo.png"" > ","Numerical Question","2","330",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/cnclij.png"" > ","Numerical Question","2","35",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/nbleiy.png"" > ","Numerical Question","2","0",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/whsdjv.png"" > ","Numerical Question","2","208",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/tukdev.png"" > ","Numerical Question","2","806",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/zeuimc.png"" > ","Numerical Question","2","24",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/jqurmv.png"" > ","Numerical Question","2","217",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/yjmgon.png"" > ","Numerical Question","2","11",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/brhjsc.png"" > ","Numerical Question","2","750",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/qauajr.png"" > ","Numerical Question","2","23",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/hvhkyv.png"" > ","Numerical Question","2","180",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/farhah.png"" > ","Numerical Question","2","0",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/wrzkku.png"" > ","Numerical Question","2","15",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/wqwhqq.png"" > ","Numerical Question","2","250",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/gjkeyd.png"" > ","Numerical Question","2","8",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/twzsqv.png"" > ","Numerical Question","2","0",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/pzesec.png"" > ","Numerical Question","2","928",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/opbhen.png"" > ","Numerical Question","2","6",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/rprlul.png"" > ","Numerical Question","2","6",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/pwlcyk.png"" > ","Numerical Question","2","168",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/ueksvo.png"" > ","Numerical Question","2","0",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/uietqp.png"" > ","Numerical Question","2","0",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/benond.png"" > ","Numerical Question","2","0",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/ffloxi.png"" > ","Numerical Question","2","16",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/bkuokn.png"" > ","Numerical Question","2","0",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/ustdat.png"" > ","Numerical Question","2","11",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/colrla.png"" > ","Numerical Question","2","154",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/cssqjq.png"" > ","Numerical Question","2","0",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/bsqqwe.png"" > ","Numerical Question","2","10",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/tfruse.png"" > ","Numerical Question","2","416",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/uvftrz.png"" > ","Numerical Question","2","4",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/wqihaw.png"" > ","Numerical Question","2","98",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/daxypb.png"" > ","Numerical Question","2","315",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/vagdah.png"" > ","Numerical Question","2","0",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/hcetxq.png"" > ","Numerical Question","2","3",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/zopybr.png"" > ","Numerical Question","2","156",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/xyebzl.png"" > ","Numerical Question","2","29",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/axqotn.png"" > ","Numerical Question","2","1023",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">y</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/cnmbku.png"" > ","Numerical Question","2","225",""," ",
"//Programming/C programming quizzes/while loops","while_loops_c","Control Structures","What is the value of the variable <b style=""font-family:'Calibri'"">my_var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/while_loops_c_df/sjmhgt.png"" > ","Numerical Question","2","153",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/lrgucv.png"" > ","Numerical Question","2","29",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">variable_3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/xnagfb.png"" > ","Numerical Question","2","28",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the global variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/rtdliz.png"" > ","Numerical Question","2","15",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/fqhbvs.png"" > ","Numerical Question","2","13",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c_var</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/hqlsip.png"" > ","Numerical Question","2","17",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">var3</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/aobfpv.png"" > ","Numerical Question","2","7",""," ",
"//Programming/matlab programming quizzes/functions","functions_matlab","Functions","What is the value of the  main function  variable <b style=""font-family:'Calibri'"">c</b> after the following code is executed?<p><img src=""https://purl.org/olq/quiz_data_files/functions_matlab_df/hzotbn.png"" > ","Numerical Question","2","-12",""," ",
