,text,labels
535,"Next on his checklist is wax to stick the feathers together. If he currently has 11 g of wax and the feathers require a total of 492 g of wax
How many more grams of wax does he need?",subtraction
536,"Winter is almost here and most animals are migrating to warmer countries. There are 49 bird families living near the mountain. 59 bird families flew away for winter and 24 new bird families came to live near the mountain from the arctic.
How many bird families were left near the mountain?",addition-subtraction
537,"Steven has 19 peaches. Jake has 12 fewer peaches than Steven and 72 more peaches than Jill.
How many peaches does Jake have?",subtraction
538,"Josh had some marbles in his collection. He lost 21 marbles. If he has 12 marbles now
How many marbles did he have in his collection?",addition-subtraction
539,"He had 15 aquariums for saltwater animals and 62 aquariums for freshwater animals. Each aquarium has 19 animals in it.
How many animals does he have in total?",division-multiplication
540,"Jessie currently weighs 27 kilograms. After she started to go jogging everyday she lost 101 kilograms.
How much did she weigh before starting to jog?",addition-subtraction
541,"Dan has $ 3 left with him after he bought a candy bar for $ 2.
How much money did he have initially?",addition-subtraction
542,"Zachary did 53 push-ups and 14 crunches in gym class today. David did 17 more push-ups but 10 less crunches than zachary.
How many push-ups and crunches did Zachary do?",addition-subtraction
543,"A book has 3 chapters. The first chapter is 91 pages long the second chapter is 23 pages long and the third chapter is 25 pages long.
How many more pages does the first chapter have than the second chapter?",subtraction
544,"Danny collects bottle caps. He found 36 bottle caps at the park while he threw away 35 old ones. Now he has 22 bottle caps in his collection.
How many more bottle caps did danny find at the park than those he threw away?",subtraction
545,"Dan has $ 4. For a total of $ 3 he bought 10 candy bar each one costing the same amount of money.
How much money is left?",subtraction
546,"Mary is baking a cake. The recipe calls for 6 cups of sugar and 9 cups of flour. She already put in 2 cups of flour.
How many more cups of flour than cups of sugar does she need to add now?",subtraction
547,"At the zoo, a cage had 95 snakes and 61 alligators. If 64 snakes were hiding
How many snakes were not hiding?",subtraction
548,"Emily is making bead necklaces for her friends. She was able to make 6 necklaces and she had 18 beads.
How many beads did each necklace need?",division-multiplication
549,"Tiffany was collecting cans for recycling. On monday she had 3 bags of cans. The next day she found 7 more bags of cans and 44 bags of bottles.
How many bags of cans did she have altogether?",addition-subtraction
550,"Robin has some packages of gum. There are 7 pieces in each package. Robin has 6 extra pieces of gum. In all the number of pieces of gums robin has is 41.
How many packages does Robin have?",division-multiplication
551,"Baker made 155 cakes. If his friend bought 140 cakes from him
How many cakes would baker still have?",subtraction
552,"2 children were riding on the bus. At the bus stop some more children got on the bus. Then there were 10 children altogether on the bus.
How many more children are on the bus now than there were before the bus stop?",subtraction
553,"Danny collects bottle caps and wrappers. He found 22 bottle caps and 8 wrappers at the park. Now he has 28 bottle caps and 63 wrappers in his collection.
How many bottle caps did danny have at first?",subtraction
554,"For the walls of the house he would use 8 large planks of wood. If each plank of wood needs 74 pieces of nails to be secured
How many planks does John need for the house wall?",division-multiplication
555,"Paco ate 36 cookies. If he had 37 cookies initially
How many cookies did Paco have left?",subtraction
556,"Bobby had 21 pieces of candy. He ate 5 pieces of candy. Then he ate 9 more.
How many pieces of candy does he still have left?",subtraction
557,"Baker made 54 cakes. He sold some of them. If he still has 13 cakes left
How many cakes did baker sell?",subtraction
558,"During summer break 819058 kids from Lawrence county go to camp and the other 668278 kids stay home.
How many more kids spent their summer break at the camp compared to those who stayed home?",subtraction
559,"Randy has 79 blocks. He uses 14 blocks to build a tower and 11 blocks to build a house.
How many blocks are left?",subtraction
560,"Every day Ryan spends 6 hours on learning english 7 hours on learning chinese and 3 hours on learning spanish.
How many hours does he spend on learning english, chinese and spanish in all?",addition-subtraction
561,"2 birds were sitting on the fence. Some more birds came to join them. If there are a total of 6 birds on the fence now
How many more birds had come to sit on the fence?",subtraction
562,"In a school there are 635 girls and the rest are boys. If there are 510 more boys than girls
How many boys are there in that school?",addition-subtraction
563,"Jesse's room is 12 feet long and 11 feet wide.
How much longer is her room than it is wide?",subtraction
564,"There are 16 different books and 14 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 13 of the movies
How many more books than movies are there in the ' crazy silly school ' series?",subtraction
565,"You had 14 bags with equal number of cookies. If you had 28 cookies and 86 candies in total
How many bags of cookies do you have?",division-multiplication
566,"Jerry had 2 action figures and 10 books on a shelf in his room. Later he added 4 more action figures to the shelf.
How many more books than action figures were on his shelf?",subtraction
567,"Mary is baking a cake. The recipe calls for 5 cups of sugar and 13 cups of flour. She already put in some cups of flour. If she still needs 12 more cups of flour
How many cups of flour did she put in?",subtraction
568,"Rachel had to complete 9 pages of math homework, 11 pages of reading homework and 29 more pages of biology homework.
How many pages of math and reading homework did she have to complete?",addition-subtraction
569,"Paige was helping her mom plant flowers in 8 flowerbeds. They planted 32 seeds altogether. If they put same number of seeds in each flower bed
How many seeds did they plant in each flowerbed?",division-multiplication
570,"He then went to see the oranges being harvested. He found out that they harvest 25 sacks of unripe oranges and 5 sacks of ripe oranges per day.
How many sacks of ripe oranges will they have after 73 days of harvest?",division-multiplication
571,"Paul had 134 books. After giving 39 books to his friend and selling some books in a garage sale he had 68 books left.
How many books did he sell in the garage sale?",subtraction
572,"Paco had 97 salty cookies and 34 sweet cookies. He ate 15 sweet cookies and 56 salty cookies.
How many sweet cookies did Paco have left?",subtraction
573,"The school is planning a field trip. The school has 84 classrooms. 95 school buses are fully filled with 118 seats on each school bus.
How many students are in the school?",division-multiplication
574,"Faye was placing her pencils and crayons into 30 rows with 71 crayons and 24 pencils in each row.
How many pencils does she have?",division-multiplication
575,"Faye was placing 12 pencils equally into 3 rows.
How many pencils did she place in each row?",division-multiplication
576,"Julia played tag with 15 kids on monday, 18 kids on tuesday and 7 kids on wednesday.
How many more kids did she play with on monday and tuesday than on wednesday?",subtraction
577,"Baker made 133 cakes. If he sold 51 of them
How many more cakes did baker make than those he sold?",subtraction
578,"There are 18 bananas in Philip's banana collection. If the bananas are organized into groups of size 2
How many groups are there?",division-multiplication
579,"Olivia spent 38 dollars at a supermarket. If there were 128 dollars in her wallet initially
How much money does she have left?",subtraction
580,"Baker sold 44 cakes. If he had made 48 cakes initially
How many cakes would baker still have?",subtraction
581,"Every day Ryan spends 5 hours on learning chinese and some more hours on learning english. If he spends 2 hours more on learning english than on learning chinese
How many hours does he spend on learning english?",addition-subtraction
582,"Rachel had to complete 8 pages of math homework. If she had to complete 3 more pages of math homework than reading homework
How many pages did she have to complete in all?",subtraction
583,"Dan has $ 5. He bought a chocolate for $ 3 and a candy bar for $ 7.
How much money did he spend to buy candy bar than he did to buy chocolate?",subtraction
584,"Jessie weighed 92 kilograms. After she started to go jogging everyday she lost 56 kilograms in the first week and 99 kilograms in the second week.
How much did she weigh after the first week of jogging?",subtraction
585,"Julia played tag with 2 kids on monday, 14 kids on tuesday and 16 kids on wednesday.
How many kids did she play with on tuesday and wednesday?",addition-subtraction
586,"21 children were riding on the bus. At the bus stop 10 children got off the bus while some more got on the bus. Then there were 16 children altogether on the bus.
How many children got on the bus at the bus stop?",addition-subtraction
587,"Baker made 62 cakes. Then he made 149 more cakes. He sold 144 of them.
How many cakes would baker still have?",addition-subtraction
588,"Paul got a box of some crayons for his birthday. By the end of the school year he only had 291 crayons left since he had either lost or given away 315 of them.
How many crayons did he get for his birthday?",addition-subtraction
589,"Jack received 5 emails and 6 letters in the morning. He then received 9 emails and 7 letters in the afternoon.
How many letters did jack receive in the day?",addition-subtraction
590,"Lewis earns $ 403 every week during the 233 weeks of harvest. If he has to pay $ 49 rent every week
How much money does he earn during harvest season?",division-multiplication
591,"He then went to see the oranges being harvested. He found out that they harvest 16 sacks per day and that each sack containes 57 oranges.
How many days will it take to harvest 80 sacks of oranges?",division-multiplication
592,"Robin has some packages of gum. There are 3 pieces in each package and a total of 42 pieces of gum.
How many packages does Robin have?",division-multiplication
593,"During the Arkansas and Texas tech game the Razorback t-shirt shop made $ 215 by selling 5 t-shirts.
What is the cost of each t-shirt?",division-multiplication
594,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 25 inches. The frog jumped 32 inches farther than the grasshopper and the mouse jumped 26 inches lesser than the frog.
How far did the mouse jump?",subtraction
595,"He then went to see the oranges being harvested. He found out that they harvest 76 sacks per day and discard 64 of them.
How many oranges do they harvest per day if each sack contains 50 oranges?",division-multiplication
596,"Jesse's room is 7 feet wide. If she needs a carpet of size 14 square feet
What is the length of her room?",division-multiplication
597,"Every day Ryan spends 6 hours on learning english and 5 hours on learning chinese. If he learns for 2 days
How many hours does he spend on learning english in all?",division-multiplication
598,"Ed had 10 more marbles than Doug. Doug lost 11 of his marbles at the playground. If Ed had 45 marbles
How many more marbles did Ed have than Doug then?",addition-subtraction
599,"Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 10 invitations in it and she bought 7 packs. If she sends invitations to only 2 friends
How many invitations will be left?",subtraction
600,"Rachel's tree had 4 apples initially. She picked some apples and now there are 2 apples left on the tree.
How many apples did rachel pick?",subtraction
601,"Bobby ate 28 pieces of candy. Then he ate 42 more. He also ate 63 pieces of chocolate.
How many pieces of candy did Bobby eat?",addition-subtraction
602,"The Razorback shop makes $ 115 dollars off each jersey and $ 25 off each t-shirt. During the Arkansas and Texas tech game they sold 113 t-shirts and 78 jerseys.
How much more does a jersey cost than a t-shirt?",subtraction
603,"Bobby had 22 pieces of candy. He ate some pieces of candy. Then he ate 5 more. If he still has 8 pieces of candy left
How many pieces of candy had he eaten at the start?",subtraction
604,"If each pack costs 81 dollars
How much will it cost to buy 33 packs of dvds?",division-multiplication
605,"There were 61 parents in the program and 177 pupils too. The program could seat 44 people
How many people were present in the program?",addition-subtraction
606,"Every day Ryan spends 4 hours on learning english and 6 hours on learning chinese. If he learns for 86 days
How many hours does he spend on learning english and chinese each day?",addition-subtraction
607,"Baker made 126 cakes and 48 pastries. If he sold 115 cakes and 81 pastries
How many more cakes than pastries did baker make?",subtraction
608,"At the arcade Dave had won 19 tickets. If he used 12 to buy some toys and 7 more to buy some clothes
How many more tickets did Dave use to buy toys than he did to buy clothes?",subtraction
609,"A grocery store had 30 bottles of regular soda, 8 bottles of diet soda and 41 apples.
How many bottles did they have total?",addition-subtraction
610,"There are 11 baskets of peaches. Each basket has 10 red peaches and 18 green peaches.
How many peaches are in the baskets altogether?",division-multiplication
611,"Paul got a box of 440 crayons for his birthday. During the school year he gave 111 crayons to his friends while he lost 106 crayons.
How many crayons did he have left?",subtraction
612,"Some campers went rowing in the morning while 7 campers went rowing in the afternoon. If a total of 60 campers went rowing that day
How many campers went rowing in the morning?",subtraction
613,"He then went to see the oranges being harvested. He found out that they harvest 74 sacks per day and discard 71 of them.
How many sacks of oranges will they have after 51 days of harvest?",division-multiplication
614,"Next on his checklist is wax to stick the feathers together. If he has 557 g of wax and right now he just needs 17 g
Total how many grams of wax do the feathers require?",addition-subtraction
615,"Jerry had 7 books and 3 action figures on a shelf in his room. Later he added 2 more action figures to the shelf.
How many more books than action figures were on his shelf?",subtraction
616,"Matthew gave 6 crackers to each his friends. If he had 36 crackers
How many friends did he give crackers to?",division-multiplication
617,"Katie had 57 new games and 39 old games. Her friends had 34 new games.
How many more games does Katie have than her friends?",subtraction
618,"26 children were riding on the bus. At the bus stop 38 more children got on the bus.
How many children are on the bus now?",addition-subtraction
619,"Josh had 21 marbles in his collection. He found 7 marbles.
How many marbles does he have now?",addition-subtraction
620,"Jake brought 6 balloons to the park. If Jake brought 4 more balloons than the number of balloons that Allan brought
How many balloons did Allan bring to the park?",subtraction
621,"At the arcade Dave had won 14 tickets and lost 2 tickets. If he used 10 to buy some toys
How many tickets did Dave have left?",subtraction
622,"During summer break 610769 kids from Lawrence county go to camp and the other 590796 kids stay home. An additional 22 kids from outside the county attended the camp.
About how many kids are in Lawrence county?",addition-subtraction
623,"Edward had $ 18. He spent $ 16.
How much money does Edward have now?",subtraction
624,"For Gwen's birthday she received 5 dollars from her dad. Her mom gave her 2 more dollars. If she spent 6 dollars.
How much more money did she receive from her dad than she did from her mom?",subtraction
625,"Robin's hair was 14 inches long. It grew by 8 inches. Then he cut off 20 inches.
How long is his hair now?",addition-subtraction
626,"Edward spent $ 16 to buy 92 books each book costing him the same amount of money. Now he has $ 6.
How much did Edward have before he spent his money?",addition-subtraction
627,"During summer break 34044 kids from Lawrence county go to camp and the other 134867 kids stay home. An additional 424944 kids from outside the county attended the camp.
How many kids in total attended the camp?",addition-subtraction
628,"Baker made 14 cakes and 153 pastries. If he sold 8 pastries and 97 cakes
How many more cakes than pastries did baker sell?",subtraction
629,"After a typhoon, 2 trees in Haley's backyard died. If she had grown 12 trees initially
How many trees does she have left?",subtraction
630,"Paco had 8 sweet cookies and 6 salty cookies. He ate 20 sweet cookies and 34 salty cookies.
How many more salty cookies than sweet cookies did he eat?",subtraction
631,"A grocery store had 79 bottles of regular soda, 53 bottles of diet soda and 42 apples.
How many more bottles of regular soda than diet soda did they have?",subtraction
632,"Carol was sending out birthday invitations to 12 friends. She bought 3 packs each one having the same number of invitations.
How many invitations are in each pack?",division-multiplication
633,"Jake has 13 fewer peaches and 3 more apples than Steven. Steven has 9 peaches and 8 apples.
How many apples does Jake have?",addition-subtraction
634,"Josh had 22 marbles in his collection. Jack gave him 20 marbles.
How many marbles does Josh have now?",addition-subtraction
635,"Faye had 31 packs of pencils each one having 6 pencils. She was placing her pencils into rows with 19 pencils in each row.
How many pencils does she have?",division-multiplication
636,"Jake has 84 more apples and 10 fewer peaches than Steven. Steven has 13 peaches and 52 apples.
How many peaches does Jake have?",subtraction
637,"Rebecca wants to split a collection of eggs into 4 groups. Rebecca has 8 eggs and 6 marbles.
How many eggs will each group have?",division-multiplication
638,"Jack received 4 emails and sent 2 letters in the morning. He then received 6 emails and sent 8 letters in the afternoon.
How many emails did Jack send in the day?",addition-subtraction
639,"Rachel had to complete 7 pages of math homework, 11 pages of reading homework and 8 more pages of biology homework.
How many more pages of reading homework than biology homework did she have?",subtraction
640,"Dan has $ 2. He bought some candy bar for $ 6 each one costing $ 3.
How many candy bar did he buy?",division-multiplication
641,"Lucy went to the grocery store. She bought 4 packs of cookie, 22 packs of cake and 16 packs of chocolate.
How many packs of groceries did she buy in all?",addition-subtraction
642,"The school has 304 grades and each grade has 75 students
How many students were there in total?",division-multiplication
643,"The cave is 1218 feet deep and they are already at 849 feet. If they are travelling at speed of 17
How much farther until they reach the end of the cave?",subtraction
644,"Bobby had 32 pieces of candy. He ate some pieces of candy. If he has 20 pieces of candy left
How many pieces of candy did Bobby eat?",subtraction
645,"Baker sold 8 cakes. If he had made 40 cakes initially
How many more cakes did baker make than those he sold?",subtraction
646,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 92 visitors came to the Buckingham palace that day. If there were 419 visitors the previous day and 103 visitors the day before that
How many visited the Buckingham palace before that day?",addition-subtraction
647,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 100 visitors came to the Buckingham palace on the previous day. If there were 666 visitors on that day
How many more visitors visited the Buckingham palace on that day than on the previous day?",subtraction
648,"In Haley's class 4 are boys who love to play marbles. If Haley has 23 marbles and wants to keep 15 marbles for herself
How many will each of the boys receive?",division-multiplication
649,"Matthew had 22 crackers and 34 cakes. If Matthew gave equal numbers of crackers and cakes to his 11 friends
How many crackers did each person eat?",division-multiplication
650,"Rachel has 3 apple trees. She picked 8 apples from each of her trees. Now the trees have a total 9 apples still on them.
How many apples were there on all trees initially?",addition-subtraction
651,"Mary is baking a cake. The recipe calls for 9 cups of flour and 11 cups of sugar. She already put in 4 cups of flour.
How many more cups of sugar than cups of flour does she need to add now?",subtraction
652,"The school is planning a field trip. The school has 17 classrooms. There are 46 school buses and a total of 92 students in the school. If all buses are full
How many seats are in each bus?",division-multiplication
653,"For Gwen's birthday she received some dollars. She spent 8 dollars and has 6 dollars left with her.
How much money did Gwen receive for her birthday?",addition-subtraction
654,"Danny collects bottle caps. He lost 66 bottle caps at the park. Now he has 25 bottle caps in his collection.
How many bottle caps did danny have at first?",addition-subtraction
655,"Jake has 6 fewer peaches than Steven. Steven has 18 more peaches than Jill. If jill has 5 peaches
How many peaches does Jake have?",subtraction
656,"During summer break 907611 kids from Lawrence county stay home and the other 455682 kids go to camp.
About how many kids are in Lawrence county?",addition-subtraction
657,"Jerry had 8 action figures and 9 books on a shelf in his room. Later he added 10 more books to the shelf.
How many books were on his shelf in all?",addition-subtraction
658,"4 birds and 6 storks were sitting on the fence. 2 more storks came to join them.
How many storks are sitting on the fence?",addition-subtraction
659,"Allan brought 6 balloons and Jake brought 2 balloons to the park. Jake then bought 3 more balloons at the park.
How many more balloons did Allan have than Jake in the park?",subtraction
660,"Faye was placing her pencils and crayons into 19 rows with 4 pencils and 27 crayons in each row.
How many pencils does she have?",division-multiplication
661,"The Razorback t-shirt shop sells each t-shirt for $ 201 dollars. During the Arkansas and Texas tech game they increased the prices by $ 217 per t-shirt and sold 14 t-shirts.
How much money did they make from selling the t-shirts?",division-multiplication
662,"Ed had 12 more marbles than Doug. Ed lost 20 of his marbles at the playground. If Ed had 17 marbles
How many marbles does Doug have now?",subtraction
663,"Lawrence county has 313473 kids. During summer break 274865 kids stay home and the rest go to camp.
How many kids go to the camp during the break?",subtraction
664,"The Razorback shop makes $ 210 dollars off each jersey and $ 240 off each t-shirt. During the Arkansas and Texas tech game they sold 177 t-shirts and 23 jerseys.
How much more does a t-shirt cost than a jersey?",subtraction
665,"Dan has $ 4. He bought a candy bar for $ 7 and a chocolate for $ 6.
How much money did he spend buying the candy bar and chocolate?",addition-subtraction
666,"Jerry had 4 action figures and 22 books on a shelf in his room. Later he added 6 more action figures to the shelf.
How many action figures were on his shelf in all?",addition-subtraction
667,"Mary is baking a cake. The recipe calls for 11 cups of sugar and some more cups of flour. She already put in 3 cups of flour. If she still needs to add 6 more cups of flour
How many cups of flour did the recipe require?",addition-subtraction
668,"Baker made 54 cakes and 143 pastries. If he sold 68 cakes and 92 pastries
How many more pastries than cakes did baker sell?",subtraction
669,"3 birds and 2 storks were sitting on the fence. 5 more birds came to join them.
How many birds and storks are sitting on the fence?",addition-subtraction
670,"Julia played tag with 7 kids on monday and 13 kids on tuesday. She played cards wtih 20 kids on wednesday.
How many kids did she play tag with altogether?",addition-subtraction
671,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 36 of the pickers that they fill 8 drums of grapes per day.
How many days will it take to fill 240 drums of grapes?",division-multiplication
672,"Bobby ate 23 pieces of candy. If he initially had 30 pieces of candy
How many pieces of candy does he still have left?",subtraction
673,"The Ferris wheel in paradise park has 18 seats. Each seat can hold 15 people. If 10 seats are broken
How many people can ride the Ferris wheel at the same time?",division-multiplication
674,"Robin's hair was 16 inches long. He cut off 11 inches. Then it again grew by 12 inches.
How long is his hair now?",addition-subtraction
675,"Frank was reading through his favorite book. The book had 193 pages equally distributed over 15 chapters. It took Frank 660 days to finish the book.
How many chapters did he read per day?",division-multiplication
676,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The grasshopper jumped 4 inches farther than the frog and the mouse jumped 44 inches lesser than the frog.
How far did the frog jump?",subtraction
677,"Winter is almost here and most animals are migrating to warmer countries. There are 18 bird families living near the mountain. If 38 bird families flew away to africa and 80 bird families flew away to asia
How many bird families flew away for the winter?",addition-subtraction
678,"Matthew had 23 crackers. He has 11 crackers left after he gave equal numbers of crackers to his 2 friends.
How many crackers did each friend eat?",division-multiplication
679,"Rachel's tree had 4 apples. She picked 2 apples from her tree. Thereafter 3 new apples grew on the tree.
How many apples are there on the tree now?",addition-subtraction
680,"Summer is almost here and most animals are migrating back to cooler countries. There are 87 bird families living near a mountain. If 18 new bird families joined them
How many bird families live near the mountain now?",addition-subtraction
681,"Danny collects bottle caps and wrappers. He found 15 bottle caps and 18 wrappers at the park. Now he has 67 wrappers and 35 bottle caps in his collection.
How many more wrappers than bottle caps does danny have now?",subtraction
682,"Melissa scored a total of 91 points in 13 games scoring the same for each game.
How many points did she score in each game?",division-multiplication
683,"Robin's hair was 17 inches long. He cut off some inches of her hair. If his hair is now 13 inches long
How much of his hair did he cut?",subtraction
684,"Baker made 56 pastries and 124 cakes. If he sold 104 cakes and 29 pastries
How many pastries would baker still have?",subtraction
685,"The school is planning a field trip. The school has 67 classrooms. There are 66 students in each classroom in the school. If there are 6 seats on each school bus
How many buses are needed to take the trip?",division-multiplication
686,"The Razorback t-shirt shop makes $ 87 dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of 95 t-shirts. If they sold 47 t-shirts during the Arkansas game
How much money did they make from selling the t-shirts?",division-multiplication
687,"3 birds were sitting on the fence. 2 more birds and 6 more storks came to join them.
How many more storks than birds are sitting on the fence?",subtraction
688,"The school is planning a field trip. The school has 21 classrooms. There are 98 students in the school and 7 school buses. If all buses are full
How many seats are in each bus?",division-multiplication
689,"Randy has 58 blocks. He uses 27 blocks to build a tower and 53 blocks to build a house.
How many blocks did he use to build the tower and the house altogether?",addition-subtraction
690,"Every day Ryan spends 5 hours on learning english and 4 hours on learning chinese. If he learns for 6 days
How many hours does he spend on learning chinese in all?",division-multiplication
691,"The Razorback shop makes $ 86 dollars off each t-shirt and $ 232 off each jersey. During the Arkansas and Texas tech game they sold 254 t-shirts and 43 jerseys.
How much more does a jersey cost than a t-shirt?",subtraction
692,"Danny collects bottle caps and wrappers. He found 66 wrappers and 39 bottle caps at the park. Now he has 16 bottle caps and 68 wrappers in his collection.
How many wrappers did danny have at first?",subtraction
693,"Haley grew 14 trees in her backyard. After a typhoon 9 died.
How many more trees died in the typhoon than those that survived?",subtraction
694,"He has 9 apples more than Adam and Jackie together do. Adam and Jackie have 7 apples between them.
How many apples does He have?",addition-subtraction
695,"Dave had 11 apps and 3 files on his phone. After deleting some apps and files he had 24 files and 2 apps left.
How many more files than apps does he have left on the phone?",subtraction
696,"Rebecca wants to split a collection of eggs into groups of 11. If each group has 2 eggs
How many eggs does Rebecca have?",division-multiplication
697,"Jack received 10 emails in the morning, 7 emails in the afternoon and 17 emails in the evening.
How many more emails did Jack receive in the morning than in the afternoon?",subtraction
698,"Adam could fit 11 action figures on each shelf in his room. His room has 4 shelves and 40 cabinets.
How many total action figures could his shelves hold?",division-multiplication
699,"Lucy went to the grocery store. She bought 10 packs of cookie and 4 packs of cake.
How many more packs of cookie did she buy over cake?",subtraction
700,"Every day Ryan spends 6 hours on learning english and 2 hours on learning chinese.
How many more hours does he spend on learning english than he does on learning chinese?",subtraction
701,"David did 40 more push-ups but 17 less crunches than Zachary in gym class today. If Zachary did 34 push-ups and 62 crunches
How many crunches did David do?",subtraction
702,"The grasshopper and the frog had a jumping contest. The frog jumped 39 inches and the grasshopper jumped 17 inches.
How much farther did the frog jump than the grasshopper?",subtraction
703,"Paul had 50 books. After buying some in a garage sale he had 151 left.
How many books did he buy?",subtraction
704,"If they are already at 659 feet and the cave is 762 feet deep
How much farther until they reach the end of the cave?",subtraction
705,"Katie had 78 new games and 86 old games. Her friends had 48 new games.
How many new games do they have together?",addition-subtraction
706,"Josh had 19 marbles in his collection. He lost 11 marbles and found 5 new ones.
How many marbles does he have now?",addition-subtraction
707,"Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now
How many action figures did he add to the shelf?",subtraction
708,"Rachel has 52 apple trees. She picked 2 apples from 1 of her trees. Now the tree has 7 apples still on it.
How many apples did the tree have to begin with?",addition-subtraction
709,"We ordered 9 pizzas. Each pizza has 10 slices. If there are 2 of us
How many slices of pizza does each of us get if distributed equally?",division-multiplication
710,"Jack received a total of 9 emails in the day. If he received 7 emails in the morning and some more in the afternoon
How many emails did Jack receive in the afternoon?",subtraction
711,"A grocery store had 19 bottles of diet soda and 60 bottles of regular soda.
How many more bottles of regular soda than diet soda did they have?",subtraction
712,"A book has 3 chapters. The first chapter is 35 pages long the second chapter is 18 pages long and the third chapter is 3 pages long.
How many more pages does the second chapter have than the third chapter?",subtraction
713,"Randy has 97 blocks. He uses some blocks to build a tower. If there are 72 blocks left
How many blocks did he use to build the tower?",subtraction
714,"Because of the decision Sofia asked the students to suggest specific types of food. 182 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If 166 more students suggested adding bacon than those that suggested mashed potatoes
How many students suggested bacon?",addition-subtraction
715,"A waiter had 13 customers. After some left he got 4 new customers. If he still had 9 customers
How many customers left?",subtraction
716,"Every day Ryan spends 3 hours on learning english and some more hours on learning chinese. If he spends a total of 4 hours on learning english and chinese everyday
How many hours does he spend on learning chinese?",subtraction
717,"A book has 2 chapters across 81 pages. The second chapter is 68 pages long.
How many pages are in the second chapter?",subtraction
718,"White t - shirts can be purchased in packages. If mom buys 28 packages which contain 56 white t - shirts in total
How many white t - shirts does each package have?",division-multiplication
719,"Baker made 52 pastries and 84 cakes. If he sold 102 cakes and 94 pastries
How many more cakes than pastries did baker make?",subtraction
720,"Jessie weighed 71 kilograms. After she started to go jogging everyday she lost 20 kilograms.
How much does she weigh now?",subtraction
721,"Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home.
How many kids stay home?",subtraction
722,"Dave had 17 apps and 21 files on his phone. After deleting some apps and files he had 3 apps and 7 files left.
How many files did he delete?",subtraction
723,"If you had 33 cookies and each bag has 11 cookies
How many bags of cookies do you have?",division-multiplication
724,"He then went to see the oranges being harvested. He found out that they harvest 66 sacks per day and that each sack containes 25 oranges.
How many oranges will they have after 87 days of harvest?",division-multiplication
725,"Nell collects baseball cards. She had 242 cards. She gave 136 of her cards to Jeff.
How many cards does Nell have left?",subtraction
726,"Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 90 chocolate chip cookies yesterday and 51 raisin cookies and 484 chocolate chip cookies this morning.
How many chocolate chip cookies did Helen bake?",addition-subtraction
727,"There were 13 roses in the vase. Jessica cut some more roses from her flower garden which had a total of 12 roses. There are now 21 roses in the vase.
How many roses are left in the garden?",subtraction
728,"Jerry had some action figures on a shelf in his room. Later he added 2 more action figures to the shelf and removed 7 of the old ones. If there are 10 action figures on his shelf now
How many action figures did he have initially on the shelf?",subtraction
729,"A book has 2 chapters across 23 pages. The first chapter is 10 pages long.
How many pages are in the first chapter?",subtraction
730,"Paul had 21 books. After selling some in a garage sale he bought 42 new ones. If he has 15 books now
How many more books did he sell than he bought?",subtraction
731,"Allan and Jake brought 3 balloons to the park. If Allan brought 2 balloons
How many balloons did Jake bring to the park?",subtraction
732,"There are 270 students in a school. If the school has 5 students in each grades and each grade has the same number of students
How many grades are there in total?",division-multiplication
733,"After finding some bottle caps at the park danny has 32 bottle caps in his collection. If he had 25 bottle caps in his collection earlier
How many bottle caps did he find at the park?",subtraction
734,"A mailman has to give 32 pieces of junk mail to each of the 55 blocks. If he gives 8 mails to each house in a block
How many houses are there in a block?",division-multiplication
735,"Winter is almost here and most animals are migrating to warmer countries. There are 41 bird families living near the mountain. If 35 bird families flew away to asia and 62 bird families flew away to africa
How many more bird families flew away to africa than those that flew away to asia?",subtraction
736,"Paul got a box of 65 crayons for his birthday. During the school year he gave 213 crayons to his friends while he lost 16 crayons.
How many crayons had been lost or given away?",addition-subtraction
737,"Rachel had to complete 5 pages of math homework and yet more pages of reading homework. If she had to complete a total of 7 pages of homework
How many pages of reading homework did she have to complete?",subtraction
738,"Brenda's mother made cookies for 5. She prepared 22 cookies but had to throw away 17 cookies. If each of them had the same number of cookies
How many did each of them have?",division-multiplication
739,"There were 6 roses and 20 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 21 orchids and 22 roses in the vase.
How many more roses than orchids are there in the vase now?",subtraction
740,"He had a total of 40 saltwater animals in different aquariums. Each aquarium has 2 animals in it.
How many aquariums did he have?",division-multiplication
741,"Every day Ryan spends 6 hours on learning english and 7 hours on learning chinese. If he learns for 5 days
How many hours does he spend on learning english and chinese in all?",division-multiplication
