,text,labels
106,if the radius of the sphere is 14 m . then its total surface area is,ELEMENTARY
107,a volume of 10996 l water is in a container of sphere . how many hemisphere of volume 4 l each will be required to transfer all the water into the small hemispheres ?,ELEMENTARY
108,the area of rectangular field of length 90 meters and breadth 80 meters is equal to the area of a square plot . what will be the length of the diagonal of the square plot ?,ELEMENTARY
109,the parameter of a square is equal to the perimeter of a rectangle of length 22 cm and breadth 16 cm . find the circumference of a semicircle whose diameter is equal to the side of the square . ( round off your answer to two decimal places ),ELEMENTARY
110,the base of a triangle is 15 cm and height is 12 cm . the height of another triangle of double the area having the base 20 cm is :,ELEMENTARY
111,"rectangular tile each of size 20 cm by 30 cm must be laid horizontally on a rectangular floor of size 100 cm by 150 cm , such that the tiles do not overlap and they are placed with edges jutting against each other on all edges . a tile can be placed in any orientation so long as its edges are parallel to the edges of floor . no tile should overshoot any edge of the floor . the maximum number of tiles that can be accommodated on the floor is :",ELEMENTARY
112,"the length of a rectangular field is 7 / 5 its width . if the perimeter of the field is 336 meters , what is the width of the field ?",ELEMENTARY
113,"the mass of 1 cubic meter of a substance is 200 kg under certain conditions . what is the volume in cubic centimeters of 1 gram of this substance under these conditions ? ( 1 kg = 1,000 grams and 1 cubic meter = 1 , 000,000 cubic centimeters )",ELEMENTARY
114,"a rectangular field is to be fenced on three sides leaving a side of 8 feet uncovered . if the area of the field is 680 sq . ft , how many feet of fencing will be required ?",ELEMENTARY
115,smita was making a cube with dimensions 5 * 5 * 5 using 1 * 1 * 1 cubes . what is the number of cubes needed to make a hollow cube looking of the same shape ?,ELEMENTARY
116,find the area of the quadrilateral of one of its diagonals is 15 cm and its off sets 6 cm and 4 cm ?,ELEMENTARY
117,a cubical block of metal weighs 6 pounds . how much will another cube of the same metal weigh if its sides are twice as long ?,ELEMENTARY
118,"if the volume of two cubes are in the ratio 64 : 1 , the ratio of their edges is :",ELEMENTARY
119,four horses are tethered at four corners of a square plot of side 63 metres so that they just can not reach one another . the area left ungrazed is :,ELEMENTARY
120,"a cubic object 3 ' ' x 3 ' ' x 3 ' ' is painted blue on all the outside surfaces , including the top and bottom . if the cube is cut into 27 cubes of 1 ' ' x 1 ' ' x 1 ' ' , how many 1 ' ' cubes do have any painted surfaces ?",ELEMENTARY
121,"rectangle a has sides a and b , and rectangle b has sides c and d . if a / c = b / d = 3 / 5 , what is the ratio of rectangle a ’ s area to rectangle b ’ s area ?",ELEMENTARY
122,the area of a square field is 4802 m ( power ) 2 the length of its diagonal is :,ELEMENTARY
123,"the area of the house of a hall is 20 m 2 that of a longer wall 10 m 2 and of the shorter wall 8 m 2 , find the edge of the new cube ?",ELEMENTARY
124,find the surface area of a 8 cm x 4 cm x 2 cm brick .,ELEMENTARY
125,the length of a rectangle is reduced by 22 % . by what % would the width have to be increased to maintainthe original area ?,ELEMENTARY
126,"if the difference between the length and breadth of a rectangle is 23 m and its perimeter is 226 m , what is its area ?",ELEMENTARY
127,"frank the fencemaker needs to fence in a rectangular yard . he fences in the entire yard , except for one full side of the yard , which equals 40 feet . the yard has an area of 320 square feet . how many feet offence does frank use ?",ELEMENTARY
128,the floor of a rectangular room is 15 m long and 12 m wide . the room is surrounded by a verandah of width 2 m on all its sides . the area of the verandah is :,ELEMENTARY
129,the side of a rhombus is 20 m and length of one of its diagonals is 16 m . the area of the rhombus is ?,ELEMENTARY
130,"the length of a rectangle is halved , while its breadth is tripled . whatis the % change in area ?",ELEMENTARY
131,"a metallic sheet is of rectangular shape with dimensions 50 m x 36 m . from each of its corners , a square is cut off so as to make an open box . if the length of the square is 8 m , the volume of the box ( in m 3 ) is :",ELEMENTARY
132,"the size of a television screen is given as the length of the screen ' s diagonal . if the screens were flat , then the area of a square 21 - inch screen would be how many square inches greater than the area of a square 17 - inch screen ?",ELEMENTARY
133,"a rectangular field is to be fenced on three sides leaving a side of 10 feet uncovered . if the area of the field is 600 sq . ft , how many feet of fencing will be required ?",ELEMENTARY
134,how many cubes of edge 2 dm can be cut out of a meter cube ?,ELEMENTARY
135,"a snooker tournament charges $ 40.00 for vip seats and $ 10.00 for general admission ( “ regular ” seats ) . on a certain night , a total of 320 tickets were sold , for a total cost of $ 7,500 . how many fewer tickets were sold that night for vip seats than for general admission seats ?",ELEMENTARY
136,the area of sector of a circle whose radius is 12 metro and whose angle at the center is 39 ° is ?,ELEMENTARY
137,30 square stone slabs of equal size were needed to cover a floor area of 67.5 sq . m . find the length of each stone slab ?,ELEMENTARY
138,a gardener changed the size of his rectangle shaped garden by increasing it ' s length by 40 % & decreasing is ' s width by 20 % . find area of new garden .,ELEMENTARY
139,"in a rectangular coordinate system , what is the area of a rhombus whose vertices have the coordinates ( 0 , 3.5 ) , ( 11 , 0 ) , ( 0 , - 3.5 ) , ( - 11 , 0 ) ?",ELEMENTARY
140,the area of a triangle is with base 8.4 m and height 5.8 m ?,ELEMENTARY
141,the length of the rectangular field is double its width . inside the field there is square shaped pond 8 m long . if the area of the pond is 1 / 2 of the area of the field . what is the length of the field ?,ELEMENTARY
142,"what will be the cost of building a fence around a square plot with area equal to 36 sq ft , if the price per foot of building the fence is rs . 58 ?",ELEMENTARY
143,a goat is tied to one corner of a square plot of side 12 m by a rope 7 m long . find the area it can graze ?,ELEMENTARY
144,the cube root of . 000343 is,ELEMENTARY
145,how many pieces can a square pizza be cut into by making 4 linear cuts ?,ELEMENTARY
146,a rectangular swimming pool is 10 feet by 12 feet . a deck that has uniform width surrounds the pool . the total area of the pool and deck is 360 square feet . what is the width of the deck ?,ELEMENTARY
147,the dimensions of a room are 25 feet * 15 feet * 12 feet . what is the cost of white washing the four walls of the room at rs . 5 per square feet if there is one door of dimensions 6 feet * 3 feet and three windows of dimensions 4 feet * 3 feet each ?,ELEMENTARY
148,two cylinders are of the same height . their radii are in the ratio 1 : 3 . if the volume of the first cylinder is 40 cc . find the volume of the second cylinder ?,ELEMENTARY
149,the volume of a cube is 3375 cc . find its surface .,ELEMENTARY
150,"a rectangular farm has to be fenced one long side , one short side and the diagonal . if the cost of fencing is rs . 13 per meter . the area of farm is 1200 m 2 and the short side is 30 m long . how much would the job cost ?",ELEMENTARY
151,"a rectangular field is to be fenced on three sides leaving a side of 20 feet uncovered . if the area of the field is 50 sq . feet , how many feet of fencing will be required ?",ELEMENTARY
152,the diagonal of a rhombus are 65 m and 60 m . its area is :,ELEMENTARY
153,"find the perimeter of a triangle with sides measuring 5 centimeters , 20 centimeters and 30 centimeters .",ELEMENTARY
154,if the height of a cone is increased by 130 % then its volume is increased by ?,ELEMENTARY
155,"a cube of edge 17 cm is immersed completely in a rectangular vessel containing water . if the dimensions of the base of vessel are 20 cm * 15 cm , find the rise in water level ?",ELEMENTARY
156,a box measuring 49 inches long by 42 inches wide by 14 inches deep is to be filled entirely with identical cubes . no space is to be left unfilled . what is the smallest number of cubes that can accomplish this objective ?,ELEMENTARY
157,the height of cylinder is 14 cm and its diameter is 10 cm . the volume of the cylinder is :,ELEMENTARY
158,the volume of a cube is 343 cc . find its surface .,ELEMENTARY
159,"you buy a piece of land with an area of â ˆ š 1024 , how long is one side of the land plot ?",ELEMENTARY
160,the length of a rectangular plot is 10 mtr more than its width . the cost of fencing the plot along its perimeter at the rate of rs . 6.5 mtr is rs . 2210 . the perimeter of the plot is ?,ELEMENTARY
161,"if a rectangular billboard has an area of 104 square feet and a perimeter of 42 feet , what is the length of each of the shorter sides ?",ELEMENTARY
162,what is the sum of the squares of the first 20 natural numbers ( 1 to 20 ) ?,ELEMENTARY
163,an error 2 % in excess is made while measuring the side of asquare . the % of error in the calculated area of the square is ?,ELEMENTARY
164,the area of a triangle is with base 4 m and height 8 m ?,ELEMENTARY
165,a trainer is standing in one corner of a square ground of side 25 m . his voice can be heard upto 140 m . find the area of the ground in which his voice can be heard ?,ELEMENTARY
166,"in a rectangular coordinate system , what is the area of a rectangle whose vertices have the coordinates ( - 3 , 1 ) , ( 1 , 1 ) , ( 1 , - 2 ) and ( - 3 , - 2 ) ?",ELEMENTARY
167,the perimeter of one face of a cube is 32 cm . its volume will be :,ELEMENTARY
168,"if paint costs $ 3.20 per quart , and a quart covers 10 square feet , how much will it cost to paint the outside of a cube 10 feet on each edge ?",ELEMENTARY
169,"in a rectangular coordinate system , what is the area of a triangle whose vertices have the coordinates ( - 1 , 0 ) , ( 7 , 4 ) , and ( 7 , - 4 ) ?",ELEMENTARY
170,"in a new housing development , trees are to be planted along the sidewalk of a certain street . each tree takes up one square foot of sidewalk space , and there are to be 10 feet between each tree . how many trees can be planted if the road is 166 feet long ?",ELEMENTARY
171,a cube is painted red on all faces . it is then cut into 27 equal smaller cubes . how many l cubes are painted on only 2 faces ?,ELEMENTARY
172,"if the sides of a triangle are 78 cm , 72 cm and 30 cm , what is its area ?",ELEMENTARY
173,"the slant height of a cone is 22 cm and radius of the base is 7 cm , find the curved surface of the cone ?",ELEMENTARY
174,the length of a rectangular plot is 10 mtr more than its width . the cost of fencing the plot along its perimeter at the rate of rs . 6.5 mtr is rs . 1170 . the perimeter of the plot is ?,ELEMENTARY
175,there are two circles of different radii . the are of a square is 784 sq cm and its side is twice the radius of the larger circle . the radius of the larger circle is 7 - third that of the smaller circle . find the circumference of the smaller circle .,ELEMENTARY
176,"if the diameter of circle r is 80 % of the diameter of circle s , the area of circle r is what percent of the area of circle s ?",ELEMENTARY
177,find the perimeter and area of a square of side 9 cm .,ELEMENTARY
178,some students are standing in a circle in which 6 th and the 16 th student are standing opposite to each other . find how many students were present there .,ELEMENTARY
179,"the length of a rectangle is two - fifths of the radius of a circle . the radius of the circle is equal to the side of the square , whose area is 3025 sq . units . what is the area ( in sq . units ) of the rectangle if the rectangle if the breadth is 10 units ?",ELEMENTARY
180,"how much space , in cubic units , is left vacant when maximum number of 4 x 4 x 4 cubes are fitted in a rectangular box measuring 10 x 12 x 16 ?",ELEMENTARY
181,"the length of a rectangle is two - fifths of the radius of a circle . the radius of the circle is equal to the side of the square , whose area is 1600 sq . units . what is the area ( in sq . units ) of the rectangle if the rectangle if the breadth is 10 units ?",ELEMENTARY
182,the length of the rectangular field is double its width . inside the field there is square shaped pond 8 m long . if the area of the pond is 1 / 98 of the area of the field . what is the length of the field ?,ELEMENTARY
183,"a rectangular courtyard 3.78 meters long 5.25 meters wide is to be paved exactly with square tiles , all of the same size . what is the largest size of the tile which could be used for the purpose ?",ELEMENTARY
184,"a lady builds 10 cm length , 13 cm width , and 5 cm height box using 5 cubic cm cubes . what is the minimum number of cubes required to build the box ?",ELEMENTARY
185,"if the area of a square with sides of length 8 centimeters is equal to the area of a rectangle with a width of 4 centimeters , what is the length of the rectangle , in centimeters ?",ELEMENTARY
186,"a clockwise rotation around point z ( that is , a rotation in the direction of the arrow ) transforms the shaded quadrilateral to the unshaded quadrilateral . the angle of rotation is approximately",ELEMENTARY
187,what is the area of square field whose side of length 14 m ?,ELEMENTARY
188,"of the two square fields , the area of the one is 1 hectare , while anothe one is broader by 1 % . there differences in area is :",ELEMENTARY
189,"there is a rectangular prism made of 1 in cubes that has been covered in tin foil . there are exactly 128 cubes that are not touching any tin foil on any of their sides . if the width of the figure created by these 128 cubes is twice the length and twice the height , what is the measure q in inches of the width of the foil covered prism ?",ELEMENTARY
190,a spirit and water solution is sold in a market . the cost per liter of the solution is directly proportional to the part ( fraction ) of spirit ( by volume ) the solution has . a solution of 1 liter of spirit and 1 liter of water costs 60 cents . how many cents does a solution of 1 liter of spirit and 2 liters of water cost ?,ELEMENTARY
191,the diagonals of a rhombus are 14 cm and 20 cm . find its area ?,ELEMENTARY
192,the volume of a cube is 1331 cc . find its surface .,ELEMENTARY
193,"a football field is 9600 square yards . if 1200 pounds of fertilizer are spread evenly across the entire field , how many pounds of fertilizer were spread over an area of the field totaling 5600 square yards ?",ELEMENTARY
194,the perimeter of one face of a cube is 20 cm . its volume will be :,ELEMENTARY
195,"a square mirror has exactly half the area of the rectangular wall on which it is hung . if each side of the mirror is 18 inches and the width of the wall is 32 inches , what is the length of the wall , in inches ?",ELEMENTARY
196,"what will be the cost of building a fence around a square plot with area equal to 144 sq ft , if the price per foot of building the fence is rs . 58 ?",ELEMENTARY
197,"the roof of an apartment building is rectangular and its length is 4 times longer than its width . if the area of the roof is 900 feet squared , what is the difference between the length and the width of the roof ?",ELEMENTARY
198,"the surface area of a sphere is 4 π r 2 , where r is the radius of the sphere . if the area of the base of a hemisphere is 3 , what is the surface area q of that hemisphere ?",ELEMENTARY
199,"in right triangle abc , ac is the hypotenuse . if ac is 50 and ab + bc = 70 , what is the area of the triangle abc ?",ELEMENTARY
200,cubes with each side one inch long are glued together to form a larger cube . the larger cube ' s face is painted with red color and the entire assembly is taken apart . 22 small cubes are found with no paints on them . how many of unit cubes have at least one face that is painted red ?,ELEMENTARY
201,"if the sides of a triangle are 30 cm , 28 cm and 10 cm , what is its area ?",ELEMENTARY
202,"if the side length of square b is sqrt ( 3 ) times that of square a , the area of square b is how many times the area of square a ?",ELEMENTARY
203,one side of a rectangular field is 15 m and one of its diagonal is 17 m . find the area of the field .,ELEMENTARY
204,"if a rectangular billboard has an area of 120 square feet and a perimeter of 46 feet , what is the length of each of the shorter sides ?",ELEMENTARY
205,a park square in shape has a 3 metre wide road inside it running along its sides . the area occupied by the road is 1764 square metres . what is the perimeter along the outer edge of the road ?,ELEMENTARY
206,the diagonals of a rhombus are 12 cm and 10 cm . find its area ?,ELEMENTARY
207,"the radius of a cylinder is 12 m , height 21 m . the lateral surface area of the cylinder is :",ELEMENTARY
208,a cylinder with base radius of 8 cm and height of 2 cm is melted to form a cone of height 6 cm . the radius of the cone will be :,ELEMENTARY
209,"if the sides of a rectangle are increased by 15 % , what is the percentage increase in the area ?",ELEMENTARY
210,"in the xy - plane , a triangle has vertices ( 00 ) , ( 40 ) and ( 410 ) . if a point ( a , b ) is selected at random from the triangular region , what is the probability that a - b > 0 ?",ELEMENTARY
211,"a rectangular floor is covered by a rug except for a strip 4 meters wide along each of the four edge . if the floor is 25 meters by 20 meters , what is the area of the rug in square meters ?",ELEMENTARY
212,"the percentage increase in the area of rectangle , if each of its side is increased by 20 % is ?",ELEMENTARY
213,a cube is painted such that one pair of surfaces is painted brown and the other pair of surfaces is painted orange . the cube is cut in to 64 small cubes of equal size . find how many cubes have both the color brown and orange ?,ELEMENTARY
214,"the length of each side of square a is increased by 100 percent to make square b . if the length of the side of square b is increased by 80 percent to make square c , by what percent is the area of square c greater than the sum of the areas of squares a and b ?",ELEMENTARY
215,"you buy a piece of land with an area of â ˆ š 400 , how long is one side of the land plot ?",ELEMENTARY
216,the floor of a rectangular room is 19 m long and 12 m wide . the room is surrounded by a veranda of width 2 m on all its sides . the area of the veranda is :,ELEMENTARY
217,find the area of circle whose diameter is 8 m .,ELEMENTARY
218,"right triangle abc is the base of the prism in the figure above . if ab = ac = √ 2 and the height of the prism is 3 , what is the volume of the prism ?",ELEMENTARY
219,what is the area of square field whose side of length 10 m ?,ELEMENTARY
220,the dimensions of a room are 25 feet * 15 feet * 12 feet . what is the cost of white washing the four walls of the room at rs . 6 per square feet if there is one door of dimensions 6 feet * 3 feet and three windows of dimensions 4 feet * 3 feet each ?,ELEMENTARY
221,"a rectangular park 60 m long and 40 m wide has two concrete crossroads running in the middle of the park and rest of the park has been used as a lawn . if the area of the lawn is 2109 sq . m , then what is the width of the road ?",ELEMENTARY
222,the radius of the two circular fields is in the ratio 3 : 10 the area of the first field is what percent less than the area of the second ?,ELEMENTARY
223,"if the sides of a triangle are 39 cm , 32 cm and 10 cm , what is its area ?",ELEMENTARY
224,find the area of a parallelogram with base 12 cm and height 10 cm ?,ELEMENTARY
225,a rectangular mat has an area of 120 sq . metres and perimeter of 46 m . the length of its diagonal is :,ELEMENTARY
226,"a lady grows cabbage in her garden that is in the shape of a square . each cabbage takes 1 square foot of area in her garden . this year , she has increased her output by 127 cabbages when compared to last year . the shape of the area used for growing the cabbage has remained a square in both these years . how many cabbages did she produce this year ?",ELEMENTARY
227,the circumferences of two circles are 528 meters and 704 meters . find the difference between the areas of the larger and the smaller circles ?,ELEMENTARY
228,"if the volume of two cubes are in the ratio 125 : 1 , the ratio of their edges is :",ELEMENTARY
229,"if the sides of a triangle are 28 cm , 26 cm and 12 cm , what is its area ?",ELEMENTARY
230,"a rectangular tiled patio is composed of 160 square tiles . the rectangular patio will be rearranged so that there will be 2 fewer columns of tiles and 4 more rows of tiles . after the change in layout , the patio will still have 160 tiles , and it will still be rectangular . how many rows are in the tile patio before the change in layout ?",ELEMENTARY
231,"what is the radius of the incircle of the triangle whose sides measure 5 , 12 and 13 units ?",ELEMENTARY
232,"a rectangular wall is covered entirely with two kinds of decorative tiles : regular and jumbo . 1 / 3 of the tiles are jumbo tiles , which have a length three times that of regular tiles and have the same ratio of length to width as the regular tiles . if regular tiles cover 60 square feet of the wall , and no tiles overlap , what is the area of the entire wall ?",ELEMENTARY
233,a volume of 10940 l water is in a container of sphere . how many hemisphere of volume 4 l each will be required to transfer all the water into the small hemispheres ?,ELEMENTARY
234,"the radius of a cone is 10 m , height 21 m . the volume of the cone is :",ELEMENTARY
235,2.2 cubic dm of lead is to be drawn into a cylindrical wire 0.50 cm diameter . find the length of the wire in meters .,ELEMENTARY
236,"if the length , breadth and the height of a cuboid are in the ratio 6 : 5 : 4 and if the total surface area is 33300 cm 2 cm 2 , then the length , breadth and height in cms , are respectively .",ELEMENTARY
237,the dimensions of a room are 25 feet * 15 feet * 12 feet . what is the cost of white washing the four walls of the room at rs . 3 per square feet if there is one door of dimensions 6 feet * 3 feet and three windows of dimensions 4 feet * 3 feet each ?,ELEMENTARY
238,"a squirrel runs up a cylindrical post , in a perfect spiral path making one circuit for each rise of 4 feet . how many feet does the squirrel travels if the post is 12 feet tall and 3 feet in circumference ?",ELEMENTARY
239,what is the area of a square field whose diagonal of length 12 m ?,ELEMENTARY
240,the area of sector of a circle whose radius is 12 metro and whose angle at the center is 54 â ° is ?,ELEMENTARY
241,"a rectangular rug with side lengths of 2 feet and 7 feet is placed on a square floor that has an area of 64 square feet . if the surface of the rug does not extend beyond the area of the floor , what fraction of the area of the floor is not covered by the rug ?",ELEMENTARY
242,"if y is the smallest positive integer such that 4410 multiplied by y is the square of an integer , then y must be",ELEMENTARY
243,"the base of pyramid p is an isosceles right triangle whose leg is 3 . if the height of p is 4 , what is the volume of p ?",ELEMENTARY
244,the perimeter of an isosceles right triangle is 8 + 8 sq rt 2 . what is the length of the hypotenuse of the triangle ?,ELEMENTARY
245,"a rectangular field is to be fenced on three sides leaving a side of 20 feet uncovered . if the area of the field is 120 sq . feet , how many feet of fencing will be required ?",ELEMENTARY
246,guadalupe owns 2 rectangular tracts of land . one is 300 m by 500 m and the other is 250 m by 630 m . the combined area of these 2 tracts is how many square meters ?,ELEMENTARY
247,the parameter of a square is equal to the perimeter of a rectangle of length 22 cm and breadth 20 cm . find the circumference of a semicircle whose diameter is equal to the side of the square .,ELEMENTARY
248,the area of a rectangular field is equal to 300 square meters . its perimeter is equal to 70 meters . find the length and width of this rectangle .,ELEMENTARY
249,"in measuring the sides of a rectangle , one side is taken 8 % in excess , and the other 7 % in deficit . find the error percent in the area calculated from these measurements .",ELEMENTARY
250,"a metallic sheet is of rectangular shape with dimensions 40 m x 30 m . from each of its corners , a square is cut off so as to make an open box . if the length of the square is 8 m , the volume of the box ( in m cube ) is :",ELEMENTARY
251,find the area of a parallelogram with base 26 cm and height 14 cm ?,ELEMENTARY
252,a cylinder and a cone have the same height and same radius of base . the ratio between the volumes of the cylinder and the cone is :,ELEMENTARY
253,what is the ratio between perimeters of two squares one having 5 times the diagonal then the other ?,ELEMENTARY
254,find the area of a parallelogram with base 48 cm and height 36 cm ?,ELEMENTARY
255,what is the area of square field whose side of length 5 m ?,ELEMENTARY
256,the perimeter of a triangle is 32 cm and the inradius of the triangle is 2.5 cm . what is the area of the triangle,ELEMENTARY
257,"the width of a rectangular hall is ½ of its length . if the area of the hall is 800 sq . m , what is the difference between its length and breadth ?",ELEMENTARY
258,the area of an isosceles trapezoid with sides of length 5 and bases of length 11 and 17 is ?,ELEMENTARY
259,find the area of a parallelogram with base 36 cm and height 18 cm ?,ELEMENTARY
260,a circular wire of radius 42 cm is cut and bent into the form of a rectangle whose sides are in the ratio of 6 : 5 . the smaller side of the rectangle is :,ELEMENTARY
261,the side of a rhombus is 22 m and length of one of its diagonals is 16 m . the area of the rhombus is ?,ELEMENTARY
262,the side of a square is increased by 15 % then how much % does its area increases ?,ELEMENTARY
263,"if the volume of two cubes are in the ratio 27 : 8 , the ratio of their edges is :",ELEMENTARY
264,a box measuring 30 inches long by 48 inches wide by 12 inches deep is to be filled entirely with identical cubes . no space is to be left unfilled . what is the smallest number of cubes that can accomplish this objective ?,ELEMENTARY
265,"rain is falling at a rate of 10 centimeters per hour all over north carolina . somewhere downtown in north carolina a group of people are waiting for the rain to stop . if the rain filled a round puddle the with a base area of 300 square centimeters and a depth of 30 centimeters , how long did the people wait for the rain to stop ?",ELEMENTARY
266,the diagonals of a rhombus are 20 cm and 25 cm . find its area ?,ELEMENTARY
267,"a rectangular tank needs to be coated with insulation . the tank has dimensions of 4 feet , 5 feet , and 2 feet . each square foot of insulation costs $ 20 . how much will it cost to cover the surface of the tank with insulation ?",ELEMENTARY
268,the dimensions of a room are 25 feet * 15 feet * 12 feet . what is the cost of white washing the four walls of the room at rs . 2 per square feet if there is one door of dimensions 6 feet * 3 feet and three windows of dimensions 4 feet * 3 feet each ?,ELEMENTARY
269,"huey ' s hip pizza sells two sizes of square pizzas : a small pizza that measures 8 inches on a side and costs $ 10 , and a large pizza that measures 12 inches on a side and costs $ 20 . if two friends go to huey ' s with $ 30 apiece , how many more square inches of pizza can they buy if they pool their money than if they each purchase pizza alone ?",ELEMENTARY
270,"20 business executives and 7 chairmen meet at a conference . if each business executive shakes the hand of every other business executive and every chairman once , and each chairman shakes the hand of each of the business executives but not the other chairmen , how many handshakes would take place ?",ELEMENTARY
271,what is the area of square field whose side of length 25 m ?,ELEMENTARY
272,abcd is a square where ab = â ˆ š 4008 . let x be a point on ab and y be a point on cd such that ax = cy . compute the area of trapezoid axyd .,ELEMENTARY
273,what would be the perimeter of the square whose side is equal to the diameter of the circle whose perimeter is 52.5 cm ?,ELEMENTARY
274,"carol and jordan draw rectangles of equal area . if carol ' s rectangle measures 5 inches by 24 inches and jordan ' s rectangle is 8 inches long , how wide is jordan ' s rectangle , in inches ?",ELEMENTARY
275,"if the sides of a triangle are 26 cm , 24 cm and 10 cm , what is its area ?",ELEMENTARY
276,the breath of a rectangular landscape is 6 times its length . there is a playground in it whose area is 4200 square mtr & which is 1 / 7 th of the total landscape . what is the breath of the landscape ?,ELEMENTARY
277,in a certain circle there are 10 points . what is the number of the triangles connecting 5 points of the 10 points ?,ELEMENTARY
278,what is the area of a rectangle whose length is twice its width and whose perimeter is equal to that of a square whose area is 1 ?,ELEMENTARY
279,the edge of a cube is 7 a cm . find its surface ?,ELEMENTARY
280,the area of a square field is 400 km 2 . how long will it take for a horse to run around at the speed of 20 km / h ?,ELEMENTARY
281,"huey ' s hip pizza sells two sizes of square pizzas : a small pizza that measures 9 inches on a side and costs $ 10 , and a large pizza that measures 14 inches on a side and costs $ 20 . if two friends go to huey ' s with $ 30 apiece , how many more square inches of pizza can they buy if they pool their money than if they each purchase pizza alone ?",ELEMENTARY
282,"if f is the smallest positive integer such that 3,150 multiplied by f is the square of an integer , then f must be",ELEMENTARY
283,the area of a circle of radius 5 is numerically what percent of its circumference ?,ELEMENTARY
284,the length and breadth of a rectangle is increased by 10 % and 25 % respectively . what is the increase in the area ?,ELEMENTARY
285,"if the sides of a square are multiplied by sqrt ( 5 ) , the area of the original square is how many times as large as the area of the resultant square ?",ELEMENTARY
286,"if the length of the sides of two cubes are in the ratio 2 : 1 , what is the ratio of their total surface area ?",ELEMENTARY
287,"juan and his five friends will sit on six fixed seats around a circular table . if juan must sit on the seat closest to the window and jamal must sit next to juan , in how many can juan and his five friends sit ?",ELEMENTARY
288,"the weight of a hollow sphere is directly dependent on its surface area . the surface area of a sphere is 4 π · r ^ 2 , where r is the radius of the sphere . if a hollow sphere of radius 0.15 cm made of a certain metal weighs 8 grams , a hollow sphere of radius 0.3 cm made of the same metal would weigh how many q grams ?",ELEMENTARY
289,"14 business executives and 7 chairmen meet at a conference . if each business executive shakes the hand of every other business executive and every chairman once , and each chairman shakes the hand of each of the business executives but not the other chairmen , how many handshakes would take place ?",ELEMENTARY
290,"when magnified 1,000 times by an electron microscope , the image of a certain circular piece of tissue has a diameter of 5 centimeter . the actual diameter of the tissue , in centimeters , is",ELEMENTARY
291,"if the sides of a triangle are 21 cm , 19 cm and 5 cm , what is its area ?",ELEMENTARY
292,find the area of a rhombus having each side equal to 13 cm and one of whose diagonal is 24 cm .,ELEMENTARY
293,"a rectangular grass field is 75 m * 55 m , it has a path of 2.5 m wide all round it on the outside . find the area of the path and the cost of constructing it at rs . 10 per sq m ?",ELEMENTARY
294,the water level in a rectangular swimming pool measuring 60 feet by 20 feet is to be lowered by 6 inches . how many gallons of water must be removed ? ( 1 cu ft = 7.5 gallons ),ELEMENTARY
295,"what will be the cost of building a fence around a square plot with area equal to 289 sq ft , if the price per foot of building the fence is rs . 57 ?",ELEMENTARY
296,if the height of a cone is increased by 160 % then its volume is increased by ?,ELEMENTARY
297,"a rectangular lawn of dimensions 80 m * 50 m has two roads each 10 m wide running in the middle of the lawn , one parallel to the length and the other parallel to the breadth . what is the cost of traveling the two roads at rs . 3 per sq m ?",ELEMENTARY
298,"carol and jordan draw rectangles of equal area . if carol ' s rectangle measures 15 inches by 20 inches and jordan ' s rectangle is 6 inches long , how wide is jordan ' s rectangle , in inches ?",ELEMENTARY
299,"in measuring the sides of a rectangle , one side is taken 14 % in excess and other 5 % in deficit . find the error percentage in the area calculated from these measurements .",ELEMENTARY
300,"a lady builds 12 cm length , 16 cm width , and 6 cm height box using 3 cubic cm cubes . what is the minimum number of cubes required to build the box ?",ELEMENTARY
301,the area of a parallelogram is 162 sq m and its altitude is twice the corresponding base . then the length of the base is ?,ELEMENTARY
302,"if n is the smallest integer such that 432 times n is the square of an integer , what is the value of n ?",ELEMENTARY
303,the cube root of what integer power of 2 is closest to 50 ?,ELEMENTARY
304,"in triangle pqr , the angle q = 90 degree , pq = 2 cm , qr = 8 cm . x is a variable point on pq . the line through x parallel to qr , intersects pr at y and the line through y , parallel to pq , intersects qr at z . find the least possible length of xz",ELEMENTARY
305,"if the sides of a triangle are 28 cm , 24 cm and 15 cm , what is its area ?",ELEMENTARY
306,"carol and jordan draw rectangles of equal area . if carol ' s rectangle measures 8 inches by 15 inches and jordan ' s rectangle is 4 inches long , how wide is jordan ' s rectangle , in inches ?",ELEMENTARY
307,the perimeter of a triangle is 32 cm and the inradius of the triangle is 2.5 cm . what is the area of the triangle ?,ELEMENTARY
308,the perimeter of a triangle is 35 cm and the inradius of the triangle is 4.5 cm . what is the area of the triangle ?,ELEMENTARY
309,"a larger cube has 216 cubic inch as a volume and in the cube there are 216 smaller cubes such that their volume is 1 cubic inch . what is the difference between the surface areas ’ sum of the 216 smaller cubes and the surface area of the larger cube , in square inch ?",ELEMENTARY
310,approximately how many cubic feet of water are needed to fill a circular swimming pool that is 80 feet across and 10 feet deep ?,ELEMENTARY
311,"if the area of a circle decreases by 36 % , then the radius of a circle decreases by",ELEMENTARY
312,"find the area of a triangle whose sides are 41 cm , 28 cm , 15 cm . also , find the length of the altitude corresponding to the largest side of the triangle .",ELEMENTARY
