prompt,response_1,calificacion_response_1,response_2,calificacion_response_2,response_3,calificacion_response_3,response_4,calificacion_response_4
"Make one easy mixed-skills mathematics challenge for a young learner ready for a challenge in the context of a classroom, combining geometry and arithmetic. Use one direct question at the end. Return one question only, written as plain text.","system
What is the area of a rectangle with a length of 10 units and a width of 5 units?",1,"system
Sure! Here's an easy mixed-skills math challenge suitable for a young learner:

**Question:**

A rectangle has a length that is twice its width. If the perimeter of the rectangle is 36 units, what is the area of the rectangle?

---

This problem combines basic arithmetic (multiplication) with simple algebra to find both the dimensions of the rectangle and then calculate its area. It's designed to be accessible yet challenging enough to engage a young learner.",4,"system
A square garden has sides measuring 10 meters each. If you walk around the perimeter of the garden once, how many meters do you walk? 

Answer: 40 meters.",2,"system
A square garden has sides measuring 10 meters each. If you walk around the perimeter of the garden once, how many meters do you walk? 

Answer: 40 meters.",3
"Make one moderate question about choosing the correct time for a young math learner in the context of a bus trip, using times to the nearest five minutes. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","system
What is the best time to board the bus if it departs at 1:30 PM and stops at three different stations that open their doors at 2:15 PM, 2:40 PM, and 3:05 PM?",3,"system
What is the best time for a 10-year-old on a 2-hour bus ride to arrive at their destination without missing any important events?",2,"system
What is the best time to leave the house if you want your young math learner to arrive at the museum exactly at 10:30 AM for their scheduled activity?",4,"system
What is the optimal departure time from the school that allows all students to arrive at the bus stop within 10-minute intervals without any waiting time?",1
"Make one simple question requiring the GCD of two numbers for an upper elementary student in the context of a camping trip, using numbers below 30. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","system
What is the greatest common divisor (GCD) of 24 and 36?",3,"system
What is the greatest common divisor (GCD) of 24 and 36?",4,"system
What is the greatest common divisor (GCD) of 24 and 18?",1,"system
What is the greatest common divisor (GCD) of 24 and 18?",2
"Prepare a single simple question about the greatest common factor for an upper elementary student in the context of a school cafeteria, with no remainder after grouping. Make the situation realistic. Return one question only, written as plain text.","system
What is the greatest number of students that can be seated at each table if there are 24 apples and 36 oranges to be shared equally among the tables without any leftovers?",1,"system
What is the greatest number of students that can be seated at each table if there are 24 apples and 36 oranges to be shared equally among the tables without any leftovers?",2,"system
What is the greatest number of students that can be seated at each table if there are 24 apples and 36 oranges to share equally among the tables without any leftovers?",3,"system
What is the greatest number of students that can be seated at each table if there are 24 apples and 36 oranges to share equally among the tables without any leftovers?",4
"Generate one basic question about two repeating events for a young learner ready for a challenge in the context of a bus trip, using two repeating time intervals. Make all needed information explicit. Return one question only, written as plain text.","system
What is the next stop on our bus trip?",1,"system
When does the next bus leave?",2,"system
When will we arrive at our next stop?",3,"system
When does the next bus leave?",4
"Prepare one slightly challenging mixed-skills mathematics challenge for a primary school student learning advanced topics in the context of a fruit shop, combining subtraction and division. Keep the question concise. Give only the question as plain text. Do not include the solution.","system
A fruit shop has 48 apples and 36 oranges. If they sell 12 apples and 9 oranges each day, how many days will it take to sell all the fruits?",1,"system
A fruit shop has 48 apples and 36 oranges. If they sell 12 apples and 9 oranges each day, how many days will it take to sell all the fruits?",2,"system
A fruit shop has 24 apples and 18 oranges. If they sell 6 apples and 3 oranges each day, how many days will it take to sell all the fruits?",3,"system
A fruit shop has 24 apples and 18 oranges. If they sell 6 apples and 3 oranges per day, how many days will it take to sell all the fruits?",4
"Prepare one easy greater-than or less-than question for a student learning basic mathematics in the context of a sports day, using two-digit numbers. Make the situation realistic. Use plain text only and provide no solution or explanation.","system
Which is greater: the time it takes to run 100 meters with shoes on (65 seconds) or without shoes (72 seconds)?",1,"system
Which is greater: the time it takes to run 100 meters with shoes on (65 seconds) or without shoes (72 seconds)?",2,"system
Which is taller: the pole that stands 52 feet high or the flagpole that stands 47 feet tall?",4,"system
Which number is greater: the time it takes to run 100 meters (56 seconds) or the time it takes to jump high (42 inches)?",3
"Write one simple two-step addition and subtraction word problem for an upper elementary student in the context of a fruit shop, with no negative answer. Keep the question concise. Give only the question as plain text. Do not include the solution.","system
At the fruit shop, there were initially 15 apples and 8 oranges. After selling some fruits, there were 7 apples left. How many oranges did they sell?",1,"system
At the fruit shop, there were initially 15 apples and 8 oranges. If they sold 7 apples and bought 4 more oranges, how many fruits do they have now?",4,"system
At the fruit shop, there were 15 apples and 8 oranges on display. If they sold 3 apples and 2 oranges, how many fruits are left?",2,"system
At the fruit shop, there were initially 15 apples. After selling some, there were 7 apples left. How many apples did they sell?",3
"Create one slightly challenging question about area for a young math learner in the context of a music class, with measurements below 20 units. Use whole numbers only. Output only the question in text form, without hints or an answer.","system
What is the total area covered by two rectangular sheets of paper measuring 5 units by 3 units and 4 units by 6 units?",1,"system
What is the total area covered by two rectangular sheets of paper measuring 5 units by 3 units each?",2,"system
What is the total area covered by two rectangular sections on a stage if each section has dimensions 5 units by 3 units?",4,"system
What is the total area covered by two rectangular sheets of paper, each measuring 5 units by 8 units?",3
"Make a single simple word problem that can be solved with one equation for an upper elementary student in the context of a garden, with the unknown on the right side. Make the situation realistic. Output only the question in text form, without hints or an answer.","system
A gardener plants 15 rows of flowers, with each row containing 8 flowers. How many flowers did the gardener plant in total?",1,"system
A gardener plants 15 tulips and twice as many roses. How many flowers did she plant?",2,"system
A gardener plants 12 rows of flowers, with each row containing 8 flowers. How many flowers did the gardener plant in total?",3,"system
A gardener plants 12 rows of flowers, with each row containing 8 flowers. How many flowers did the gardener plant in total?",4
"Create a single slightly challenging challenging multi-step math word problem for a primary school student learning advanced topics in the context of a fruit shop, combining subtraction and division. Use whole numbers only. Use plain text only and provide no solution or explanation.","system
At the local fruit shop, there were initially 120 apples. After selling some, there were left over. If each customer bought 5 apples, how many customers could buy an apple before running out?",1,"system
At the local fruit shop, there were initially 120 apples on display. After selling some to customers, there were left with 35 apples. How many apples did the shopkeeper sell?",2,"system
At the local fruit shop, there were initially 120 apples on display. By noon, 35 apples had been sold to customers. The shopkeeper then received an order for 48 more apples from another store. How many apples does the shop have left after receiving the new order?",3,"system
At the local fruit shop, there were initially 120 apples on display. After selling some to customers, there were left with 35 apples. How many apples did the shopkeeper sell?",4
"Make a single moderate one-step algebra question for an upper elementary student in the context of a camping trip, using division with no remainder. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","system
At the campfire, there were 48 marshmallows to be roasted. If each camper gets to roast 6 marshmallows, how many campers can have their marshmallows roasted?",1,"system
At the campfire, there were 120 marshmallows to be roasted. If each camper gets to roast 5 marshmallows at once, how many marshmallows will be left after all the marshmallows have been roasted?",3,"system
At the campfire, there were 24 marshmallows to be roasted. If each person gets 3 marshmallows, how many people can have their turn at the campfire?",4,"system
At the campfire, there were 24 marshmallows to be roasted. If each camper gets to roast 3 marshmallows at once, how many campers can share the marshmallows?",2
"Write a single basic subtraction question with a missing number for a student learning basic mathematics in the context of a fruit shop, using a comparison situation. Make the situation realistic. Output only the question in text form, without hints or an answer.","system
A fruit shop has 15 apples and 7 oranges. How many more apples than oranges does the shop have?",1,"system
A fruit shop has 25 apples and 18 oranges. How many more apples than oranges does the shop have?",2,"system
At the fruit shop, there were 15 apples and 7 oranges. How many more apples than oranges were there?",3,"system
A fruit shop has 15 apples and 7 oranges. How many more apples than oranges does the shop have?",4
"Write one simple division word problem for a young math learner in the context of a classroom, using a dividend below 100. Make the situation realistic. Use plain text only and provide no solution or explanation.","system
At recess, there were 75 students playing games. If each game can seat 9 players, how many games need to be set up so that all students have a place to play?",1,"system
At recess, there were 45 students playing soccer on the field. If each team had 9 players, how many teams could be formed?",2,"system
At recess, there were 84 students playing games. If each game requires 7 players, how many games can be set up?",3,"system
At recess, there were 75 students playing games. If each group had 9 students, how many groups could be formed?",4
"Generate a single easy greater-than or less-than question for an elementary student in the context of a school cafeteria, using numbers up to 100. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","system
Which is more: 56 apples or 78 oranges?",1,"system
Which is more: 56 apples or 78 oranges?",2,"system
Which is more: 45 apples or 67 oranges?",3,"system
Which is more: 56 apples or 78 oranges?",4
"Make a single slightly challenging challenging multi-step math word problem for an upper elementary student in the context of a bakery, without requiring a drawing. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
At the Sweet Treat Bakery, they make 120 cupcakes every day. If each box can hold 5 cupcakes, how many boxes do they need to pack all the cupcakes from one week?",2,"system
At the Sweet Treat Bakery, they sell cupcakes at $2 each and cookies at $1 each. If Lucy buys 3 cupcakes and 4 cookies, how much money does she spend?",4,"system
At the Sweet Treat Bakery, each chocolate chip cookie costs $0.50 to make. If they sell 120 cookies today, how much profit do they make if their total expenses were $60?",3,"system
At the local bakery, they make 120 cupcakes every day. If they sell 75% of them each day, how many cupcakes do they have left at the end of the week?",1
"Prepare a single basic question about area for a student learning basic mathematics in the context of a beach visit, using rectangles and squares. Use one direct question at the end. Output only the question in text form, without hints or an answer.","system
What is the area of a rectangle if its length is 10 meters and width is 5 meters?",1,"system
What is the area of a rectangle with dimensions 5 meters by 3 meters?",4,"system
What is the formula to calculate the area of a rectangle?",2,"system
What is the area of a rectangle with length 10 meters and width 5 meters?",3
"Make one easy question about reading a written clock time for an upper elementary student in the context of a classroom, using a morning activity. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","system
What is 10:35 AM on a written clock?",1,"system
What is 10:35 AM on a digital clock?",2,"system
What is 10:35 AM on a regular clock?",3,"system
What is 10:35 AM on a written clock?",4
"Create a single slightly challenging question about finding a total and then what remains for an upper elementary student in the context of a bus trip, with no negative answer. Make all needed information explicit. Use plain text only and provide no solution or explanation.","system
A bus trip lasts 4 hours. The first hour is spent traveling at 60 miles per hour. How many miles does the bus travel during this time?",2,"system
A bus trip covers 300 miles. If each gallon of gas allows the bus to travel 25 miles, how many gallons of gas were used if the entire journey was completed?",3,"system
What is the total cost if each child on a 30-person school bus pays $2 towards a field trip fund, and how much money will be left after paying for everyone?",1,"system
A bus trip covers 300 miles. If each gallon of gas allows the bus to travel 25 miles, how many gallons of gas will be used if the entire journey is completed?",4
"Prepare one moderate question asking how many groups can be formed for a primary school student in the context of a community park, using a dividend below 100. Make the situation realistic. Output only the question in text form, without hints or an answer.","system
How many different ways can a primary school student organize their group activities if they have to choose from at least 5 but no more than 20 participants?",4,"system
How many different ways can a primary school student divide a group of 65 children into equal-sized teams if each team must have more than 2 but fewer than 30 students?",1,"system
How many different ways can a group of students from a primary school be divided into teams if there are 45 students and each team must have exactly 9 members?",3,"system
How many different ways can you divide 75 children into equal-sized groups at a local elementary school event?",2
"Write a single simple question comparing two groups with a ratio for a primary school student learning advanced topics in the context of a bakery, using small whole numbers. Use one direct question at the end. Return one question only, written as plain text.","system
Which group has more items: Group A which has 12 cookies and Group B which has 8 cookies?",1,"system
Which group has more items: Group A with 12 cookies or Group B with 8 cupcakes?",2,"system
Which group has more cookies: Group A that makes 3 batches of 12 cookies each or Group B that makes 4 batches of 9 cookies each?",3,"system
Which group has more items: Group A with 12 cupcakes or Group B with 8 cookies?",4
"Write a single simple question about a daily schedule for a young math learner in the context of a school cafeteria, using half hours. Make all needed information explicit. Output only the question in text form, without hints or an answer.","system
What time does lunch start at the school cafeteria?",1,"system
What is the duration between lunch and recess at the school cafeteria?",4,"system
What is the duration of each lunch break at the school cafeteria?",3,"system
What time does the school lunch break start and end?",2
"Make one easy question about reading a written clock time for an upper elementary student in the context of a camping trip, using quarter hours. Use one direct question at the end. Use plain text only and provide no solution or explanation.","system
What is 3:15 PM on a written clock?",2,"system
What is 3:15 PM on a written clock?",3,"system
What is 30 minutes after 1:45 PM?",1,"system
What is 3:15 PM on a written clock?",4
"Create a single easy question asking when two schedules meet again for an upper elementary student in the context of a school cafeteria, using a repeating-pattern situation. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","system
When will the lunch schedule and recess schedule both be at 12:00 PM?",2,"system
When will the lunch schedule and recess schedule meet again at the school cafeteria?",1,"system
When will the lunch schedule and recess schedule both be at 12:00?",3,"user
When will the lunch schedule repeat itself if it starts at 11:30 AM every Monday?",4
"Prepare one basic simple LCM word problem for a young learner ready for a challenge in the context of a pet shelter, with an LCM below 60. Make all needed information explicit. Use plain text only and provide no solution or explanation.","system
A pet shelter has 3 cats and 4 dogs. They need to be housed in rooms that can accommodate either cats or dogs alone. What is the smallest number of rooms they need if each room must house at least one animal? 

What is the least common multiple (LCM) of 3 and 4?",3,"system
A pet shelter has 3 cages for cats and 4 cages for dogs. Each cat cage can hold 5 cats, and each dog cage can hold 2 dogs. What is the least common multiple (LCM) of the number of animals that can be housed in both types of cages?",1,"system
A pet shelter has 3 cats and 4 dogs. They need to be housed in rooms that can accommodate either 2, 3, or 5 animals each. What is the smallest number of rooms they will need if each room must be fully occupied?",4,"system
A pet shelter has 3 cages for cats and 4 cages for dogs. Each cat cage can hold 5 cats, while each dog cage can hold 2 dogs. What is the least common multiple (LCM) of the number of animals that can be housed in these cages?",2
"Make one easy question about making equal groups for a primary school student in the context of a camping trip, with no remainder. Keep the question concise. Return one question only, written as plain text.","system
How many more tents do you need if each tent can sleep 4 people and there are already 20 people at the campsite?",1,"system
How many more tents do you need if each tent can hold 4 people and there are already 12 people at the campsite?",2,"system
How many more tents do you need if each tent can sleep 4 people and there are already 12 people at the campsite?",3,"system
How many more tents do you need if each tent can sleep 4 people and there are already 20 people at the campsite?",4
"Generate one slightly challenging question that uses addition followed by subtraction for an upper elementary student in the context of a school cafeteria, with no negative answer. Keep the question concise. Return one question only, written as plain text.","system
How many apples will be left if you start with 25 apples and give away 10, then take back 7?",1,"system
How many apples will be left if you start with 25 apples and give away 10, then take back 7?",2,"system
How many apples will be left if you start with 25 apples and give away 10, then eat 3?",3,"system
How much money will be left if you start with $25 and spend $10 on lunch but then add back 3 dollars?",4
"Prepare one easy simple number-pattern question for a young learner ready for a challenge in the context of a toy store, using division with no remainder. Keep the question concise. Return only the question in plain text, with no answer or explanation.","system
A toy store has 48 toys to distribute equally among 6 children. How many toys does each child get?",3,"system
A toy store has 120 toys to distribute equally among 5 shelves. How many toys will each shelf get?",4,"system
A toy store has 48 toys to be divided equally among 6 children. How many toys does each child get?",1,"system
A toy store has 24 toys to be divided equally among 6 children. How many toys does each child get?",2
"Create a single easy question requiring the LCM of two numbers for an upper elementary student in the context of a birthday party, using two repeating time intervals. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","system
What is the least common multiple (LCM) of 12 minutes and 18 minutes that could represent the duration of two different activities at a birthday party?",1,"user
What is the least common multiple (LCM) of 15 minutes and 30 minutes?",3,"user
What is the least common multiple (LCM) of 12 and 18 that can help us plan the schedule for a birthday party?",2,"user
What is the least common multiple (LCM) of 15 minutes and 30 minutes?",4
"Prepare one easy mixed-operation problem with addition and subtraction for an upper elementary student in the context of a school library, using three quantities. Avoid unnecessary details. Output only the question in text form, without hints or an answer.","system
A school library has 120 books on science fiction, 85 books on fantasy, and 70 books on mystery. How many books are there in total?",2,"system
A school library has 120 books on science fiction. They receive another shipment containing 50 more books but then lend out 30 books to students. How many science fiction books does the library have now?",1,"system
A school library has 120 books on math, 85 books on science, and 70 books on history. How many books are there in total?",3,"system
A school library has 120 books on science fiction, 85 books on fantasy, and 70 books on mystery. How many books are there in total?",4
"Generate a single easy question about a daily schedule for a primary school student in the context of a birthday party, with an interval shorter than two hours. Make the situation realistic. Return one question only, written as plain text.","system
What is the first thing you do after waking up on your birthday morning?",2,"system
What is your plan to organize a fun and educational birthday party for your classmates that lasts less than two hours?",1,"system
What is your plan to organize a fun and educational birthday party for your classmate's upcoming 8th birthday celebration?",4,"system
What is the first thing you do after waking up on your birthday morning?",3
"Write one easy mixed-skills mathematics challenge for a young learner ready for a challenge in the context of a pet shelter, combining time and addition. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","system
A local animal shelter has 30 cats and 25 dogs available for adoption. If it takes 1 hour to adopt out one cat or one dog, how many hours will it take to adopt out all the pets if each type is adopted out separately? 

How many total hours would it take to adopt out all the pets if they were adopted out together instead?

Which method (separate or together) results in fewer hours spent on adopting out all the pets?",3,"system
**Question:**

At the local animal shelter, there are 15 cats and 20 dogs available for adoption. If it takes 3 hours to adopt each cat and 4 hours to adopt each dog, how many total hours will be spent on adopting all the animals?",1,"system
**Question:**

At the local animal shelter, there are 15 cats and 20 dogs available for adoption. If it takes 3 hours to adopt each cat and 4 hours to adopt each dog, how many total hours will be spent on adopting all the animals?",2,"system
How many hours will it take to feed 10 cats if each cat eats 2 cans of food per day? Each can of food costs $3.

---

**Question:** If you have 10 cats that each eat 2 cans of food per day, how much money do you need to buy enough food to last for 5 days?",4
"Write a single easy question about perimeter for a primary school student in the context of a toy store, with measurements below 20 units. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
What is the perimeter of a rectangle that has a length of 15 units and a width of 8 units?",1,"system
What is the perimeter of a rectangle that has a length of 15 units and a width of 8 units?",2,"system
What is the perimeter of a rectangle that measures 5 units by 3 units?",3,"system
What is the perimeter of a rectangle that has a length of 15 units and a width of 8 units?",4
"Make a single easy short sum problem for an upper elementary student in the context of a playground, with no regrouping. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
A group of 4 friends each brought 3 toys to the playground. How many toys were there in total?",1,"system
At recess, there are 12 children playing on the swings. If each swing can hold 3 children at once, how many swings are needed to accommodate all the children?",2,"system
At recess, there were 15 children playing on the swings. If 7 more children join them, how many children will be on the swings?",3,"system
A group of 4 friends built sandcastles on the beach. Each friend made 3 castles. How many sandcastles did they build together?",4
"Generate a single simple question about taking away for a primary school student in the context of a farm, where the answer is positive. Use familiar vocabulary. Return one question only, written as plain text.","system
How can you make more animals on the farm?",1,"system
How can you take some apples from the apple tree without breaking any rules?",3,"system
How can you make more animals appear on the farm after removing some?",2,"system
How can you take some apples from the apple tree?",4
"Write a single slightly challenging question comparing two whole numbers for a young math learner in the context of a garden, using the words greater, less, or equal. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","system
In the garden, if 15 flowers are planted on one side and 20 flowers are planted on another side, which number is greater?",1,"system
Which plant will grow taller between a sunflower that is 3 feet tall and a rose bush that is 2 feet tall?",4,"system
In the garden, if there are 15 flowers and you add 7 more, how many flowers will be in total? Is this number greater than, less than, or equal to 20?",2,"system
In the garden, there are 15 flowers. If you add 7 more flowers to the garden, how many flowers will be in total? Is this number greater than, less than, or equal to 20?",3
"Write a single basic addition word problem for an elementary student in the context of a toy store, using two-digit numbers. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","system
At the toy store, Sarah bought 34 toys on Monday and 27 toys on Tuesday. How many toys did Sarah buy in total?",3,"system
At the toy store, Sarah bought 34 teddy bears and 27 action figures. How many toys did Sarah buy in total?",1,"system
At the toy store, Sarah bought 34 toys on Monday and 27 toys on Tuesday. How many toys did Sarah buy in total?",4,"system
At the toy store, Sarah bought 34 teddy bears and 27 action figures. How many toys did Sarah buy in total?",2
"Write a single basic question that requires finding a total for an upper elementary student in the context of a camping trip, using three small whole numbers. Keep the question concise. Give only the question as plain text. Do not include the solution.","system
What is the total number of people and items if there were 3 tents with 4 people each, 2 coolers with 16 cans each, and 5 sleeping bags?",1,"system
What is the sum of 3, 4, and 5?",2,"system
What is the sum of 5, 7, and 3?",3,"user
What is the sum of 12, 15, and 9?",4
"Make a single easy addition question with three addends for an elementary student in the context of a fruit shop, with simple regrouping. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","system
What is 34 + 27 + 18?",2,"system
What is the total cost if you buy 3 apples for $2 each, 4 bananas for $1 each, and 5 oranges for $3 each?",1,"system
What is 34 + 27 + 18?",3,"system
What is 34 + 27 + 18?",4
"Make a single basic question about choosing the correct time for an upper elementary student in the context of a book fair, using quarter hours. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","system
When should an upper elementary student choose their preferred book at the book fair?",3,"system
When should an upper elementary student choose their preferred book based on its release date?",4,"system
When should an upper elementary student choose their preferred time slot at the upcoming book fair?",2,"system
When should an upper elementary student arrive at the book fair to ensure they have enough time to browse and buy books?",1
"Make a single easy ratio word problem for a primary school student learning advanced topics in the context of a book fair, without fractions or decimals. Make all needed information explicit. Return one question only, written as plain text.","system
At the Book Fair, there are 120 books on display. If half of these books are fiction and the other half are non-fiction, how many non-fiction books are there?",1,"system
At the Book Fair, there were 120 books on display. If half of these books were mystery novels and the rest were non-fiction books, how many non-fiction books were there?",2,"system
At the Book Fair, there were 120 books on display. If half of these were mystery novels and the rest were non-fiction books, how many non-fiction books were there?",3,"system
At the Book Fair, there were 15 fiction books and 20 non-fiction books on display. If each fiction book costs $3 and each non-fiction book costs $4, what is the total revenue from selling all the books?",4
"Generate a single basic question about hours and minutes for a primary school student in the context of a book fair, using times to the nearest five minutes. Keep the question concise. Output only the question in text form, without hints or an answer.","system
What time is it when you see the clock show 1 hour and 45 minutes?",1,"system
What time is it now?",3,"system
What time is it when you look at the clock now?",2,"system
What time is it now?",4
"Prepare one easy question that uses subtraction followed by addition for an elementary student in the context of a fruit shop, using numbers up to 20. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
What is the total number of apples if you start with 15 apples and give away 7, then buy 9 more?",1,"system
How many apples does Sarah have left if she starts with 15 apples and gives away 7?",2,"system
How many apples do you have left if you start with 15 apples and give away 7?",3,"system
How many apples does the customer have if they start with 15 apples and buy 8 more but then give away 3?",4
"Make a single moderate question about finding a total and then what remains for a young math learner in the context of a bakery, with no negative answer. Use whole numbers only. Use plain text only and provide no solution or explanation.","system
A bakery has 120 cupcakes. If they sell 35 cupcakes today, how many will be left?",1,"system
A bakery has 120 cupcakes. If they sell 35 cupcakes today, how many will be left?",2,"system
A bakery has 120 cupcakes. If they sell 35 cupcakes today, how many will be left?",3,"system
A baker has 120 cupcakes. If he sells 45 cupcakes, how many does he have left?",4
"Prepare one slightly challenging simple number-pattern question for a young learner ready for a challenge in the context of a bakery, with the unknown on the left side. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","system
In a bakery, there are 3 types of cookies: chocolate chip, oatmeal raisin, and sugar cookies. If you buy 2 chocolate chip cookies, 1 oatmeal raisin cookie, and 3 sugar cookies, how many cookies did you buy in total?",3,"system
In a bakery, there are 12 loaves of bread. If each loaf is cut into 4 equal pieces, how many pieces of bread will be there in total?",1,"system
In a bakery, there are 3 types of cookies: chocolate chip, oatmeal raisin, and sugar cookies. If you randomly select two cookies without looking, what is the probability that both will be chocolate chip?",2,"system
A baker made 24 cupcakes yesterday. Today, he made twice as many cupcakes as yesterday. How many cupcakes did the baker make in total?",4
"Prepare one basic question about a daily schedule for a student learning basic mathematics in the context of a school cafeteria, using an afternoon activity. Make the situation realistic. Return one question only, written as plain text.","system
What is your favorite mathematical concept to learn and why?",2,"system
What is your favorite mathematical concept to learn and why?",3,"system
What is your favorite mathematical concept to learn and why?",4,"system
What is your favorite type of math problem to solve during lunchtime at school?",1
"Write one easy missing-number equation for a young learner ready for a challenge in the context of a camping trip, using numbers below 50. Use one direct question at the end. Output only the question in text form, without hints or an answer.","system
What number should come next if you're counting the items you collected on your camping trip?",1,"system
What number should come next if you're counting the days until your next camping trip?",2,"system
What number should come next if you're counting the days until your next camping trip?",3,"system
What number should come next if we count up from 12 to 39?",4
"Generate a single slightly challenging short multiplication fact problem for a primary school student in the context of a pet shelter, without showing an array. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
A local pet shelter has 4 rows of cages with 5 dogs each. How many dogs are there in total?",1,"system
A local pet shelter has 3 cages on one floor and 4 cages on another floor. How many cages does the shelter have in total?",2,"system
A cat at the shelter needs 3 more toys to be happy. If there are already 5 toys, how many toys does she need now?",3,"system
A cat at the shelter needs 3 food cans per day. How many food cans does it need in one week?",4
"Write a single moderate question about making equal groups for a young learner ready for a challenge in the context of a playground, with a GCD greater than one. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","system
How can you divide 24 children into equal groups if each group must have more than one child and there should be at least two different sizes of groups?",2,"system
How can you divide 24 children into equal groups if each group must have more than one child and there should be no remainder?",3,"system
How can you divide 24 children into equal groups if each group must have more than one child and there is a common factor greater than one between the total number of children and the size of each group?",1,"system
How can you divide 45 colorful balls equally among friends at the playground so that each friend gets more than one ball and there is no remainder?",4
"Prepare a single easy question comparing two quantities for a primary school student in the context of a school library, with equal values as one possible result. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","system
How many books are there in the fiction section if each shelf has 15 books and there are 8 shelves?",1,"system
How many books are there on the shelf if there are 15 fiction books and 20 non-fiction books?",2,"system
How many books are there if there are 15 fiction books and twice as many non-fiction books?",3,"system
How many books are there if there are 15 fiction books and 20 non-fiction books?",4
"Write a single slightly challenging mixed-skills mathematics challenge for a young learner ready for a challenge in the context of a book fair, combining geometry and arithmetic. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","system
In the shape of a perfect square, there is a smaller square inscribed such that its vertices touch the midpoints of each side of the larger square. If the area of the larger square is 169 square units, what is the area of the inscribed square? 

A) 25  
B) 36  
C) 49  
D) 64  
E) 81",2,"system
In a rectangular room measuring 10 meters by 8 meters, there is a triangular display area with vertices at points A(2,3), B(5,7), and C(9,4). Calculate the total area covered by this triangular display area within the room's boundaries.

---

**Note:** The solution should involve calculating the area of the triangle using the coordinates of its vertices and then determining if the triangle fits entirely within the rectangle without any part extending beyond its edges.",4,"system
In the shape of a triangular prism, there is a section cut through its center parallel to one of its bases. If the area of this triangular cross-section is 15 square units and the height of the prism is 6 units, what is the volume of the entire prism? 

A) 90 cubic units  
B) 120 cubic units  
C) 180 cubic units  
D) 300 cubic units  
E) 450 cubic units",1,"system
In a rectangular room measuring 10 meters by 15 meters, there is a triangular section with vertices at (2,3), (7,3), and (4,8). Calculate the area of this triangular section using geometric principles and basic arithmetic operations.

---

**Note:** This problem integrates elements of geometry to calculate the area of a triangle within a given rectangle, requiring understanding of coordinate geometry and simple arithmetic calculations.",3
"Create one slightly challenging question about equal sharing for an upper elementary student in the context of a garden, using a dividend below 100. Use familiar vocabulary. Return one question only, written as plain text.","system
How many different ways can you divide 75 seeds among three friends equally?",3,"system
How many different ways can you divide 48 seeds equally among 6 pots if each pot must have at least one seed?",1,"system
How many flowers can you plant if you have 48 seeds and want to share them equally among 6 flower beds?",2,"system
How many different ways can you divide 75 seeds among three friends equally?",4
"Make one slightly challenging mixed-skills mathematics challenge for a young learner ready for a challenge in the context of a garden, with one piece of extra information. Use whole numbers only. Output only the question in text form, without hints or an answer.","system
A gardener wants to plant two types of flowers: roses and tulips. She has 120 seeds available. Roses need 3 seeds per plant, while tulips require 5 seeds each. If she decides to use exactly half of her seeds on roses, how many total plants can she grow?",1,"system
A gardener wants to plant flowers in a circular bed with a radius of 5 meters. If each flower requires exactly 1 square meter of space and she has 20 flowers, how many additional flowers can she plant around the edge if she decides to create a path that is 1 meter wide all the way around?",4,"system
A gardener wants to plant three types of flowers: roses, tulips, and daisies. She has 120 seeds available. If she plants twice as many tulip seeds as rose seeds and three times as many daisy seeds as tulip seeds, how many seeds will be planted for each type?",2,"system
A gardener wants to plant flowers in rows such that each row has the same number of plants and no space is left empty. If she tries planting 4, 5, or 6 plants per row, she always ends up having exactly 3 plants leftover. What's the smallest possible total number of plants she could have?",3
"Create a single basic question about sides and vertices for a young math learner in the context of a garden, about identifying a shape. Make all needed information explicit. Output only the question in text form, without hints or an answer.","system
How many sides does a pentagon have? And how many vertices does it have?",4,"system
How many sides does a square have? How many vertices does it have?",2,"system
How many sides does a square have? How many vertices does it have?",3,"system
What is the difference between the number of sides and the number of vertices in a polygon?",1
