,pregunta,skill,level,claridad,signature
20629,"a alone can finish a work in 10 days which b alone can finish in 15 days . if they work. There are numbers like 10, 15, 3500. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
34938,"Using 300, 54, 18 and the thing about meter, long, train, crosses, platform, choose or calculate the answer.",otro,OTRO,0.25,physics
639,"Rachel had to complete 7 pages of math homework, 11 pages of reading homework and 8 more pages of biology homework . How many, approximately, more pages of reading homework than biology homework did she have?",subtraction,ELEMENTARY,0.75,mathematics
233,"With the end of the month coming in two days, they decided to sell cookies to the neighboring villages as well. If they sold. Then answer it somehow from the given data.",addition,ELEMENTARY,0.50,mathematics
398,"experiment, water, salt, mixed, best. Numbers: some numbers. What is it?",otro,ELEMENTARY,0.25,science
476,Read this situation and answer: Which option seems to be activity is a good health habit? (A) drinking alcohol (B) exercising regularly (C) sleeping only 5 hours daily (D) smoking cigarettes,otro,ELEMENTARY,0.75,science
17624,"About train, meters, long, completely, crosses: a train 300 meters long completely crosses a 300 meters long bridge in 45 seconds . what is the speed of the train is ?. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
428,"rectangle a has sides a and b , and rectangle b has sides c and d . ... with 4 / 5. The question is missing some details, answer it.",geometry,ELEMENTARY,0.25,mathematics
1362,"a perfect square is defined as the square of an integer and a perfect cube is defined as the cube of an integer . how many, approximately, positive integers n are there such that n is less than 50, 000 and at the same time n is a perfect square and a perfect cube ?",geometry,ELEMENTARY,0.75,mathematics
1676,"In this situation: the length of a rectangular plot is thrice its breadth .. With 1323, what should be calculated?",geometry,ELEMENTARY,0.50,mathematics
1155,"There is a problem about lisa, went, divided, distance, traveled; 52, 4; not sure which part is needed, find the answer.",division,MIDDLE,0.25,mathematics
991,"Based on the story, Using the information given, a piece of cloth cost rs 35 . if the length of the piece would have been 4 m longer and each meter cost re 1 less, the cost would have remained unchanged . how long is the piece ?",otro,OTRO,0.75,physics
28509,"working at a constant rate , p can finish a job in 3 hours . q , also working at a constant rate , can finish the same job in 9 hours . if they. There are numbers like 3, 9, 2. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
21215,"Using 10, 3, 5 and the thing about working, alone, constant, rate, machine, choose or calculate the answer.",otro,OTRO,0.25,physics
1578,"there is a square with sides of 12 . what is, more or less, the circumference of the biggest circle that can be cut out of this square ?",geometry,ELEMENTARY,0.75,mathematics
637,Mrs. Hilt saw a rollercoaster. Seven students rode the rollercoaster every 5 minutes. How many students rode the rollercoaster in 15 minutes?. Then answer it somehow from the given data.,multiplication,ELEMENTARY,0.50,mathematics
11059,"train, crosses, bridge, length, seconds. Numbers: 2500, 120, 30. What is it?",otro,OTRO,0.25,physics
1589,"Read this situation and answer: Using the information given, The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 25 inches. The frog jumped 32 inches farther than the grasshopper and the mouse jumped 26 inches lesser than the frog. How far did the mouse jump?",challenge,ELEMENTARY,0.75,mathematics
1233,"About small, town, building, their, first: A small town is building their first water treatment plant. Their primary disinfectant is UV radiation.. Find the result from the information, although some parts are not explicit.",otro,MIDDLE,0.50,science
1398,"Which does 12.0 grams represent? ... with 12.0. The question is missing some details, answer it.",otro,MIDDLE,0.25,science
36962,"the moon revolves around the earth at a speed of approximately 1.04 kilometers per second . this approximate speed is how many, approximately, kilometers per hour ?",otro,OTRO,0.75,physics
1808,Which type of tissue functions to move the bones? / skin / blood / muscle / brain. Then answer it somehow from the given data.,otro,MIDDLE,0.50,science
1154,"There is a problem about library, away, daniel's, apartment, takes; 14.2, 11.15; not sure which part is needed, find the answer.",subtraction,MIDDLE,0.25,mathematics
16439,"Based on the story, Using the information given, a man can row at 5 kmph in still water . if the velocity of current is 2 kmph and it takes him 1 hour to row to a place and come back, how far is the place ?",otro,OTRO,0.75,physics
315,"how many internal diagonals does a hexagon ( 6 sided polygon ) have ?. There are numbers like 6. Use them and decide the answer, but the exact operation is not clearly stated.",geometry,ELEMENTARY,0.50,mathematics
295,"Using some numbers and the thing about following, involves, learned, behavior, laying, choose or calculate the answer.",otro,MIDDLE,0.25,science
18841,"what is, more or less, the greatest of 3 consecutive integers whose sum is 36 ?",otro,OTRO,0.75,physics
21092,a train of length l is traveling at a constant velocity and passes a pole in t seconds . if the same train travelling. Then answer it somehow from the given data.,otro,OTRO,0.50,physics
4448,"tyre, punctures, first, puncture, alone. Numbers: two, 9, 6. What is it?",otro,OTRO,0.25,physics
1130,"Read this situation and answer: Using the information given, a rectangular garden is to be twice as long as it is wide . if 300 yards of fencing, including the gate, will completely enclose the garden, what will be the length of the garden, in yards ?",geometry,ELEMENTARY,0.75,mathematics
6294,"About dice, thrown, probability, getting, doublet: if two dice are thrown together , the probability of getting a doublet on the dice is. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,probability
1980,"At certain times of the year, meteor showers can be observed from Earth. ... with some numbers. The question is missing some details, answer it.",otro,MIDDLE,0.25,science
238,"Using the information given, Roadster 's Paving Company used 10 tons of cement to pave Lexi 's street and 5.1 tons of cement to pave Tess 's street . How much cement did Roadster 's Paving Company use in all ?",addition-subtraction,ELEMENTARY,0.75,mathematics
33588,"In this situation: a can run 4 times as fast as b and gives b a start of 69 m .. With 4, 69, what should be calculated?",otro,OTRO,0.50,physics
181,"There is a problem about there, dogs, fish, cats, farm; 43, 72, 34; not sure which part is needed, find the answer.",addition,ELEMENTARY,0.25,mathematics
14757,"Based on the story, Using the information given, i flew my tiny seaplane to visit my mother . on the flight up, i flew at 130 mph . on the way home, i flew 88 mph . what was my average speed for the trip ?",otro,OTRO,0.75,physics
1338,"A book has 2 chapters. The first chapter is 37 pages long. The second chapter is 80 pages. There are numbers like 2, 37, 80. Use them and decide the answer, but the exact operation is not clearly stated.",challenge,ELEMENTARY,0.50,mathematics
1059,"Using two, one, 16, 12 and the thing about circular, frames, kept, above, other, choose or calculate the answer.",geometry,ELEMENTARY,0.25,mathematics
4022,"Using the information given, a train 310 m long is running at a speed of 45 km / hr . in what time will it pass a bridge 140 m long ?",otro,OTRO,0.75,physics
7918,"a boat can travel with a speed of 15 km / hr in still water . if the speed of the stream is 6 km / hr , find the time taken by the boat to go 86 km downstream .. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
17970,"goods, train, runs, speed, crosses. Numbers: 72, 220, 26. What is it?",otro,OTRO,0.25,physics
19251,"Read this situation and answer: Using the information given, the sum of four consecutive even numbers is 292 . what would be the smallest number ?",otro,OTRO,0.75,physics
1177,"About student, organizes, list, distances, five: A student organizes a list of the distances that five students ran in 10 minutes. Another way to best. Find the result from the information, although some parts are not explicit.",otro,MIDDLE,0.50,science
2023,"How are dormancy and hibernation similar in animals? ... with some numbers. The question is missing some details, answer it.",otro,MIDDLE,0.25,science
333,"Using the information given, Many flowers attract bees. Bees consume nectar from the flower for energy. How does this interaction benefit the plant (A) by increasing photosynthesis (B) by pollinating it (C) by limiting growth (D) by reducing competition ?",otro,MIDDLE,0.75,science
141,"In this situation: the length of the rectangular field is double its width .. With 8, 1 / 2, what should be calculated?",geometry,ELEMENTARY,0.50,mathematics
18835,"There is a problem about times, fast, gives, start, long; 4, 66; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
585,"Based on the story, Oliver had 11 socks. If he threw away 4 old ones that didn't fit and bought 26 new ones, how many, approximately, socks would he have?",algebra,ELEMENTARY,0.75,mathematics
7894,"two goods trains each 1250 m long are running in opposite directions on parallel tracks . their speeds are 45 km / hr and. There are numbers like two, 1250, 45, 30. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
819,"Using 1355, 80 and the thing about calculate, lowest, common, multiple, choose or calculate the answer.",lcm,ELEMENTARY,0.25,mathematics
271,"Using the information given, Evaluate (-6 - -2) + (5 - 3) - 2 .",addition-subtraction,ELEMENTARY,0.75,mathematics
1918,"If a pond is polluted by soap that has phosphate, this pollutant will cause the algae to quickly reproduce. Which will most. Then answer it somehow from the given data.",otro,MIDDLE,0.50,science
264,"ryan, spends, hours, learning, english. Numbers: 7, 2, 4. What is it?",subtraction,ELEMENTARY,0.25,mathematics
1509,Read this situation and answer: A student records the temperature in the schoolyard every day for a month. Which option seems to be is the best way to present the temperature data so each day can be compared? (A) summary paragraph (B) labeled diagram (C) pie chart (D) bar graph,otro,MIDDLE,0.75,science
28616,"About sides, rectangular, park, ratio, area: sides of a rectangular park are in the ratio 3 : 2 and its area is 3750 sq m , the cost of fencing it at 50 ps per meter is ?. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
238,"a squirrel runs up a cylindrical post , in a perfect spiral path making one circuit for ea ... with one, 4, 12, 3. The question is missing some details, answer it.",geometry,ELEMENTARY,0.25,mathematics
704,The piping plover is a bird that builds its nest on sand dunes along the Atlantic Ocean. Which option seems to be of these actions most likely damages the nests of the piping plover (A) people fishing from a boat (B) children playing in the ocean waves (C) children digging holes along the sand dunes (D) people walking on a sidewalk along the sand dunes ?,otro,ELEMENTARY,0.75,science
1857,The theory of plate tectonics provides the current explanation for the way in which / . Then answer it somehow from the given data.,otro,MIDDLE,0.50,science
853,"There is a problem about will, cost, building, fence, around; 81, 58; not sure which part is needed, find the answer.",geometry,ELEMENTARY,0.25,mathematics
1859,"Based on the story, a worker earns $ 20 on the first day and spends $ 15 on the second day . the worker earns $ 20 on the third day and spends $ 15 on the fourth day . if this pattern continues, on which option seems to be day will the worker first reach a net total of $ 80 ?",otro,OTRO,0.75,physics
2304,"There are 43 students and 1720 apples. Each student has 9 Skittles. If the apples are divided equally among the students, how many does each student get?. There are numbers like 43, 1720, 9. Use them and decide the answer, but the exact operation is not clearly stated.",division,ELEMENTARY,0.50,mathematics
24,"Using 3, 4, 6 and the thing about jerry, action, figures, shelf, room, choose or calculate the answer.",subtraction,ELEMENTARY,0.25,mathematics
14631,"a trader sells 85 meters of cloth for rs . 8925 at the profit of rs . 20 per metre of cloth . what is, more or less, the cost price of one metre of cloth ?",otro,OTRO,0.75,physics
35116,"if 36 men can do a piece of work in 25 hours , in how many hours will 12 men do it ?. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
183,"work. Numbers: 8.2269, 0.4. What is it?",addition-subtraction,ELEMENTARY,0.25,mathematics
1198,Read this situation and answer: Which option seems to be of the following planets has the shortest orbit around the Sun? (A) Earth (B) Mars (C) Mercury (D) Venus,otro,MIDDLE,0.75,science
26718,"About cubes, edge, cube: how many cubes of 5 cm edge can be cut out of a cube of 15 cm edge. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,probability
31641,"the angle between the minute hand and the hour hand of a clock when the time is 4.20 , is ... with 4.20. The question is missing some details, answer it.",otro,OTRO,0.25,physics
30638,two goods trains each 500 m long are running in opposite directions on parallel tracks . their speeds are 45 km / hr and 75 km / hr respectively . try to find the time taken by the slower train to pass the driver of the faster one ?,otro,OTRO,0.75,physics
755,"In this situation: Bryan took a look at his books as well.. With 42, 2, what should be calculated?",division,ELEMENTARY,0.50,mathematics
1109,"There is a problem about thing, surface, thing, sphere, numerically; some numbers; not sure which part is needed, find the answer.",geometry,ELEMENTARY,0.25,mathematics
35590,"Based on the story, Using the information given, x can do a piece of work in 40 days . he works at it for 8 days and then y finished it in 28 days . how long will y take to complete the work ?",otro,OTRO,0.75,physics
5839,"how long does a truck of 200 m long traveling at 60 kmph takes to cross a bridge of 180 m in length ?. There are numbers like 200, 60, 180. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
137,"Using 6522, 5165 and the thing about pipe, broke, engineers, started, liters, choose or calculate the answer.",addition-subtraction,ELEMENTARY,0.25,mathematics
2035,Which option seems to be of the following is an example of an acidic solution? (A) bleach (B) vinegar (C) sugar water (D) salt water,otro,MIDDLE,0.75,science
1532,The perimeter of a postcard is 20 inches. The postcard is 6 inches wide. How tall is it?. Then answer it somehow from the given data.,geometry,ELEMENTARY,0.50,mathematics
25807,"trains, howrah, patna, other, start. Numbers: two, one, 9, 16. What is it?",otro,OTRO,0.25,physics
848,"Read this situation and answer: the area of a square is equal to five times the area of a rectangle of dimensions 50 cm * 10 cm . what is, more or less, the perimeter of the square ?",geometry,ELEMENTARY,0.75,mathematics
8212,"About horse, miles, hour, days, take: if the horse can run 10 miles / hour , how many days would it take for a horse to run. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
492,"Marian also baked oatmeal cookies for her classmates. ... with 12, 276. The question is missing some details, answer it.",division,ELEMENTARY,0.25,mathematics
15647,"Using the information given, machine c takes 2 more hours than machine b to make 20 widgets . if working together, the machines can make 25 widgets in 3 hours, how long will it take machine c to make 40 widgets ?",otro,OTRO,0.75,physics
20094,"In this situation: a man complete a journey in 10 hours .. With 10, 20, what should be calculated?",otro,OTRO,0.50,physics
14756,"There is a problem about pipes, fill, cistern, minutes, respectively; two, 12, 13, 3; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
1694,"Based on the story, if the sides of a triangle are 20 cm, 12 cm and 16 cm, what is, more or less, its area ?",geometry,ELEMENTARY,0.75,mathematics
568,"Rachel had to complete 9 pages of math homework, 11 pages of reading homework and 29 more pages of. There are numbers like 9, 11, 29. Use them and decide the answer, but the exact operation is not clearly stated.",addition,ELEMENTARY,0.50,mathematics
34563,"Using 15, 12, 40, 35 and the thing about annie, bicycles, traveling, hour, respectively, choose or calculate the answer.",otro,OTRO,0.25,physics
616,"How many, approximately, minutes are there between 11 09 AM and 4 14 PM?",time,ELEMENTARY,0.75,mathematics
20404,"if sushi rows 27 km upstream and 81 km down steam taking 9 hours each , then the speed of the stream. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
32533,"work, days. Numbers: 24, 16. What is it?",otro,OTRO,0.25,physics
20699,"Read this situation and answer: Using the information given, two dogsled teams raced across a 300 mile course in wyoming . team a finished the course in 3 fewer hours than team e . if team a ' s average speed was 5 mph greater than team e ' s, what was team e ' s average mph ?",otro,OTRO,0.75,physics
994,"About next, checklist, stick, feathers, colors: Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 57 g of colors to paint them. He. Find the result from the information, although some parts are not explicit.",subtraction,ELEMENTARY,0.50,mathematics
1091,"Monica learned that humans are born knowing how to do some things and they learn how to do ... with some numbers. The question is missing some details, answer it.",otro,ELEMENTARY,0.25,science
6970,"Using the information given, calculate the number of bricks, each measuring 25 cm x 15 cm x 8 cm required to construct a wall of dimensions 10 m x 4 cm x 6 m when 10 % of its volume is occupied by mortar ?",otro,OTRO,0.75,physics
34976,"In this situation: one robot builds a robot in 1 hour , another one builds a robot in 2 hours .. With one, 1, 2, 4, what should be calculated?",otro,OTRO,0.50,physics
1974,"There is a problem about artist, painted, pictures, june, july; 2, 9; not sure which part is needed, find the answer.",time,ELEMENTARY,0.25,mathematics
11238,"Based on the story, with both inlets open, a water tank will be filled with water in 36 minutes . the first inlet alone would fill the tank in 2 hours . if in every minutes the second inlet admits 50 cubic meters of water than the first, what is, more or less, the capacity of the tank ?",otro,OTRO,0.75,physics
21128,"volume of a hemisphere is 19404 cu . cm . its radius is :. There are numbers like 19404. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
987,"Using some numbers and the thing about composed, nitrogen, oxygen, other, gases, choose or calculate the answer.",otro,ELEMENTARY,0.25,science
28672,"Using the information given, two trains, one from howrah to patna and the other from patna to howrah, start simultaneously . after they meet, the trains reach their destinations after 49 hours and 25 hours respectively . the ratio of their speeds is ?",otro,OTRO,0.75,physics
10889,"a can do a work in 6 days , b can do a work in 8 days and c can do it in 12 days . b left work after 4 days .. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
479,"haley, magazines, cabinet, plans, send. Numbers: 63, 9. What is it?",division,ELEMENTARY,0.25,mathematics
2244,"Read this situation and answer: In a video game, each enemy defeated gives you 3 points. If a level has 6 enemies total and you destroy all but 2 of them, how many, approximately, points would you earn?",multiplication,ELEMENTARY,0.75,mathematics
11302,"About there, books, shelf, paperbacks, hardbacks: there are 7 books on a shelf , of which 2 are paperbacks and 5 are hardbacks . how many. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,probability
715,"the diagonals of a rhombus are 15 cm and 21 cm . ... with 15, 21. The question is missing some details, answer it.",geometry,ELEMENTARY,0.25,mathematics
29,"Using the information given, a man walking at the rate of 6 km per hour crosses a square field diagonally in 9 seconds the area of the field is ?",geometry,ELEMENTARY,0.75,mathematics
1215,"In this situation: Mary is baking a cake.. With 12, 5, 49, 11, what should be calculated?",challenge,ELEMENTARY,0.50,mathematics
1619,"There is a problem about adam, painting, picture, frame, inches; 6, 9; not sure which part is needed, find the answer.",geometry,ELEMENTARY,0.25,mathematics
1088,"Based on the story, A worker at a medical lab is studying blood samples. The first sample contained 1, 410 blood cells. The second one contained 6, 908 more than the first. About how many, approximately, blood cells were in the second sample?",addition,ELEMENTARY,0.75,mathematics
29400,"a leak in the bottom of a tank can empty the full tank in 6 hours . an inlet pipe fills water at the rate of 4.5 liters per minute . when. There are numbers like 6, 4.5, 8. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
253,"Using some numbers and the thing about primary, role, decomposers, ecosystem, they, choose or calculate the answer.",otro,MIDDLE,0.25,science
781,"Using the information given, A pet shelter had 2 puppies when another 34 were brought in . If 4 puppies a day are adopted, how long would it take for all of them to be adopted?",algebra,ELEMENTARY,0.75,mathematics
789,"Based on the organization of living things, tissues / form systems. / are made of cells. / are made of organs. / do the work of cells.. Then answer it somehow from the given data.",otro,MIDDLE,0.50,science
14508,"pipe, fill, tank, three, times. Numbers: one, three, two, 36. What is it?",otro,OTRO,0.25,physics
556,"Read this situation and answer: Using the information given, Tiny droplets of water seen floating in the air can give scientists a clue about the weather. What are groups of these droplets called? (A) hail (B) rain (C) a front (D) a cloud",otro,ELEMENTARY,0.75,science
4841,"About kmph, still, water, velocity, current: a man can row at 5 kmph in still water . if the velocity of current is 1 kmph and it takes him 2 hour to row to a place and come back , how far is the place ?. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
33040,"8 identical machines , working alone and at their constant rates , take 6 hours to complet ... with 8, 6, 2. The question is missing some details, answer it.",otro,OTRO,0.25,physics
7230,"Using the information given, a can give b 100 meters start and c 170 meters start in a kilometer race . how much start can b give c in a kilometer race ?",otro,OTRO,0.75,physics
32392,"In this situation: mona and sona go around a circular track of length 400 m on a bike at speeds of 18 kmph and 36 kmph .. With 400, 18, 36, what should be calculated?",otro,OTRO,0.50,physics
1104,"There is a problem about chef, apples, making, some, pies; 58, 35; not sure which part is needed, find the answer.",challenge,ELEMENTARY,0.25,mathematics
4356,"Based on the story, a train 220 meters long is running with a speed of 60 kmph . in what time will it pass a man who is running at 6 kmph in the direction opposite to that in which option seems to be the train is going ?",otro,OTRO,0.75,physics
73,"About jonathon, studying, bears, found, born: Jonathon was studying bears. He found out that bears are born with some behaviors and learn others from their environment. Which behavior does a bear most likely inherit? / . Find the result from the information, although some parts are not explicit.",otro,ELEMENTARY,0.50,science
33792,"Using two, 140, 200, 60, 40 and the thing about trains, long, speed, respectively, opposite, choose or calculate the answer.",otro,OTRO,0.25,physics
24966,"a glucose solution contains 20 grams of glucose per 1000 cubic centimeters of solution . if 500 cubic centimeters of the solution were poured into an empty container, how many, approximately, grams of glucose would be in the container ?",otro,OTRO,0.75,physics
13582,"the length of a bridge in meters , which a train 80 - meters long and traveling at 45 km / hr can cross in 30 seconds is ?. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
6992,"jamshid, paint, fence, percent, time. Numbers: 50, 4. What is it?",otro,OTRO,0.25,physics
34260,"Read this situation and answer: walking at 5 / 6 of its usual speed, a train is 10 minutes too late . try to find its usual time to cover the journey .",otro,OTRO,0.75,physics
11349,"About boat, travel, speed, still, water: a boat can travel with a speed of 16 km / hr in still water . if the rate of stream is 5 km /. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
471,"Modern submarines have advanced atmosphere-control systems that enable submarine crews to ... with some numbers. The question is missing some details, answer it.",otro,MIDDLE,0.25,science
1423,The sum of the digits of a two number is 15. The number is decreased by 27 the digits are reversed. Try to find the number. ?,algebra,MIDDLE,0.75,mathematics
708,"In this situation: A factory produced 50 printers and 21 scanners.. With 50, 21, 41, 16, what should be calculated?",time,ELEMENTARY,0.50,mathematics
1854,"There is a problem about faye, placing, pencils, crayons, rows; 7, 36, 30; not sure which part is needed, find the answer.",challenge,ELEMENTARY,0.25,mathematics
337,"Based on the story, Sara has 3 green and 5 red marbles . Tom has 4 green marbles . How many, approximately, green marbles do they have in total ?",addition-subtraction,ELEMENTARY,0.75,mathematics
27168,"10 women can complete a work in 7 days and 10 children take 14 days to complete the work . how many days will 5 women and 4 children take to complete the work ?. There are numbers like 10, 7, 14, 5. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
134,"Using twenty, five, sixteen and the thing about maria, twenty-five, pieces, tommy, gave, choose or calculate the answer.",addition,ELEMENTARY,0.25,mathematics
1994,"Luke was trying to expand his game collection . He bought 2 games from a friend and bought 2 more at a garage sale . If 2 of the games didn't work, how many, approximately, good games did he end up with?",subtraction,ELEMENTARY,0.75,mathematics
584,How many minutes are there between 6:42 AM and 9:46 AM?. Then answer it somehow from the given data.,time,ELEMENTARY,0.50,mathematics
840,"bought, chocolate, candy, money, spend. Numbers: 4, 7, 2. What is it?",subtraction,ELEMENTARY,0.25,mathematics
238,"Read this situation and answer: Using the information given, A solar eclipse occurs when (A) the Moon blocks the Earth from the Sun. (B) the first four planets in the solar system are aligned. (C) Earth blocks the Moon from the Sun. (D) Earth's shadow falls on the Sun.",otro,MIDDLE,0.75,science
0,"About statement, best, explains, photosynthesis, foundation: Which statement best explains why photosynthesis is the foundation of most food webs? / Sunlight is the source of energy for nearly all ecosystems. / Most ecosystems. Find the result from the information, although some parts are not explicit.",otro,MIDDLE,0.50,science
655,"Which best describes an exothermic reaction? ... with some numbers. The question is missing some details, answer it.",otro,MIDDLE,0.25,science
9803,"Using the information given, i flew my tiny seaplane to visit my mother . on the flight up, i flew at 110 mph . on the way home, i flew 72 mph . what was my average speed for the trip ?",otro,OTRO,0.75,physics
5369,"In this situation: a worker ' s daily wage is increased by 50 % and the new wage is $ 30 per day .. With 50, 30, what should be calculated?",otro,OTRO,0.50,physics
17356,"There is a problem about current, stream, runs, rate, kmph; 4, 6; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
22603,"Based on the story, Using the information given, three 6 faced dice are thrown together . the probability that all the three show the same number on them is -",otro,OTRO,0.75,probability
6694,"a and b complete a work in 10 days . a alone can do it in 40 days . if both together can do the work in how many days ?. There are numbers like 10, 40. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
1509,"Using 8, 10, 4 and the thing about tiffany, collecting, cans, recycling, monday, choose or calculate the answer.",challenge,ELEMENTARY,0.25,mathematics
5684,. a car covers a distance of 1028 km in 4 hours . try to find its speed ?,otro,OTRO,0.75,physics
37273,in how many ways 6 boys and 6 girls can be seated in a row so that boys and girls are alternate ?. Then answer it somehow from the given data.,otro,OTRO,0.50,probability
996,"lowest, common, multiple. Numbers: 9, 297. What is it?",lcm,ELEMENTARY,0.25,mathematics
15563,"Read this situation and answer: Using the information given, in one hour, a boat goes 13 km / hr along the stream and 9 km / hr against the stream . the speed of the boat in still water ( in km / hr ) is",otro,OTRO,0.75,physics
483,"About structures, universe, grouped, large, systems: Structures in the universe are grouped into large systems, each of which are made up of smaller systems. Which of the following is the largest. Find the result from the information, although some parts are not explicit.",otro,MIDDLE,0.50,science
5128,"how many cuboids of length 5 m , width 3 m and height 2 m can be farmed from a cuboid of 1 ... with 5, 3, 2, 18, 15. The question is missing some details, answer it.",otro,OTRO,0.25,physics
997,"Using the information given, Calculate the remainder when 2921 is divided by 79. ?",division,ELEMENTARY,0.75,mathematics
948,"In this situation: There are 17 students trying out for the school's trivia teams.. With 17, 5, 3, what should be calculated?",algebra,ELEMENTARY,0.50,mathematics
1326,"There is a problem about danny, bottle, caps, collection, found; 21, 53; not sure which part is needed, find the answer.",challenge,ELEMENTARY,0.25,mathematics
2113,"Based on the story, Which option seems to be of these is a reason that scientists revise theories? (A) public opinion in favor of a revised theory (B) corporate sponsorship of a revised theory (C) government policy based on a revised theory (D) experimental results that support a revised theory",otro,MIDDLE,0.75,science
5960,"in what time will a railway train 110 m long moving at the rate of 36 kmph pass a telegraph post on its way ?. There are numbers like 110, 36. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
6320,"Using 10, 20 and the thing about upstream, kmph, downstream, find, speed, choose or calculate the answer.",otro,OTRO,0.25,physics
29004,"Using the information given, the speed of a boat in still water is 20 km / hr and the rate of current is 5 km / hr . the distance travelled downstream in 12 minutes is",otro,OTRO,0.75,physics
488,Jane's dad brought home 24 marble potatoes. If Jane's mom made potato salad for lunch and served an equal. Then answer it somehow from the given data.,division,ELEMENTARY,0.50,mathematics
953,"surface, cube, find, thing. Numbers: 54. What is it?",geometry,ELEMENTARY,0.25,mathematics
1017,"Read this situation and answer: Using the information given, Connie saved up $39. She wants to buy a watch that costs $55. How much more money does Connie need?",subtraction,ELEMENTARY,0.75,mathematics
20387,"About consecutive, numbers, definitely: the sum of 2 consecutive numbers is definitely :. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
2030,"Sherman goes golfing every 6th day and Brad goes golfing every 7th day. ... with some numbers. The question is missing some details, answer it.",lcm,MIDDLE,0.25,mathematics
14129,a man can row downstream at 16 kmph and upstream at 12 kmph . try to find the speed of the man in still water . ?,otro,OTRO,0.75,physics
804,"In an ecosystem, not all of the energy that is available is used by the organisms. Some energy becomes unavailable before it can be transferred to organisms in the next trophic level. How does the energy most likely. Then answer it somehow from the given data.",otro,HIGH,0.50,science
926,"There is a problem about wide, path, made, around, circular; 25, 4; not sure which part is needed, find the answer.",geometry,ELEMENTARY,0.25,mathematics
99,"Based on the story, Sam grew 4 watermelons, but the rabbits ate 3 watermelons . How many, approximately, watermelons does Sam have ?",addition-subtraction,ELEMENTARY,0.75,mathematics
19098,"a and b complete a work in 7 days . a alone can do it in 14 days . if both together can do the work in how many days ?. There are numbers like 7, 14. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
901,"Using 20, two and the thing about student, measures, rising, temperature, heated, choose or calculate the answer.",otro,MIDDLE,0.25,science
10266,"how many, approximately, seconds does sandy take to cover a distance of 500 meters, if sandy runs at a speed of 18 km / hr ?",otro,OTRO,0.75,physics
34307,"six bells commence tolling together and toll at intervals of 4 , 6 , 8 , 10 , 12 and 14. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
558,"technology, enables, doctors, monitor, function. Numbers: some numbers. What is it?",otro,MIDDLE,0.25,science
1526,"Read this situation and answer: the length of rectangle is thrice its breadth and its perimeter is 104 m, try to find the area of the rectangle ?",geometry,ELEMENTARY,0.75,mathematics
1709,"About store, brand, potato, chips, bags: At the store Brand A potato chips were $10.40 for 4 bags. Brand B potato chips were $17.78 for 7 bags. Which brand has the cheaper price?. Find the result from the information, although some parts are not explicit.",comparison,MIDDLE,0.50,mathematics
1527,"how many seconds will a 550 m long train take to cross a man walking with a speed of 3 km ... with 550, 3, 63. The question is missing some details, answer it.",otro,OTRO,0.25,physics
88,"Mrs. Heine is buying Valentine's Day treats for her 2 dogs. If she wants to buy them 5 heart biscuits each and a set of puppy boots each, how many, approximately, items will she buy ?",addition,ELEMENTARY,0.75,mathematics
10267,"In this situation: 8 men can do a piece of work in 12 days .. With 8, 12, 4, 48, what should be calculated?",otro,OTRO,0.50,physics
1333,"There is a problem about elias, investigates, whether, soaking, beans; some numbers; not sure which part is needed, find the answer.",otro,HIGH,0.25,science
