,pregunta,skill,level,claridad,signature
194,the perimeter of one face of a cube is 20 cm . its volume will be :,geometry,ELEMENTARY,1,mathematics
584,"a flagstaff 17.5 m high casts a shadow of length 40.25 m . the height of the building , which casts a shadow of length 28.75 m under similar conditions will be :",otro,OTRO,1,physics
1208,"Jeremy has two pieces of wood: one is 90 inches and the other is 72 inches. He wants to cut both pieces of wood into smaller pieces so that all these pieces are the same length.
How long does he cut the both pieces of wood?",gcd,MIDDLE,1,mathematics
14843,"there is a 40 cm line marked at each centimeter and an insect is placed at every centimeter . 9 frogs are trained to jump a constant distance . the first one jumps 2 cm in every leap , the second one jumps 3 cm and so on until the 9 th one jumps 10 cm in every leap and they eat any insect that is available at that spot . if all of them start from start line and finish the entire 40 cm , how many insects were still left after the race was over ?",otro,OTRO,1,physics
22674,"the length of the bridge , which a train 120 meters long and travelling at 45 km / hr can cross in 30 seconds , is :",otro,OTRO,1,physics
2026,"Sean has 8-inch pieces of toy train track and Ruth has 18-inch pieces of train track.
How many of each piece would each child need to build tracks that are equal in length?",lcm,MIDDLE,1,mathematics
218,"In the human body, the circulatory system works with the respiratory system by (A) producing red blood cells. (B) transporting oxygen to organs. (C) providing nutrients to muscles. (D) controlling the movement of the lungs.",otro,MIDDLE,1,science
27849,"a train 70 m long , running with a speed of 63 km / hr will pass a tree in ?",otro,OTRO,1,physics
7405,the distance between two cities a and b is 330 km . a train starts from a at 8 a . m . and travels towards b at 60 km / hr . another train starts from b at 9 a . m . and travels towards a at 75 km / hr . at what time do they meet ?,otro,OTRO,1,physics
6671,how many seconds will a train 150 meters long take to cross a bridge 200 meters long if the speed of the train is 54 kmph ?,otro,OTRO,1,physics
3085,two trains running in opposite directions cross a man standing on the platform in 27 seconds and 17 seconds respectively and they cross each other in 23 seconds . the ratio of their speeds i,otro,OTRO,1,physics
503,Jagged mountains would most likely become rounded hills through which process? (A) erosion (B) deposition (C) volcanic activity (D) chemical change,otro,ELEMENTARY,1,science
15256,a train 300 m long can cross an electric pole in 15 sec and then find the speed of the train ?,otro,OTRO,1,physics
605, Rachel was unboxing some of her old winter clothes. She found 7 boxes of clothing and inside each box there were 3 scarves and 4 mittens. How many pieces of winter clothing did Rachel have total? ,algebra,ELEMENTARY,1,mathematics
412,"To get to school, Jenny decided to ride the school's double decker bus. The bus has a total of 20 rows of seats and each row has a capacity of 4 kids.
How many kids in total can ride the school bus?",multiplication,ELEMENTARY,1,mathematics
8162,the sum of two consecutive integers is 41 . find the numbers .,otro,OTRO,1,physics
307,the perimeter of a triangle is 32 cm and the inradius of the triangle is 2.5 cm . what is the area of the triangle ?,geometry,ELEMENTARY,1,mathematics
1578,Which type of matter can be separated by physical means? (A) atom (B) element (C) compound (D) mixture,otro,MIDDLE,1,science
2727,"a multiple choice test consists of 4 questions , and each question has 5 answer choices . in how many ways can the test be completed if every question is unanswered ?",otro,OTRO,1,probability
1138,"a rectangular farm has to be fenced one long side , one short side and the diagonal . if the cost of fencing is rs . 12 per meter . the area of farm is 1200 m 2 and the short side is 30 m long . how much would the job cost ?",geometry,ELEMENTARY,1,mathematics
487,"Jane helped her mom prepare fresh lemonade. If each glass needs two lemons,
how many glasses of fresh lemonade can she make if they have 18 lemons?",division,ELEMENTARY,1,mathematics
14015,"if a , b and c together can finish a piece of work in 4 days . a alone in 12 days and b in 24 days , then c alone can do it in ?",otro,OTRO,1,physics
36791,in what time will a railway train 90 m long moving at the rate of 44 kmph pass a telegraph post on its way ?,otro,OTRO,1,physics
81,"in a parallelogram , the length of one diagonal and the perpendicular dropped on that diagonal are 30 and 20 metres respectively . find its area",geometry,ELEMENTARY,1,mathematics
26315,car a runs at the speed of 35 km / hr & reaches its destination in 10 hr . car b runs at the speed of 25 km / h & reaches its destination in 6 h . what is the respective ratio of distances covered by car a & car b ?,otro,OTRO,1,physics
4169,a 300 meter long train crosses a platform in 33 seconds while it crosses a signal pole in 18 seconds . what is the length of the platform ?,otro,OTRO,1,physics
29884,9 spheres of the same size are made from melting a solid cylinder of 8 cm diameter and 48 cm height . what is the diameter of each sphere ?,otro,OTRO,1,physics
640,A computer model of an insect population takes into account the following parameters: * available food resources * annual temperature variation * timing of insect reproductive cycles Which additional parameter would most significantly improve the model's accuracy when predicting the insect population size? (A) decomposers recycling dead insects (B) annual variation in oxygen availability (C) activities of predators preying on insects (D) variation in barometric pressure,otro,MIDDLE,1,science
472,"Rebecca wants to split a collection of eggs into groups of 5. Rebecca has 10 marbles and 15 eggs.
How many groups will be created?",division,ELEMENTARY,1,mathematics
22840,"the cross - section of a tunnel is a trapezium in shape . if the tunnel is 15 m wide at the top and 5 m wide at the bottom and the area of cross - section is 400 sq m , the depth of tunnel is ?",otro,OTRO,1,physics
1557,A student mixes salt and water in a beaker to form a solution. What properties of the substances would allow the student to then separate the components? (A) densities (B) particle sizes (C) boiling points (D) electrical conductivity,otro,MIDDLE,1,science
1053,There were 9 roses and 6 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 13 orchids and 3 roses in the vase. How many more orchids than roses are there in the vase now?,challenge,ELEMENTARY,1,mathematics
573,"The school is planning a field trip. The school has 84 classrooms. 95 school buses are fully filled with 118 seats on each school bus.
How many students are in the school?",multiplication,ELEMENTARY,1,mathematics
9641,"tammy climbed a mountain in two days . she spent a total of 14 hours climbing the mountain . on the second day , she walked at an average speed that was half a kilometer per hour faster , but 2 hours less than what she walked on the first day . if the total distance she climbed during the two days is 52 kilometers , how many w kilometers per hour did tammy walk on the second day ?",otro,OTRO,1,physics
9843,a boat can travel with a speed of 13 km / hr in still water . if the speed of the stream is 4 km / hr . find the time taken by the boat to go 68 km downstream ?,otro,OTRO,1,physics
4999,"two trains leave a station traveling the same direction . train a leaves the station traveling at a constant speed of 60 mph , and train b leaves the station traveling at a constant speed of 80 mph . if both trains maintain constant speeds , in how many minutes will train b overtake train a if train a left 40 minutes prior to train b ?",otro,OTRO,1,physics
27884,"it takes printer a 4 more minutes more than printer b to print 40 pages . working together , the two printers can print 50 pages in 6 minutes . how long will it take printer a to print 60 pages ?",otro,OTRO,1,physics
27115,"the population of a bacteria colony doubles every day . if it was started 9 days ago with 2 bacteria and each bacteria lives for 13 days , how large is the colony today ?",otro,OTRO,1,physics
24153,"a , b and c can do a piece of work in 24 days , 30 days and 40 days respectively . they began the work together but c left 10 days before the completion of the work . in how many days was the work completed ?",otro,OTRO,1,physics
576," Emily was playing a video game and had 42 lives. In a hard part of the game she lost 25 lives. If she got 24 more lives in the next level, how many lives would she have? ",algebra,ELEMENTARY,1,mathematics
11199,3 men and 8 women complete a task in same time as 6 men and 2 women do . how much fraction of work will be finished in same time if 2 men and 3 women will do that task .,otro,OTRO,1,physics
14539,a space shuttle orbits the earth at about 4 kilometers per second . this speed is equal to how many kilometers per hour ?,otro,OTRO,1,physics
855,"in measuring the sides of a rectangle , one side is taken 10 % in excess and other 5 % in deficit . find the error percentage in the area calculated from these measurements .",geometry,ELEMENTARY,1,mathematics
32255,"two different primes may be said torhymearound an integer if they are the same distance from the integer on the number line . for instance , 3 and 7 rhyme around 5 . what integer t between 1 and 20 , inclusive , has the greatest number of distinct rhyming primes around it ?",otro,OTRO,1,physics
31536,"the speed at which a woman can row a boat in still water is 120 kmph . if she rows downstream , where the speed of current is 60 kmph , what time will he take to cover 500 metres ?",otro,OTRO,1,physics
1937,Which of the following is a chemical property of a substance? (A) mass of 372 g (B) reacts with HCl (C) density of 37 g/cm^3 (D) white powder with silver specks,otro,MIDDLE,1,science
508,"Cristina baked 17 croissants. If she planned to serve this equally to her seven guests,
how many will each have?",division,ELEMENTARY,1,mathematics
825,"There are 4 different books and 17 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 7 of the movies
How many more movies do you still have to watch?",subtraction,ELEMENTARY,1,mathematics
665," April's discount flowers was having a sale where each flower was 8 dollars. If Vanessa bought 3 roses and 3 daisies, how much did she spend? ",algebra,ELEMENTARY,1,mathematics
10324,"a train covers a distance of 12 km in 10 minutes . if it takes 5 seconds to pass a telegraph post , then the length of the train is",otro,OTRO,1,physics
36084,"a train 125 m long passes a man , running at 10 km / hr in the same direction in which the train is going , in 10 seconds . the speed of the train is ?",otro,OTRO,1,physics
29096,"if a car went the first third of the distance at 80 kmh , the second third at 15 kmh , and the last third at 48 kmh , what was the average speed of the car for the entire trip ?",otro,OTRO,1,physics
9667,a and b complete a work in 6 days . a can alone can do it in 10 days . if both can together can do the work in how many days ?,otro,OTRO,1,physics
35336,"the h . c . f . of two numbers is 12 and their l . c . m . is 600 . if one of the number is 12 , find the other ?",otro,OTRO,1,physics
1882,Paco had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies. How many cookies did Paco have left?,challenge,ELEMENTARY,1,mathematics
427,"After resting, they decided to go for a swim. If the depth of the water is 10 times Dean's height and he stands at 6 feet,
how deep was the water?",multiplication,ELEMENTARY,1,mathematics
3693,"a can complete a project in 20 days and b can complete the same project in 40 days . if a and b start working on the project together and a quits 10 days before the project is completed , in how many days will the project be completed ?",otro,OTRO,1,physics
474," Kaleb started his own lawn mowing business. In the spring he made 4 dollars mowing lawns and in the summer he made 50 dollars. If he had to spend 4 dollars buying supplies, how much money did he end up with? ",algebra,ELEMENTARY,1,mathematics
37529,the sum of three consecutive numbers is 252 . the greatest among these three number is :,otro,OTRO,1,physics
14144,"if four machines working at the same rate can do 3 / 4 of a job in 30 minutes , how many minutes would it take two machines working at the same rate to do 3 / 5 of the job ?",otro,OTRO,1,physics
1358,"a larger cube has 64 cubic inch as a volume and in the cube there are 64 smaller cubes such that their volume is 1 cubic inch . what is the difference between the surface areas ’ sum of the 64 smaller cubes and the surface area of the larger cube , in square inch ?",geometry,ELEMENTARY,1,mathematics
30716,"a water tank is one - fifth full . pipe a can fill a tank in 15 minutes and pipe b can empty it in 6 minutes . if both the pipes are open , how many minutes will it take to empty or fill the tank completely ?",otro,OTRO,1,physics
1346,Which is a trait that a child can inherit from its parents? (A) eye color (B) a broken leg (C) length of hair (D) language skills,otro,MIDDLE,1,science
21523,the distance between two cities a and b is 1410 km . a train starts from a at 8 a . m . and travel towards b at 60 km / hr . another train starts from b at 9 a . m and travels towards a at 75 km / hr . at what time do they meet ?,otro,OTRO,1,physics
476," Bianca picked 39 tulips and 49 roses to make flower bouquets. If she only used 81 of the flowers though, how many extra flowers did Bianca pick? ",algebra,ELEMENTARY,1,mathematics
1299,How do the circulatory system and the respiratory system depend on one another? (A) Oxygen collected by the respiratory system is carried throughout the body by the circulatory system. (B) Solid wastes collected by the circulatory system are carried throughout the body by the respiratory system. (C) Nutrients collected by the respiratory system are carried throughout the body by the circulatory system. (D) Carbon dioxide collected by the circulatory system is carried throughout the body by the respiratory system.,otro,MIDDLE,1,science
614,"One method of heat distribution is a baseboard forced hot water system. A baseboard system carries hot water through a pipe that passes through many small, flat plates called fins. What is the purpose of these fins? (A) to dissipate the heat of the hot water flowing through the pipe (B) to prevent the baseboard from coming in contact with hot surfaces (C) to replace the heated air leaving the system with cold air (D) to prevent dust and other particles from entering the baseboard",otro,HIGH,1,science
481," There were 9 girls and 14 boys trying out for the schools basketball team. If only 2 of them got called back, how many students didn't make the cut? ",algebra,ELEMENTARY,1,mathematics
1566,"the length of a rectangle i s two - fifths of the radius of a circle . the radius of the circle is equal to the side of the square , whose area is 1225 sq . units . what is the area ( in sq . units ) of the rectangle if the rectangle if the breadth is 10 units ?",geometry,ELEMENTARY,1,mathematics
25344,a person p takes 4 hrs time to complete a job and q takes 6 hrs to complete the same job if they work together how much time will they require to complete the job ?,otro,OTRO,1,physics
1248,a and b go around a circular track of length 200 m on a cycle at speeds of 36 kmph and 72 kmph . after how much time will they meet for the first time at the starting point ?,otro,OTRO,1,physics
37008,the timing of a college is from 12 p . m to 5.00 p . m . five lectures are held in the given duration and a break of 5 minutes after each lecture is given to the students . find the duration of each lecture .,otro,OTRO,1,physics
26275,a certain industrial loom weaves 0.128 meters of cloth every second . approximately how many seconds will it take for the loom to weave 15 meters of cloth ?,otro,OTRO,1,physics
218,"We ordered 7 pizzas. Each pizza has the same number of slices. If there were a total of 14 slices
How many slices are there in each pizza?",division,ELEMENTARY,1,mathematics
12855,a train 150 m long is running at a speed of 62 kmph . how long does it take to pass a man who is running at 8 kmph in the same direction as the train ?,otro,OTRO,1,physics
25,"the set s consists of 5 numbers : { 1 , 2,3 , 4,5 } . if all possible subsets including the null set are created and one subset is chosen at random , what is the probability that the subset has 4 or 5 as its largest number ?",otro,OTRO,1,probability
404," Ned had to wash 9 short sleeve shirts and 21 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash? ",algebra,ELEMENTARY,1,mathematics
446,"triangle xyz is an isosceles right triangle . if side xy is longer than side yz , and the area of the triangle is 36 , what is the measure of side xy ?",geometry,ELEMENTARY,1,mathematics
28065,a work which could be finished in 11 days was finished 3 days earlier after 10 more men joined . the number of men employed was ?,otro,OTRO,1,physics
1005,"Which of these correctly lists Earth's layers in order from the center to the surface? (A) outer core, inner core, asthenosphere, lithosphere (B) asthenosphere, lithosphere, outer core, inner core (C) inner core, asthenosphere, lithosphere, outer core (D) inner core, outer core, asthenosphere, lithosphere",otro,MIDDLE,1,science
8291,"39 persons can repair a road in 24 days , working 5 hours a day . in how many days will 30 persons , working 6 hours a day , complete the work ?",otro,OTRO,1,physics
165,What is -161 plus 1124?,addition-subtraction,ELEMENTARY,1,mathematics
13199,"three unbiased coins are tossed , what is the probability of ge ƫ ng at least 2 tails ?",otro,OTRO,1,probability
4468,a train 250 m long is running at a speed of 45 km / hr . in what time will it pass a bridge 150 m long ?,otro,OTRO,1,physics
60,"A waiter had 12 customers. While 15 customers left he got 14 new customers.
How many customers does he still have?",addition,ELEMENTARY,1,mathematics
55,2-8=,algebra,ELEMENTARY,1,mathematics
55,"Particle accelerators, such as the Large Hadron Collider in Europe, accelerate subatomic particles to great speeds. These particles move in opposite directions at nearly the speed of light and collide into one another to simulate conditions that were present as the universe formed. Which property of matter in the initial moments of the universe are these accelerators designed to simulate? (A) low density (B) high energy (C) massive nuclei (D) circular movement",otro,HIGH,1,science
398,What is -0.01765 times 0.5?,multiplication,ELEMENTARY,1,mathematics
3021,"at 15 : 00 there were 22 students in the computer lab . at 15 : 03 and every three minutes after that , 3 students entered the lab . if at 15 : 10 and every ten minutes after that 8 students left the lab , how many students were in the computer lab at 15 : 44 ?",otro,OTRO,1,physics
27931,"nicky and cristina are running a 300 meter race . since cristina is faster than nicky , she gives him a 12 second head start . if cristina runs at a pace of 5 meters per second and nicky runs at a pace of only 3 meters per second , how many seconds will nicky have run before cristina catches up to him ?",otro,OTRO,1,physics
14894,a 300 m long train crosses a platform in 42 sec while it crosses a signal pole in 18 sec . what is the length of the platform ?,otro,OTRO,1,physics
6163,suppose 10 monkeys take 20 minutes to eat 10 bananas . how many monkeys would it take to eat 80 bananas in 80 minutes ?,otro,OTRO,1,physics
423," The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with? ",algebra,ELEMENTARY,1,mathematics
28971,"a man rows his boat 72 km downstream and 30 km upstream , taking 3 hours each time . find the speed of the stream ?",otro,OTRO,1,physics
1528,"a circular well with a diameter of 4 metres , is dug to a depth of 24 metres . what is the volume of the earth dug out ?",geometry,ELEMENTARY,1,mathematics
26252,a and b can do a piece of work in 9 days . with the help of c they finish the work in 6 days . c alone can do that piece of work in ?,otro,OTRO,1,physics
4888,"excluding the stoppages , the speed of a bus is 12 km / hr and including the stoppages the speed of the bus is 6 km / hr . for how many minutes does the bus stop per hour ?",otro,OTRO,1,physics
435," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",algebra,ELEMENTARY,1,mathematics
12163,"a car traveling at a certain constant speed takes 5 seconds longer to travel 1 km than it would take to travel 1 km at 90 km / hour . at what speed , in km / hr , is the car traveling ?",otro,OTRO,1,physics
372,"Mary found 45 seashells , Melanie found 23 seashells , and Jason found 32 seashells on the beach . When they cleaned them , they discovered that 31 were cracked . How many seashells did they find together ? ",addition-subtraction,ELEMENTARY,1,mathematics
9058,the sum of two consecutive integers is 21 . find the numbers .,otro,OTRO,1,physics
438,if radius of a circle is diminished by 10 % then its area is diminished by,geometry,ELEMENTARY,1,mathematics
29993,a train 460 m long is running at a speed of 45 km / hr . in what time will it pass a bridge 140 m long ?,otro,OTRO,1,physics
1160,"Felix and Clara are lawyers. Felix averages 20 civil cases and 10 criminal cases annually. Meanwhile, Clara averages 16 civil cases and 15 criminal ones.
Which lawyer has a lower ratio of civil to criminal cases?",comparison,MIDDLE,1,mathematics
16338,convert 250 inches into centimeter ?,otro,OTRO,1,physics
955,Aphids are small insects that sometimes live near ants. The ants protect the aphids from predators. The aphids produce a sweet substance that the ants eat. Which statement describes the relationship between ants and aphids? (A) Both ants and aphids benefit. (B) Both ants and aphids are unaffected. (C) The ants benefit and the aphids are harmed. (D) The aphids benefit and the ants are unaffected.,otro,MIDDLE,1,science
70,Joan has 8 orange balloons but lost 2 of them . How many orange balloons does Joan have now ? ,addition-subtraction,ELEMENTARY,1,mathematics
478," Gwen had 18 math problems and 11 science problems for homework. If she finished 24 of the problems at school, how many problems did she have to do for homework? ",algebra,ELEMENTARY,1,mathematics
382,Multiply -6 and -0.046.,multiplication,ELEMENTARY,1,mathematics
7589,two trains each 250 m in length are running on the same parallel lines in opposite directions with the speed of 90 kmph and 70 kmph respectively . in what time will they cross each other completely ?,otro,OTRO,1,physics
4817,"two trains , one from howrah to patna and the other from patna to howrah , start simultaneously . after they meet , the trains reach their destinations after 32 hours and 16 hours respectively . the ratio of their speeds is",otro,OTRO,1,physics
1296,"if the sides of a triangle are 26 cm , 18 cm and 10 cm , what is its area ?",geometry,ELEMENTARY,1,mathematics
578,"Appearance, texture, and density are classified as (A) physical properties. (B) chemical properties. (C) magnetic properties. (D) thermal properties.",otro,MIDDLE,1,science
1918,Jesse has 18 square feet of carpet. If her room is 4 feet long and 20 feet wide How much more carpet does she need to cover the whole floor?,challenge,ELEMENTARY,1,mathematics
115,"Gavin has 23 shirts. 6 are blue the rest are green.
How many green shirts does Gavin have?",subtraction,ELEMENTARY,1,mathematics
656," A pet store has 9 bird cages. If each cage has 2 parrots and 6 parakeets in it, how many birds does the pet store have total? ",algebra,ELEMENTARY,1,mathematics
1688,Haley grew 14 trees in her backyard. After a typhoon 9 died. How many more trees died in the typhoon than those that survived?,challenge,ELEMENTARY,1,mathematics
28758,"a man can row 8 kmph in still water . when the river is running at 1.2 kmph , it takes him 1 hour to row to a place and black . how far is the place ?",otro,OTRO,1,physics
1870,Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left. How many cards does Jeff have now?,challenge,ELEMENTARY,1,mathematics
37801,a train 210 m long is running at a speed of 45 km / hr . in what time will it pass a bridge 140 m long ?,otro,OTRO,1,physics
34391,the speed of a boat in still water is 15 km / hr and the rate of current is 3 km / hourr . the distance travelled downstream in 24 mins is ?,otro,OTRO,1,physics
509," A waiter had 47 customers to wait on. If 41 customers left and he got another 20 customers, how many customers would he have? ",algebra,ELEMENTARY,1,mathematics
24162,"if 20 men can build a water fountain 56 metres long in 7 days , what length of a similar water fountain can be built by 35 men in 3 days ?",otro,OTRO,1,physics
1499,"Mr. Johnson used 80 meters of fencing to enclose a rectangular garden. The length of the garden is 25 meters.
How wide is the garden?",geometry,MIDDLE,1,mathematics
260,"Christmas is near. Mr. Anderson, president of Nice People Inc. organized a charity event to share happiness to the less fortunate people. The first thing that he did is to visit an orphanage. There he dressed up as Santa and gave toys to the children. If he gave 134 toy cars to the boys and 269 dolls to the girls,
how many toys did he give to all?",addition,ELEMENTARY,1,mathematics
325,"Charlie, an aspiring inventor, is planning to make some wings to fulfill his dream to fly around the world. He started by collecting feathers. He needs 900 feathers and he already has 387.
How many more feathers does he need to collect?",subtraction,ELEMENTARY,1,mathematics
13794,"a boat can travel with a speed of 24 km / hr in still water . if the speed of the stream is 4 km / hr , find the time taken by the boat to go 168 km downstream",otro,OTRO,1,physics
895,"Edward spent $ 6 to buy 2 books each book costing him the same amount of money. Now he has $ 12.
How much did each book cost?",division,ELEMENTARY,1,mathematics
1258,square of 99 = ?,geometry,ELEMENTARY,1,mathematics
1832,Which cell function is most directly dependent on the cytoskeleton? (A) transport of material inside the cell (B) response of the cell to external pathogens (C) storage of energy in stable long-term forms (D) direction of cellular activity,otro,HIGH,1,science
10749,a 300 meter long train crosses a platform in 51 seconds while it crosses a signal pole in 18 seconds . what is the length of the platform ?,otro,OTRO,1,physics
30026,"the circumference of the front wheel of a cart is 40 ft long and that of the back wheel is 48 ft long . what is the distance travelled by the cart , when the front wheel has done five more revolutions than the rear wheel ?",otro,OTRO,1,physics
820,Students are comparing different rocks. What do all rocks have in common? (A) Rocks are made of one or more minerals. (B) Rocks are made of two or more elements. (C) Rocks are made of magma and sediments. (D) Rocks are made of sand changed by pressure.,otro,MIDDLE,1,science
35522,"the sides of a rectangular field are in the ratio 3 : 4 . if the area of the field is 7500 sq . m , the cost of fencing the field @ 25 paise per metre is",otro,OTRO,1,physics
29395,find the cost of fencing around a circular field of diameter 30 m at the rate of rs . 5 a meter ?,otro,OTRO,1,physics
1255,"There are 4 squirrels in a tree with 2 nuts.
What's the difference of the number of squirrels and nuts over there?",comparison,ELEMENTARY,1,mathematics
1264,"Billy was playing basketball with his friend. Billy scored 7 points and his friend scored 9 points.
What's the difference between Billy's points and his friend's points?",comparison,ELEMENTARY,1,mathematics
2379,"the length of the bridge , which a train 150 metres long and travelling at 54 km / hr can cross in 30 seconds , is ?",otro,OTRO,1,physics
24570,"working alone , a can complete a certain kind of job in 10 hours . a and d , working together at their respective rates , can complete one of these jobs in 5 hours . in how many hours can d , working alone , complete one of these jobs ?",otro,OTRO,1,physics
677,Calculate the remainder when 20 is divided by 11.,division,ELEMENTARY,1,mathematics
8643,10 people can write 55 book in 12 days working 8 hour a day . then in how many day 198 can be written by 48 people ?,otro,OTRO,1,physics
26724,"working alone , pump a can empty a pool in 6 hours . working alone , pump b can empty the same pool in 9 hours . working together , how many minutes will it take pump a and pump b to empty the pool ?",otro,OTRO,1,physics
349,"For finishing touches, he needed 70 gallons of paint. If he bought 23 gallons to add to his existing 36 gallons of paint,
how much more paint will he need?",time,ELEMENTARY,1,mathematics
8639,what is the greatest of 3 consecutive integers whose sum is 27 ?,otro,OTRO,1,physics
18206,a train 360 m long runs with a speed of 45 km / hr . what time will it take to pass a platform of 190 m long ?,otro,OTRO,1,physics
8549,"at a certain resort , each of the 39 food service employees is trained to work in a minimum of 1 restaurant and a maximum of 3 restaurants . the 3 restaurants are the family buffet , the dining room , and the snack bar . exactly 19 employees are trained to work in the family buffet , 18 are trained to work in the dining room , and 12 are trained to work in the snack bar . if 4 employees are trained to work in exactly 2 restaurants , how many employees are trained to work in all 3 restaurants ?",otro,OTRO,1,physics
728,"There are 4 boys and 5 girls in a preschool daycare.
How many children are there in the daycare?",addition,ELEMENTARY,1,mathematics
1299,Last week Fred had 86 dollars and Jason had 5 dollars. Fred washed cars over the weekend and now has 9 dollars and Jason did not work. How much money do they have together now?,challenge,ELEMENTARY,1,mathematics
329,What advantage do the offspring of a dandelion have by reproducing asexually? (A) Reproduction occurs rapidly. (B) Reproductive competition is increased. (C) Mating compatibility improves. (D) Diversity increases between generations.,otro,MIDDLE,1,science
19302,"a man can row upstream at 35 kmph and downstream at 45 kmph , and then find the speed of the man in still water ?",otro,OTRO,1,physics
809,"a square mirror has exactly half the area of the rectangular wall on which it is hung . if each side of the mirror is 34 inches and the width of the wall is 54 inches , what is the length of the wall , in inches ?",geometry,ELEMENTARY,1,mathematics
1588,"if the length of the longest chord of a certain circle is 18 , what is the radius of that certain circle ?",geometry,ELEMENTARY,1,mathematics
14019,"r is the set of positive even integers less than 50 , and s is the set of the squares of the integers in r . how many elements does the intersection of r and s contain ?",otro,OTRO,1,physics
497,"the length of a rectangular field is 7 / 5 its width . if the perimeter of the field is 240 meters , what is the width of the field ?",geometry,ELEMENTARY,1,mathematics
1416,"how many diagonals does a polygon with 13 sides have , if one of its vertices does not connect to any diagonal ?",geometry,ELEMENTARY,1,mathematics
18907,"a work crew of 4 men takes 5 days to complete one - half of a job . if 11 men are then added to the crew and the men continue to work at the same rate , how many days will it take the enlarged crew to do the rest of the job ?",otro,OTRO,1,physics
436," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",algebra,ELEMENTARY,1,mathematics
1139,"A brown bear eats a variety of foods including berries, insects, and small animals. Which best describes a brown bear? (A) producer (B) herbivore (C) carnivore (D) omnivore",otro,ELEMENTARY,1,science
26959,a train requires 12 seconds to pass a pole while it requires 27 seconds to cross a stationary train which is 300 mtrs long . find the speed of the train .,otro,OTRO,1,physics
724,50 square stone slabs of equal size were needed to cover a floor area of 98 sq . m . find the length of each stone slab ?,geometry,ELEMENTARY,1,mathematics
273,A carpenter bought a piece of wood that was 8.9 centimeters long . Then he sawed 2.3 centimeters off the end . How long is the piece of wood now ? ,addition-subtraction,ELEMENTARY,1,mathematics
14646,"a car traveling at a certain constant speed takes 12 seconds longer to travel 1 kilometer than it would take to travel 1 kilometer at 75 kilometers per hour . at what speed , in kilometers per hour , is the car traveling ?",otro,OTRO,1,physics
316,"When they arrived at the island's starting point, they looked at the clues and found out that the number of steps they need to take to get to the next clue is the difference between 537 and 369.
How many steps do they have to take to get to the next clue?",subtraction,ELEMENTARY,1,mathematics
2202,"When chlorine gas reacts with sodium metal, what type of substance is formed? (A) A mixture (B) A compound (C) An element (D) An alloy (E) A solution",otro,MIDDLE,1,science
344,"There are 8 different movies and 21 different books in the ' crazy silly school ' series. If you read 7 of the books and watched 4 of the movies
How many more movies do you still have to watch?",subtraction,ELEMENTARY,1,mathematics
9454,"youseff lives x blocks from his office . it takes him 1 minute per block to walk to work and 20 seconds per block to ride his bike to work . it is takes him exactly 6 minutes more to walk to work than to ride his bike to work , then x equals ?",otro,OTRO,1,physics
36776,"two trains running in opposite directions cross a pole placed on the platform in 47 seconds and 31 seconds respectively . if they cross each other in 33 seconds , what is the ratio of their speeds ?",otro,OTRO,1,physics
27316,a man walking at the speed of 4 kmph crosses a square field diagonally in 3 minutes . the area of the field is :,otro,OTRO,1,physics
2215,Some changes are fast. Some changes are slow. Which of these changes is most likely the slowest? (A) fire (B) flood (C) landslide (D) drought,otro,ELEMENTARY,1,science
18107,a thief goes away with a santro car at a speed of 40 kmph . the theft has been discovered after half an hour and the owner sets off in a bike at 55 kmph when will the owner over take the thief from the start ?,otro,OTRO,1,physics
30703,"pipe a can fill a tank in 10 minutes and pipe b cam empty it in 24 minutes . if both the pipes are opened together after how many minutes should pipe b be closed , so that the tank is filled in 30 minutes ?",otro,OTRO,1,physics
94,let the sides of a rectangular prism are consecutive multiples of 5 . which among the following could be the base area,geometry,ELEMENTARY,1,mathematics
977,"Eddie is thinking of a number that is divisible by both 8 and 5.
What is the smallest possible number that Eddie could be thinking of?",lcm,MIDDLE,1,mathematics
1657,Acid rain is the result of pollutants being released into the (A) air. (B) soil. (C) rivers. (D) oceans.,otro,MIDDLE,1,science
103,"18 children were riding on the bus. At the bus stop, some more children got on the bus. Then there were 25 children altogether on the bus.
How many children got on the bus at the bus stop?",subtraction,ELEMENTARY,1,mathematics
15867,"xavier starts from p towards q at a speed of 40 kmph and after every 12 mins increases his speed by 20 kmph . if the distance between p and q is 56 km , then how much time does he take to cover the distance ?",otro,OTRO,1,physics
1120,"The ratio of Kate's stickers to Jenna's stickers is 7:4. Kate has 21 stickers.
How many stickers does Jenna have?",ratio,MIDDLE,1,mathematics
