,prompt,response_1,response_2,response_3,response_4
254,"Make a single slightly challenging short division fact problem for an elementary student in the context of a fruit shop, using a simple sharing situation. Use whole numbers only. Give only the question as plain text. Do not include the solution.","system
How many apples can you get if you share 24 apples equally among 6 friends?","system
How many apples can you get if you share 24 apples equally among 6 friends?","system
How many apples can you get if you share 24 apples equally among 6 friends?","system
How many apples can each child get if there are 24 apples and 8 children?"
255,"Write one slightly challenging question using repeated addition for an elementary student in the context of a family picnic, with a product below 100. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
How many sandwiches will there be if we start with 5 sandwiches and add 3 more every hour for 4 hours?","system
How many sandwiches will there be if we start with 5 sandwiches and add 3 more each day for 4 days?","system
How many sandwiches will there be if we add 5 more sandwiches to the original 8 that were already prepared?","system
How many sandwiches will there be if we add 5 more sandwiches to the original 8 sandwiches that were brought for the family picnic?"
256,"Write one easy question about sides and vertices for a young math learner in the context of a school cafeteria, using triangles and quadrilaterals. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","system
What is the difference between the number of sides and the number of vertices in a triangle?","system
What is the difference between the number of sides and vertices in a triangle compared to a quadrilateral?","system
What is the difference between the number of sides and the number of vertices in a triangle?","system
What is the difference between the number of sides and the number of vertices in a triangle?"
257,"Write a single basic question that uses subtraction followed by addition for a student learning basic mathematics in the context of a playground, using numbers up to 20. Use one direct question at the end. Use plain text only and provide no solution or explanation.","system
What is the total number of swings if there are initially 5 swings and 3 more swings added to the playground?","system
What is the total number of swings if there are initially 5 swings and 3 more swings added?","system
What is the total number of swings if there are initially 5 swings and then 3 more swings are added?","system
What is the total number of swings if there are initially 5 swings and then 3 more swings are added?"
258,"Make a single basic question about finding a total and then what remains for a student learning basic mathematics in the context of a farm, using three quantities. Use whole numbers only. Return one question only, written as plain text.","system
How much hay is left if there were originally 120 bales on the farm, 35 were sold, and 40 were damaged?","system
How much hay is left if you start with 120 bales, use 45 bales to feed animals, and need to distribute the remaining hay equally among 6 barns?","system
How much hay is left if there were initially 120 bales on the farm, 35 bales were sold, and 40 bales were used to feed animals?","system
Question: A farmer has 120 apples, 90 oranges, and 60 bananas. How many fruits does she have in total, and how many more oranges than bananas does she have?"
259,"Make one easy addition word problem for a young math learner in the context of a school cafeteria, using numbers up to 100. Use one direct question at the end. Use plain text only and provide no solution or explanation.","system
At the school cafeteria, there were initially 35 apples on the display. After lunchtime, 27 more apples were added. How many apples are now available for students?","system
At the school cafeteria, there were initially 25 apples on the display. After lunchtime, 37 more apples were added. How many apples are now available for students to choose from?","system
At the school cafeteria, there were initially 35 apples on the display. After lunchtime, 27 more apples were added. How many apples are now available for students to choose from?","system
At the school cafeteria, there were initially 25 apples on the display. After lunchtime, 37 more apples were added. How many apples are now available for students?"
260,"Make one simple question comparing two groups with a ratio for an upper elementary student in the context of a sports day, using two types of objects. Keep the question concise. Return one question only, written as plain text.","system
Which group has more items per person: Group A with 15 balls and 30 people or Group B with 20 balls and 40 people?","system
Which group had more participants: the team that won 3 out of 5 races or the team that won 2 out of 4 races?","system
Which group had more items: Group A with 12 red balls or Group B with 8 blue marbles?","system
Which group had more items per person: Group A with 12 balls and 6 people or Group B with 8 balls and 4 people?"
261,"Make one easy question comparing two geometric shapes for a primary school student in the context of a fruit shop, using rectangles and squares. Make the situation realistic. Return one question only, written as plain text.","system
What is the difference between a rectangle and a square when used to represent different types of fruits at a fruit shop?","system
What is the difference between a square and a rectangle that you might find at a fruit shop?","system
What is the difference between a square and a rectangle that you might see at a fruit shop?","system
What is the difference between a square and a rectangle?"
262,"Create a single slightly challenging question about taking away for an elementary student in the context of a family picnic, using numbers up to 100. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","system
At the family picnic, there were initially 35 sandwiches. After sharing equally among 7 family members, how many sandwiches does each person get?","system
At the family picnic, there were 5 sandwiches and 3 juice boxes left after lunch. How many items were taken altogether?","system
At the family picnic, there were initially 56 sandwiches. If they ate 23 sandwiches and then found 8 more under the tree, how many sandwiches do they have now?","system
At the family picnic, there were 36 sandwiches and 24 juice boxes. If they decide to take away 5 sandwiches and 3 juice boxes, how many items will be left?"
263,"Prepare one simple question about hours and minutes for a young math learner in the context of a book fair, using times to the nearest five minutes. Make all needed information explicit. Use plain text only and provide no solution or explanation.","system
What time is it now if you add 15 minutes to 3:40 PM?","system
What time is it now if you add 15 minutes to 3:47?","system
What time is it now if you add 15 minutes to 3:47?","system
What time is it now if you add 15 minutes to 3:40?"
264,"Generate a single easy multiplication word problem for a young math learner in the context of a camping trip, using three equal groups. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","system
At the campfire, there were 3 friends sharing their snacks equally. If each friend got 4 pieces of candy, how many pieces of candy did they have in total?","system
At the campsite, there are 3 tents arranged equally around a fire pit. Each tent has 4 people inside it. How many people are at the campsite?","system
At the campsite, there are 3 tents arranged equally around a circular fire. If each tent sleeps 4 people, how many people can be accommodated at the campsite?","system
At the campfire, there are 3 friends sharing their snacks equally. If each friend gets 4 pieces of candy, how many candies do they have in total?"
265,"Generate one moderate two-step addition and subtraction word problem for a student learning basic mathematics in the context of a birthday party, using numbers up to 50. Make all needed information explicit. Use plain text only and provide no solution or explanation.","system
At the birthday party, there were initially 23 cupcakes on the table. After everyone ate some, there were 17 cupcakes left. How many cupcakes did each person eat if there were 6 people at the party?","system
At Sarah's birthday party, there were initially 23 cupcakes on the table. After the cake was cut into slices, each slice contained 4 pieces. If 17 slices were eaten during the party, how many cupcakes were left?","system
At the birthday party, there were initially 23 cupcakes on the table. After the cake was cut into slices, each slice had 4 pieces. If 18 slices were eaten during the party, how many cupcakes were left?","system
At Sarah's birthday party, there were initially 23 cupcakes on the table. After everyone ate some, there were 17 left. How many cupcakes did each person eat if there were 6 people at the party?"
266,"Make one easy one-step algebra question for a young learner ready for a challenge in the context of a farm, with the unknown on the right side. Keep the question concise. Output only the question in text form, without hints or an answer.","system
What is 3 more than half of 12?","system
What is 3 more than half of 12?","system
What is 3 more than half of 12?","system
What is 3 more than half of 12?"
267,"Generate a single slightly challenging short multiplication fact problem for an elementary student in the context of a sports day, using one-digit factors. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution.","system
What is 7 times 8?","system
What is 7 times 8?","system
What is 7 times 8?","system
What is 7 times 8?"
268,"Generate one simple question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a farm, with no remainder after grouping. Use one direct question at the end. Use plain text only and provide no solution or explanation.","system
What is the greatest common divisor (GCD) of 24 and 36?","system
What is the greatest common divisor (GCD) of 24 and 36?","system
What is the greatest number of animals you can have on each side if you want to group them equally without any leftovers when placing them all on a square-shaped farm plot?","system
What is the greatest common divisor (GCD) of 24 and 36?"
269,"Write a single basic multiplication word problem for a young math learner in the context of a science fair, using four equal groups. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","system
A scientist has 4 test tubes containing bacteria samples. Each tube contains 50 grams of bacteria. How many grams of bacteria does the scientist have in total?","system
Each group has 5 projects. How many projects are there in total?","system
Each group of robots built for the science fair has 5 robots inside it. How many robots are there in total if there are 4 groups?","system
A scientist has collected 12 samples of a rare plant species. She wants to display them equally on 4 tables at her science fair exhibit. How many samples will be placed on each table?"
270,"Generate a single moderate geometry question about shape properties for a primary school student in the context of a sports day, about finding one missing side length. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
What is the perimeter of a rectangle if its width is 5 meters and its length is 10 meters?","system
What is the perimeter of a rectangular track if its width is 10 meters and its length is 25 meters?","system
In a relay race, each runner covers 10 meters. If there are four runners and the total distance is 40 meters, how far does the third runner need to run?","system
In a relay race, the first runner runs 10 meters and then passes the baton to the second runner who needs to run twice that distance plus an extra 2 meters due to wind resistance. How far does the second runner need to run?"
271,"Write a single simple subtraction word problem for an upper elementary student in the context of a science fair, using numbers up to 50. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","system
At the Science Fair, Sarah's project used 23 colorful balloons. She gave away 14 balloons to her friends at the booth. How many balloons does Sarah have left?","system
At the science fair, there were initially 37 projects on display. By the end of the day, 14 projects had been judged and removed from the display. How many projects remain on display?","system
At the science fair, Sarah's project had 32 colorful balloons. She gave away 14 balloons to her friends. How many balloons does Sarah have left?","system
At the Science Fair, there were initially 32 projects displayed on tables. By the end of the day, 17 projects had been judged and removed from display. How many projects remain at the Science Fair?"
272,"Make a single easy mixed-operation problem with addition and subtraction for a young math learner in the context of a sports day, using numbers up to 50. Make the situation realistic. Use plain text only and provide no solution or explanation.","system
At the school's sports day, there were 23 gold medals awarded for running events and 17 silver medals for jumping events. How many more gold medals than silver medals were given out?","system
At the school's sports day, there were 35 gold medals awarded in track events and 27 silver medals in swimming events. How many more gold medals than silver medals were given out?","system
At the school's sports day, there were 23 gold medals won by boys and 17 silver medals won by girls. How many more gold medals did the boys win than silver medals?","system
At the school's sports day, there were 23 students participating in the relay race. By halftime, 17 students had left. How many students remained for the final leg?"
273,"Make a single simple question about hours and minutes for an upper elementary student in the context of a pet shelter, using a morning activity. Keep the question concise. Use plain text only and provide no solution or explanation.","system
How many more minutes are there in 2 hours than in 1 hour?","system
How many minutes are there in 3 hours?","system
How many more minutes are there in 2 hours compared to 1 hour?","system
How many minutes are there in 3 hours?"
274,"Make one basic question about area for a student learning basic mathematics in the context of a garden, using whole-number side lengths. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","system
What is the area of a square garden that has sides measuring 5 meters?","system
What is the area of a square garden with each side measuring 5 meters?","system
What is the area of a square garden with each side measuring 5 meters?","system
What is the area of a square garden with each side measuring 5 meters?"
275,"Create one moderate question about adding two quantities for a primary school student in the context of a music class, using two-digit numbers. Keep the question concise. Use plain text only and provide no solution or explanation.","system
In a music class, if you have 45 students playing instruments and then add 37 more students joining them, how many students will be playing together?","system
In a music class, if you have 34 students playing instruments and 26 more join them later, how many students will be playing?","system
What is the sum of 34 and 56?","system
In a music class, if you add 34 beats to 56 beats, how many beats do you have in total?"
276,"Generate a single moderate question asking how much more one group has for an elementary student in the context of a toy store, without using a table. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
How many more toys does Group A have compared to Group B at the toy store?","system
How many more toys does Group A have compared to Group B at the toy store?","system
How many more toys does Group A have compared to Group B at the toy store?","system
How many more toys does Group A have compared to Group B at the toy store?"
277,"Generate a single easy question asking when two schedules meet again for an upper elementary student in the context of a camping trip, using two small multiples. Make the situation realistic. Give only the question as plain text. Do not include the solution.","system
When will the first schedule and the second schedule meet again during our camping trip?","system
When will the morning and afternoon camp schedule meet again during our three-day camping trip?","system
When will the morning and afternoon camp schedule meet again during our three-day camping trip?","system
When will the first schedule and the second schedule meet again during our camping trip?"
278,"Write one simple question about finding what remains for a student learning basic mathematics in the context of a school library, using numbers up to 50. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.",system What is the total number of books on arithmetic that can be found in the math section of our school library?,system What is the total number of books on multiplication tables that students can find in the math section?,"system
What is the total number of books on arithmetic and algebra that a student can find in the math section of our school library?",system What specific books on basic mathematics does the school library have that focus on addition and subtraction problems involving numbers less than 50?
279,"Make one basic word problem that can be solved with one equation for a young learner ready for a challenge in the context of a playground, using division with no remainder. Make the situation realistic. Return one question only, written as plain text.","system
At the playground, there are 24 swings. If each group of friends gets to use 3 swings at a time, how many groups can play?","system
A group of 12 children are playing on the swings at the playground. If each swing can hold 3 children at once, how many swings do they need?","system
At the playground, there are 24 swings. If each group of friends gets to use 3 swings at a time during their playtime, how many groups can use the swings?","system
At the playground, there are 24 swings. If each group of friends gets to use 3 swings at once, how many groups can play?"
280,"Generate one moderate question asking when two schedules meet again for an upper elementary student in the context of a garden, using a school schedule situation. Keep the question concise. Return only the question in plain text, with no answer or explanation.","user
When is the next time both classes will be together at recess?","user
When is the next time both classes will be together at recess?","system
When will the school's morning and afternoon schedules next overlap?","system
When will the school's morning and afternoon schedules next overlap?"
281,"Create one moderate one-step algebra question for a young learner ready for a challenge in the context of a school cafeteria, using subtraction. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","system
Question: If there were 25 apples on the cafeteria table and 7 were eaten, how many apples are left?","system
Question: If there were 25 apples on the cafeteria table and 7 were eaten, how many apples are left?","system
Question: If there were 25 apples on the cafeteria table and 7 were eaten, how many apples are left?","system
Question: If there were 25 apples on the cafeteria table and 7 were eaten, how many apples are left?"
282,"Create a single basic question about hours and minutes for an upper elementary student in the context of a family picnic, using an afternoon activity. Use one direct question at the end. Output only the question in text form, without hints or an answer.",system What time should we leave our house to ensure we arrive at the picnic site before it closes?,system What time should we leave our house to arrive at the park on time for the picnic?,system How many more minutes are there in 3 hours than in 2 hours?,system How many minutes are there in 3 hours?
283,"Make one slightly challenging question about hours and minutes for a student learning basic mathematics in the context of a camping trip, with an interval shorter than two hours. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","system
How many minutes will it take to cook 15 hot dogs if you have a grill that can cook 4 hot dogs at once and each batch takes 10 minutes?","system
How many additional minutes are there between 3:45 PM and 4:10 PM?","system
What is the total time spent on setting up tents if it takes 30 minutes to assemble them and another 25 minutes to secure them?","system
How many minutes will pass if you spend 30 minutes setting up your tent followed by a 15-minute break before starting to cook?"
284,"Prepare a single easy question comparing two whole numbers for a primary school student in the context of a beach visit, using the words greater, less, or equal. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","system
Which number is greater: 345 or 278?","system
Which number is greater: 56 or 47?","system
Which number is greater, 56 or 47?","system
Which number is greater: 56 or 47?"
285,"Make one moderate question comparing two groups with a ratio for a primary school student learning advanced topics in the context of a pet shelter, without fractions or decimals. Use familiar vocabulary. Return one question only, written as plain text.","system
Which group has more pets at the shelter? Group A has 12 dogs and 8 cats, while Group B has 15 dogs and 7 cats.","system
Which group has more pets: Group A with 12 dogs and cats combined, or Group B with 8 dogs and 16 cats?","system
Which group has more pets at the shelter: Group A with 12 dogs and 8 cats, or Group B with 9 dogs and 7 cats?","system
Which group has more pets: Group A with 12 dogs and cats combined, or Group B with 8 dogs and 16 cats?"
286,"Generate a single simple question about rows and columns described with words for an upper elementary student in the context of a playground, with a product below 50. Keep the question concise. Use plain text only and provide no solution or explanation.","system Rows and Columns at Playtime

How many different ways can you arrange swings, slides, and seesaws on the playground if each type must be placed in separate sections?","system Rows and Columns at Playtime

How many different ways can you arrange swings, slides, and seesaws on a playground if each type must be placed in specific sections?","system Rows and Columns on Playgrounds

How many different ways can you arrange swings, slides, and seesaws in a row or column at a playground?","system
How many rows and columns does the swing set have?"
287,"Write one slightly challenging question about equal sharing for a young math learner in the context of a garden, using a dividend below 100. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","system
How many different ways can you divide 75 flowers equally among 5 friends if each friend must get at least one flower?","system
How many different ways can you divide 75 flowers equally among 9 friends?","system
How many different ways can you divide 75 flowers equally among 5 friends if each friend must get more than one flower?","system
How many different ways can you divide 48 flowers equally among 6 friends?"
288,"Write one moderate question asking which amount is larger for a primary school student in the context of a school cafeteria, using the words greater, less, or equal. Use familiar vocabulary. Return one question only, written as plain text.","system
Which is greater: 30 apples or 25 oranges?","system
Which amount of food is larger between a small pizza and a medium pizza?","system
Which amount of food is greater between a small pizza and a medium pizza?","system
Which amount of food is greater between a small serving and a large serving?"
289,"Make a single basic logic-based elementary math question for a young learner ready for a challenge in the context of a farm, with one piece of extra information. Use one direct question at the end. Return one question only, written as plain text.","system
Question: On the farm, there are 12 chickens and 8 cows. How many more chickens than cows are on the farm? 

Answer: There are 4 more chickens than cows on the farm.","system
Question: On a farm, there are 12 chickens and 8 pigs. How many more chickens than pigs are on the farm? 

Answer: There are 4 more chickens than pigs on the farm.","system
Question: On the farm, there are 5 chickens and 3 pigs. How many more chickens than pigs are there?","system
Question: On the farm, there are 5 chickens and 3 cows. How many legs do all the animals have together? 

Answer: The total number of legs is 20."
290,"Prepare a single slightly challenging mixed-skills mathematics challenge for an upper elementary student in the context of a fruit shop, using numbers below 100. Keep the question concise. Use plain text only and provide no solution or explanation.","system
A fruit shop has apples, bananas, and oranges. If you buy 3 times as many apples as bananas and twice as many oranges as apples, how many fruits do you have if there are 5 bananas?","system
A fruit shop has apples, bananas, and oranges. If you buy 3 times as many apples as bananas, and twice as many oranges as apples, how many pieces of fruit do you have if there are 5 bananas?","system
A fruit shop has apples, bananas, and oranges. If you buy 3 times as many apples as bananas, and twice as many oranges as apples, how many fruits do you have if there are 5 bananas?","system
A fruit shop has apples, bananas, and oranges. If you buy 3 times as many apples as bananas, and twice as many oranges as apples, how many fruits do you have if there are 5 bananas?"
291,"Make a single basic missing-number equation for a young learner ready for a challenge in the context of a beach visit, using addition. Make the situation realistic. Output only the question in text form, without hints or an answer.","system
What is 3 more than the number of shells on the first sandcastle compared to the second one?","system
What is the sum of 3 seashells and 2 starfish?","system
What is the total number of shells collected if John found 15 starfish and 20 sea urchins on the beach?","system
What is 3 more than the number of shells on the first sandcastle and twice the number of starfish?"
292,"Generate one easy geometry question about shape properties for an elementary student in the context of a farm, using triangles and quadrilaterals. Keep the question concise. Give only the question as plain text. Do not include the solution.","system
What is the sum of all interior angles in a triangle?","system
What is the sum of all interior angles in a triangle?","system
What is the sum of all interior angles in a triangle?","system
What is the sum of all interior angles in a triangle?"
293,"Prepare a single easy question about area for a young math learner in the context of a community park, using rectangles and squares. Keep the question concise. Output only the question in text form, without hints or an answer.","system
What is the area of a rectangular playground that measures 30 meters long and 20 meters wide?","system
What is the area of a rectangle with length 10 meters and width 5 meters?","system
What is the area of a rectangular playground that measures 30 meters long and 20 meters wide?","system
What is the area of a rectangle with length 10 meters and width 5 meters?"
294,"Create one simple question using repeated addition for a student learning basic mathematics in the context of a fruit shop, using facts from 2 to 5. Keep the question concise. Output only the question in text form, without hints or an answer.","system
How many apples does the shop have if you add 3 apples three times?","system
How many apples does the customer buy if they add 3 groups of 4 apples each?","system
How many apples does the store have if you add 3 groups of 4 apples each?","system
How many apples does the customer buy if they add 3 apples to their cart three times?"
295,"Generate a single simple question about perimeter for a primary school student in the context of a sports day, about identifying a shape. Make the situation realistic. Return one question only, written as plain text.","system
What is the perimeter of a running track that has two straight sections each 100 meters long and two semi-circular ends with a radius of 35 meters?","system
What is the perimeter of a rectangular swimming pool that measures 20 meters long and 15 meters wide?","system
What is the perimeter of a rectangular track that measures 100 meters long and 50 meters wide?","system
What is the perimeter of a rectangular swimming pool that measures 20 meters long and 15 meters wide?"
296,"Create a single slightly challenging mixed-skills mathematics challenge for a primary school student learning advanced topics in the context of a school library, combining geometry and arithmetic. Use whole numbers only. Use plain text only and provide no solution or explanation.","system
A rectangular bookshelf has 5 shelves evenly spaced along its length. Each shelf is 1 meter long. If you place books on every other shelf starting from the first one, how many meters of space are left between each pair of adjacent books?","system
A rectangular bookshelf has 4 shelves evenly spaced with equal width between each shelf. If there are 12 books on each shelf, what is the total length of all the spaces between the shelves if the entire bookshelf is 360 cm long?","system
A rectangular bookshelf is 4 meters long and has a width that is half its length. If each shelf can hold books up to 20% of its total capacity, how many shelves does the librarian need if she wants to store 160 books?","system
A rectangular bookshelf has 5 shelves evenly spaced along its length. Each shelf is 2 meters long. If each shelf can hold up to 10 books, how many books can all the shelves hold together?"
297,"Generate a single moderate division word problem for a young math learner in the context of a fruit shop, using a dividend below 100. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","system
A fruit shop has 75 apples and 48 oranges. How many fruits do they have in total?","system
A fruit shop has 75 apples and 48 oranges. How many fruits do they have in total?","system
A fruit shop has 45 apples and 37 oranges. How many fruits do they have in total?","system
A fruit shop has 75 apples and 48 oranges. How many fruits do they have in total?"
298,"Make a single simple short sum problem for a primary school student in the context of a pet shelter, using one missing addend. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","system
There are 5 cats at the shelter. How many dogs are there if there are 12 pets in total?","system
There are 5 cats at the shelter. How many cats will there be if we add 3 more?","system
A pet shelter has 12 cats. How many more cats do they need to have exactly 20 cats?","system
There are 5 puppies at the shelter. How many dogs are there if there are 10 pets total?"
299,"Create a single simple question comparing two quantities for an elementary student in the context of a community park, using numbers up to 20. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","system
How many more swings are there than slides in the playground?","system
How many more swings are there than seesaws in the playground?","system
How many more swings does the playground have compared to the sandbox?","system
How many more swings are there than slides in the playground?"
300,"Generate one moderate question asking when two schedules meet again for an upper elementary student in the context of a pet shelter, using numbers below 15. Keep the question concise. Return only the question in plain text, with no answer or explanation.","system
When will the last dog adoption schedule and the first cat adoption schedule meet again?","system
When will the last cat adoption schedule and the first dog adoption schedule next meet?","system
When will the next scheduled feeding and grooming time be for the dogs at the pet shelter?","system
When will the next vet visit and food delivery schedule overlap at the animal shelter?"
301,"Write one simple question about making equal groups for a young math learner in the context of a school cafeteria, using a dividend below 100. Make all needed information explicit. Use plain text only and provide no solution or explanation.",system What is an example of how to make equal groups when dividing 75 items among 9 students?,"system
How many plates can you put on each table if there are 45 plates to be shared equally among 9 tables?","system
How many students can be placed in each group if there are 45 apples to be shared equally among them?","system
How many students can be placed in each group if there are 45 apples to distribute equally among them?"
302,"Prepare a single moderate question about sides and vertices for a young math learner in the context of a sports day, using whole-number side lengths. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","system
What is the total number of vertices on a soccer ball?","system
What is the total number of vertices on a soccer ball?","system
What is the total number of vertices on a soccer ball?","system
What is the total number of vertices on a soccer ball?"
303,"Generate one slightly challenging short division fact problem for a young math learner in the context of a school cafeteria, with no remainder. Use one direct question at the end. Output only the question in text form, without hints or an answer.","system
What is 123 divided by 4?","system
What is 42 divided by 3?","system
What is 123 divided by 4?","system
What is 45 divided by 9?"
304,"Generate one simple word problem that can be solved with one equation for an upper elementary student in the context of a beach visit, with the unknown on the right side. Make all needed information explicit. Give only the question as plain text. Do not include the solution.","system
At the beach, there were 12 sandcastles built by children. If each child built 3 sandcastles, how many children were at the beach?","system
At the beach, there were 15 seashells and 20 starfish. How many more seashells than starfish did they have?","system
At the beach, Sarah collected 15 seashells. Tom collected twice as many seashells as Sarah. How many seashells did Tom collect?","system
At the beach, Sarah collected 15 seashells and her friend Tom collected twice as many seashells as Sarah. How many seashells did they collect together?"
305,"Generate a single easy logic-based elementary math question for a young learner ready for a challenge in the context of a birthday party, combining subtraction and division. Use whole numbers only. Use plain text only and provide no solution or explanation.","system
At a birthday party, there were 24 cupcakes. If each guest received 3 cupcakes, how many guests attended the party?","system
Question: Sarah has 24 cupcakes to share equally among her 6 friends at their birthday party. How many cupcakes will each friend get?","system
Question: At a birthday party, there were 24 cupcakes on the table. If each child at the party ate 3 cupcakes, how many children attended the party if there were exactly enough cupcakes left for one more child to have their share?","system
At a birthday party, there were 24 cupcakes on the table. If each guest ate 3 cupcakes, how many guests attended if there were exactly 6 cupcakes left?"
306,"Make a single slightly challenging question about rows and columns described with words for a primary school student in the context of a farm, without showing an array. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","system
What happens when you plant seeds in different spots on the farm?","system
What happens when you plant seeds in different spots on a farm?","system
What happens when you plant seeds in different spots on a farm?","system
What happens if you plant more carrots than space allows on your farm?"
307,"Create a single simple simple LCM word problem for a primary school student learning advanced topics in the context of a music class, using a school schedule situation. Use familiar vocabulary. Return only the question in plain text, with no answer or explanation.","system
What is the least common multiple (LCM) of 3 and 4 days if students need to practice their instruments every day?","system
What is the least common multiple (LCM) of 3 and 4 days in a week?","system
What is the least common multiple (LCM) of 3 and 4 if a music teacher wants to arrange a practice session that starts every 3 days and another one that starts every 4 days?","system
What is the least common multiple (LCM) of 3 and 4 that represents how often three songs about animals will be played together during a week if each song plays once every day?"
308,"Make one easy problem that requires two or three steps for an upper elementary student in the context of a science fair, with one piece of extra information. Make the situation realistic. Output only the question in text form, without hints or an answer.","system
How many liters of water will be needed to fill a 10-liter bucket if you have a 5-liter jug and need to measure exactly 8 liters?","system
How many seeds does a pumpkin typically contain? Use this data from a recent study: 10-25 seeds per pumpkin. How many seeds would you expect in a medium-sized pumpkin if it has a volume of about 3 liters?","system
How many seeds does a pumpkin typically contain when grown from a single seed?","system
How many different types of seeds can you find when you collect 100 seeds from each of 5 different plant species at your local park?"
309,"Write a single moderate question about the least common multiple for a young learner ready for a challenge in the context of a playground, using a school schedule situation. Use familiar vocabulary. Return one question only, written as plain text.","system
What is the smallest number that can be made from adding together any two numbers chosen from 10 and 20?","system
What is the smallest number that can be made by combining two numbers from your daily school schedule?","system
What is the smallest number that can be made by combining 3 different playground equipment items?","system
What is the smallest number that can be made from adding together any two numbers chosen from this list: 5, 7, and 9?"
310,"Generate one basic question requiring the LCM of two numbers for an upper elementary student in the context of a birthday party, using two small multiples. Keep the question concise. Give only the question as plain text. Do not include the solution.","system
What is the least common multiple (LCM) of 12 and 18?","system
What is the least common multiple (LCM) of 12 and 18?","system
What is the least common multiple (LCM) of 12 and 18?","system
What is the least common multiple (LCM) of 12 and 18?"
311,"Make one easy question comparing two geometric shapes for a student learning basic mathematics in the context of a family picnic, without using a diagram. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","system
What is the difference between a circle and an oval at our family picnic?","system
What is the difference between a circle and an ellipse?","system
What is the difference between a circle and an ellipse?","system
What is the difference between a circle and an ellipse?"
312,"Generate a single slightly challenging question requiring the LCM of two numbers for a primary school student learning advanced topics in the context of a pet shelter, with an LCM below 60. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","system
What is the least common multiple (LCM) of 12 and 18 that would help a pet shelter plan their monthly budget?","system
What is the least common multiple (LCM) of 12 and 18 that would help you plan how many toys each cat at the animal shelter should have if they need to share equally?","system
What is the least common multiple (LCM) of 12 and 18 that would help a pet shelter plan their monthly budget?","system
What is the least common multiple (LCM) of 12 and 18 that would help you plan how many toys to allocate between two groups at a pet shelter?"
313,"Write one simple question comparing two groups with a ratio for a young learner ready for a challenge in the context of a community park, using an equivalent-ratio situation described with words. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","system
Which group has more trees: Group A or Group B?","system
Which group has more trees: Group A with 12 trees or Group B with 18 trees?","system
Which group has more trees? Group A has 15 trees, while Group B has 20 trees. How many more trees does Group B have compared to Group A?","system
Which group has more trees? Group A has 15 trees, while Group B has 20 trees. How many more trees does Group B have compared to Group A?"
314,"Write one simple question about equal sharing for a young math learner in the context of a toy store, using a dividend below 50. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","system
How many toys can each child get if there are 24 toys to be shared equally among 6 children?","system
How many toys can each child get if there are 24 toys to be shared equally among 6 children?","system
How many toys can each child get if there are 24 toys to be shared equally among 6 children?","system
How many toys should each person get if there are 12 toys to share equally among 4 friends?"
315,"Generate one simple question about making equal groups for a student learning basic mathematics in the context of a book fair, using a dividend below 50. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","system
How many sets can you make if each set contains 7 items from a total of 42 books?","system
How many books can you put on each shelf if there are 48 books and you want to make equal groups?","system
How many sets of 10 books can you make from 45 books?","system
How many books can be placed on each shelf if there are 48 books to distribute equally among 6 shelves?"
316,"Make one moderate question comparing two quantities for an upper elementary student in the context of a bus trip, using two-digit numbers. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
How many more seats does the larger bus have compared to the smaller bus if the larger bus has 45 seats and the smaller bus has 38 seats?","system
How many more seats does the larger bus have compared to the smaller bus if the larger bus has 45 seats and the smaller bus has 38 seats?","system
How many more seats does the larger bus have compared to the smaller bus if the larger bus has 52 seats and the smaller bus has 48 seats?","system
How many more seats does the larger bus have compared to the smaller bus if the larger bus has 52 seats and the smaller bus has 48 seats?"
